,period_begin,zip_code,property_type,property_type_id,median_sale_price,median_list_price,median_ppsf,median_list_ppsf,homes_sold,new_listings,inventory,median_dom,avg_sale_to_list,sold_above_list,Year
0,2012-01-01,78610,All Residential,-1,172810.0,179995.0,87.31389725,92.49229188,68,115.0,129.0,91.0,0.962593735,0.102941176,2012
553,2012-04-01,78610,All Residential,-1,177000.0,199613.0,88.08929949,94.26105112,110,174.0,163.0,61.0,0.975637555,0.109090909,2012
1123,2012-07-01,78610,All Residential,-1,184560.0,189000.0,91.56976744,96.77334367,113,159.0,154.0,63.0,0.972008599,0.07079646,2012
1692,2012-10-01,78610,All Residential,-1,176000.0,195000.0,91.58061217,94.8630137,118,93.0,117.0,54.0,0.975656663,0.177966102,2012
2243,2013-01-01,78610,All Residential,-1,175568.0,199940.0,90.91108328,99.95334411,111,170.0,121.0,59.5,0.982267578,0.153153153,2013
2801,2013-04-01,78610,All Residential,-1,198700.0,206240.0,99.6280247,105.6163732,152,191.0,125.0,38.0,0.983465843,0.171052632,2013
3364,2013-07-01,78610,All Residential,-1,193000.0,199990.0,100.456621,101.6314774,181,178.0,122.0,28.0,0.978923296,0.165745856,2013
3924,2013-10-01,78610,All Residential,-1,193220.0,230000.0,99.20490283,102.685624,116,129.0,122.0,46.0,0.978083837,0.163793103,2013
4475,2014-01-01,78610,All Residential,-1,199500.0,230029.0,102.2727273,111.9616307,123,210.0,157.0,37.0,0.977215022,0.195121951,2014
5056,2014-04-01,78610,All Residential,-1,223000.0,226500.0,107.193639,109.4236043,214,248.0,165.0,37.0,0.986978228,0.219626168,2014
5645,2014-07-01,78610,All Residential,-1,222500.0,241000.0,110.9646079,112.9122665,175,191.0,163.0,28.0,0.979603853,0.148571429,2014
6223,2014-10-01,78610,All Residential,-1,231210.0,239500.0,109.2043682,117.6659327,187,160.0,146.0,56.0,0.974427927,0.144385027,2014
6776,2015-01-01,78610,All Residential,-1,222250.0,245864.0,111.7101742,114.5446849,154,158.0,121.0,60.0,0.973663146,0.194805195,2015
7340,2015-04-01,78610,All Residential,-1,245700.0,248000.0,117.1486961,116.5322581,204,251.0,140.0,38.0,0.984750355,0.240196078,2015
7907,2015-07-01,78610,All Residential,-1,243500.0,244900.0,116.2280702,123.4691531,217,249.0,163.0,28.0,0.984231339,0.230414747,2015
8469,2015-10-01,78610,All Residential,-1,229000.0,250000.0,117.5298805,120.8872458,176,135.0,124.0,39.0,0.975354631,0.119318182,2015
9019,2016-01-01,78610,All Residential,-1,242000.0,259900.0,118.5693288,120.4208531,157,211.0,140.0,52.0,0.976880451,0.146496815,2016
9582,2016-04-01,78610,All Residential,-1,251000.0,250000.0,119.2603024,125.4275941,232,253.0,154.0,32.5,0.983891471,0.185344828,2016
10150,2016-07-01,78610,All Residential,-1,245000.0,255990.0,123.5059761,126.0956175,219,247.0,170.0,27.0,0.985472281,0.191780822,2016
10710,2016-10-01,78610,All Residential,-1,244750.0,257000.0,123.637659,127.3055333,190,167.0,152.0,37.0,0.983158847,0.136842105,2016
11257,2017-01-01,78610,All Residential,-1,252495.0,259387.5,126.5320003,127.2061469,142,216.0,158.0,58.0,0.986176529,0.133802817,2017
11823,2017-04-01,78610,All Residential,-1,249990.0,260760.0,128.085701,128.5766544,241,335.0,233.0,33.0,0.985299412,0.20746888,2017
12402,2017-07-01,78610,All Residential,-1,260000.0,255000.0,128.9836328,129.4818653,226,239.0,201.0,42.0,0.986740841,0.168141593,2017
12976,2017-10-01,78610,All Residential,-1,250000.0,256900.0,126.2247839,126.4350041,211,152.0,148.0,63.0,0.97722963,0.113744076,2017
13529,2018-01-01,78610,All Residential,-1,255000.0,274500.0,127.5717554,132.2521866,166,259.0,168.0,73.0,0.981274953,0.108433735,2018
14102,2018-04-01,78610,All Residential,-1,259225.0,265157.5,130.5575707,129.0006284,246,320.0,195.0,29.0,0.987515405,0.166666667,2018
14684,2018-07-01,78610,All Residential,-1,260000.0,276450.0,132.2739298,134.803207,266,306.0,216.0,34.0,0.987421419,0.184210526,2018
15246,2018-10-01,78610,All Residential,-1,263847.0,274023.0,132.0072333,133.345481,221,162.0,159.0,47.5,0.984936433,0.104072398,2018
15821,2019-01-01,78610,All Residential,-1,279990.0,268950.0,134.1331575,134.6521298,191,268.0,156.0,48.0,0.986532282,0.204188482,2019
16418,2019-04-01,78610,All Residential,-1,268000.0,275000.0,135.3013477,138.2339344,280,333.0,201.0,27.0,0.988865705,0.175,2019
17027,2019-07-01,78610,All Residential,-1,269000.0,262565.0,134.803207,137.8446115,259,269.0,183.0,35.0,0.990546677,0.196911197,2019
17615,2019-10-01,78610,All Residential,-1,257292.5,271475.0,138.2154741,143.8939378,210,142.0,119.0,40.0,0.988877418,0.19047619,2019
18194,2020-01-01,78610,All Residential,-1,268600.0,282000.0,138.5542169,142.1335896,191,245.0,129.0,46.0,0.992145508,0.235602094,2020
18782,2020-04-01,78610,All Residential,-1,278105.0,298881.5,143.9794314,146.3265241,256,274.0,108.0,24.0,0.991192348,0.24609375,2020
19383,2020-07-01,78610,All Residential,-1,307500.0,292000.0,147.1844075,149.913463,276,240.0,97.0,23.5,0.99562499,0.304347826,2020
19984,2020-10-01,78610,All Residential,-1,290000.0,299500.0,148.5841034,153.2415805,256,224.0,48.0,33.0,1.005952134,0.43359375,2020
20582,2021-01-01,78610,All Residential,-1,333141.0,325000.0,171.5197447,168.8741722,213,217.0,46.0,20.5,1.056500035,0.647887324,2021
21189,2021-04-01,78610,All Residential,-1,395752.0,375990.0,199.0106545,187.2791519,259,287.0,74.0,17.0,1.096067369,0.803088803,2021
21820,2021-07-01,78610,All Residential,-1,420000.0,410000.0,210.4685212,213.5201153,251,324.0,118.0,29.0,1.060019414,0.725099602,2021
22457,2021-10-01,78610,All Residential,-1,402500.0,430000.0,218.1848946,216.2212247,214,230.0,94.0,28.0,1.025800139,0.485981308,2021
12403,2017-07-01,78610,Condo/Co-op,3,197500.0,255000.0,106.1827957,129.4818653,1,239.0,201.0,42.0,0.745283019,0.0,2017
19384,2020-07-01,78610,Condo/Co-op,3,232770.0,249990.0,112.9896422,120.9934087,11,11.0,11.0,118.0,0.98863617,0.090909091,2020
19985,2020-10-01,78610,Condo/Co-op,3,238947.5,253490.0,117.7667104,127.8765218,18,12.0,3.0,98.5,0.99958375,0.277777778,2020
20583,2021-01-01,78610,Condo/Co-op,3,256220.0,325000.0,127.0408411,168.8741722,16,217.0,46.0,28.0,1.003245534,0.625,2021
1693,2012-10-01,78610,Multi-Family (2-4 Unit),4,186000.0,228000.0,99.35897436,71.00313273,1,2.0,1.0,54.0,1.0,0.0,2012
3925,2013-10-01,78610,Multi-Family (2-4 Unit),4,260000.0,230000.0,41.06776181,102.685624,1,129.0,122.0,327.0,0.962962963,0.0,2013
14103,2018-04-01,78610,Multi-Family (2-4 Unit),4,361945.0,364900.0,131.9041545,132.9810496,14,12.0,2.0,16.0,1.000512607,0.142857143,2018
14685,2018-07-01,78610,Multi-Family (2-4 Unit),4,364900.0,369900.0,132.9810496,134.803207,21,49.0,11.0,23.0,1.001304989,0.095238095,2018
15247,2018-10-01,78610,Multi-Family (2-4 Unit),4,369900.0,365900.0,134.803207,134.6392128,26,12.0,13.0,13.5,1.001256287,0.153846154,2018
15822,2019-01-01,78610,Multi-Family (2-4 Unit),4,372900.0,373900.0,135.8965015,146.0546875,29,19.0,11.0,40.0,1.002714707,0.379310345,2019
16419,2019-04-01,78610,Multi-Family (2-4 Unit),4,373900.0,375900.0,141.2352519,156.1046512,24,10.0,1.0,54.0,1.000313108,0.125,2019
17028,2019-07-01,78610,Multi-Family (2-4 Unit),4,375900.0,262565.0,146.8359375,137.8446115,16,269.0,183.0,7.5,1.003384368,0.375,2019
18783,2020-04-01,78610,Multi-Family (2-4 Unit),4,392400.0,400000.0,142.7947598,145.5604076,1,2.0,108.0,4.0,0.981,0.0,2020
19385,2020-07-01,78610,Multi-Family (2-4 Unit),4,419000.0,249990.0,152.4745269,120.9934087,1,11.0,11.0,6.0,1.0475,1.0,2020
20584,2021-01-01,78610,Multi-Family (2-4 Unit),4,458000.0,440000.0,166.6666667,160.1164483,1,1.0,46.0,26.0,1.040909091,1.0,2021
21190,2021-04-01,78610,Multi-Family (2-4 Unit),4,545500.0,495000.0,198.6538845,180.1310044,4,5.0,74.0,5.0,1.084857634,1.0,2021
21821,2021-07-01,78610,Multi-Family (2-4 Unit),4,645000.0,575000.0,196.9808253,209.2430859,2,3.0,2.0,18.0,1.051003344,1.0,2021
22458,2021-10-01,78610,Multi-Family (2-4 Unit),4,566500.0,430000.0,206.1499272,216.2212247,2,230.0,94.0,64.5,0.997391304,0.0,2021
1,2012-01-01,78610,Single Family Residential,6,172810.0,180795.5,87.31389725,92.39742799,68,114.0,128.0,91.0,0.962593735,0.102941176,2012
554,2012-04-01,78610,Single Family Residential,6,177000.0,199613.0,88.08929949,94.26105112,110,174.0,162.0,61.0,0.975637555,0.109090909,2012
1124,2012-07-01,78610,Single Family Residential,6,184897.5,189000.0,91.11797998,96.77334367,112,159.0,154.0,62.0,0.971970003,0.071428571,2012
1694,2012-10-01,78610,Single Family Residential,6,175000.0,195000.0,91.37132123,94.8630137,117,91.0,116.0,54.0,0.975448601,0.179487179,2012
2244,2013-01-01,78610,Single Family Residential,6,175568.0,199980.0,90.91108328,99.69325153,111,169.0,119.0,59.5,0.982267578,0.153153153,2013
2802,2013-04-01,78610,Single Family Residential,6,198700.0,206240.0,99.6280247,105.6163732,152,191.0,124.0,38.0,0.983465843,0.171052632,2013
3365,2013-07-01,78610,Single Family Residential,6,193000.0,199990.0,100.456621,101.6314774,181,178.0,121.0,28.0,0.978923296,0.165745856,2013
3926,2013-10-01,78610,Single Family Residential,6,193220.0,230000.0,99.20490283,102.685624,114,129.0,122.0,46.0,0.978024229,0.166666667,2013
4476,2014-01-01,78610,Single Family Residential,6,199500.0,230029.0,102.2727273,111.9616307,123,210.0,157.0,37.0,0.977215022,0.195121951,2014
5057,2014-04-01,78610,Single Family Residential,6,223000.0,226500.0,107.193639,109.4236043,214,248.0,165.0,37.0,0.986978228,0.219626168,2014
5646,2014-07-01,78610,Single Family Residential,6,222500.0,241000.0,110.9646079,112.9122665,175,191.0,163.0,28.0,0.979603853,0.148571429,2014
6224,2014-10-01,78610,Single Family Residential,6,231210.0,239500.0,109.2043682,117.6659327,187,160.0,146.0,56.0,0.974427927,0.144385027,2014
6777,2015-01-01,78610,Single Family Residential,6,222250.0,245864.0,111.7101742,114.5446849,154,158.0,121.0,60.0,0.973663146,0.194805195,2015
7341,2015-04-01,78610,Single Family Residential,6,245700.0,248000.0,117.1486961,116.5322581,204,251.0,140.0,38.0,0.984750355,0.240196078,2015
7908,2015-07-01,78610,Single Family Residential,6,243500.0,244900.0,116.2280702,123.4691531,217,249.0,163.0,28.0,0.984231339,0.230414747,2015
8470,2015-10-01,78610,Single Family Residential,6,229000.0,250000.0,117.5298805,120.8872458,176,135.0,124.0,39.0,0.975354631,0.119318182,2015
9020,2016-01-01,78610,Single Family Residential,6,242000.0,259900.0,118.5693288,120.4208531,157,211.0,140.0,52.0,0.976880451,0.146496815,2016
9583,2016-04-01,78610,Single Family Residential,6,251000.0,250000.0,119.2603024,125.4275941,232,253.0,154.0,32.5,0.983891471,0.185344828,2016
10151,2016-07-01,78610,Single Family Residential,6,245000.0,255990.0,123.5059761,126.0956175,219,247.0,170.0,27.0,0.985472281,0.191780822,2016
10711,2016-10-01,78610,Single Family Residential,6,244750.0,257000.0,123.637659,127.3055333,190,167.0,152.0,37.0,0.983158847,0.136842105,2016
11258,2017-01-01,78610,Single Family Residential,6,252495.0,259387.5,126.5320003,127.2061469,142,216.0,158.0,58.0,0.986176529,0.133802817,2017
11824,2017-04-01,78610,Single Family Residential,6,249990.0,260530.0,128.085701,128.4916201,241,334.0,232.0,33.0,0.985299412,0.20746888,2017
12404,2017-07-01,78610,Single Family Residential,6,260000.0,255000.0,129.2716133,129.4818653,225,239.0,201.0,42.0,0.987813987,0.168888889,2017
12977,2017-10-01,78610,Single Family Residential,6,250000.0,256900.0,126.2247839,126.4350041,211,152.0,148.0,63.0,0.97722963,0.113744076,2017
13530,2018-01-01,78610,Single Family Residential,6,255000.0,260654.5,127.5717554,133.0341726,166,230.0,158.0,73.0,0.981274953,0.108433735,2018
14104,2018-04-01,78610,Single Family Residential,6,256125.0,263897.5,127.0238954,127.4417204,232,308.0,193.0,29.0,0.986731091,0.168103448,2018
14686,2018-07-01,78610,Single Family Residential,6,255000.0,265000.0,130.6165099,131.2041016,245,257.0,205.0,35.0,0.986231399,0.191836735,2018
15248,2018-10-01,78610,Single Family Residential,6,255000.0,267392.5,127.770936,130.8760929,195,150.0,146.0,52.0,0.982760452,0.097435897,2018
15823,2019-01-01,78610,Single Family Residential,6,266508.0,259900.0,130.4744851,132.4192337,162,249.0,145.0,48.5,0.983635428,0.172839506,2019
16420,2019-04-01,78610,Single Family Residential,6,259900.0,275000.0,132.4045321,137.4353076,256,323.0,200.0,26.0,0.987792511,0.1796875,2019
17029,2019-07-01,78610,Single Family Residential,6,265000.0,262565.0,133.7040619,137.8446115,243,269.0,183.0,38.0,0.989701397,0.185185185,2019
17616,2019-10-01,78610,Single Family Residential,6,257292.5,271475.0,138.2154741,143.8939378,210,142.0,119.0,40.0,0.988877418,0.19047619,2019
18195,2020-01-01,78610,Single Family Residential,6,268600.0,285000.0,138.5542169,142.8070175,191,231.0,116.0,46.0,0.992145508,0.235602094,2020
18784,2020-04-01,78610,Single Family Residential,6,277230.0,299735.0,143.9917695,148.227166,255,260.0,88.0,24.5,0.991232318,0.247058824,2020
19386,2020-07-01,78610,Single Family Residential,6,310000.0,295500.0,148.8168408,151.3859275,263,229.0,85.0,22.0,0.995812279,0.311787072,2020
19986,2020-10-01,78610,Single Family Residential,6,296750.0,312000.0,152.4364063,156.3949636,236,203.0,40.0,32.0,1.006391993,0.444915254,2020
20585,2021-01-01,78610,Single Family Residential,6,350000.0,330000.0,177.0428016,169.8267712,185,206.0,46.0,19.0,1.063959698,0.654054054,2021
21191,2021-04-01,78610,Single Family Residential,6,400000.0,380000.0,199.7392316,188.9259878,248,273.0,69.0,18.0,1.09906159,0.798387097,2021
21822,2021-07-01,78610,Single Family Residential,6,420000.0,409500.0,210.8739837,212.9297075,245,309.0,108.0,29.0,1.06122083,0.726530612,2021
22459,2021-10-01,78610,Single Family Residential,6,407000.0,430000.0,219.728293,215.8835471,205,224.0,91.0,27.0,1.027086987,0.502439024,2021
1125,2012-07-01,78610,Townhouse,13,165000.0,189000.0,112.5511596,96.77334367,1,159.0,154.0,144.0,0.976331361,0.0,2012
3927,2013-10-01,78610,Townhouse,13,185000.0,230000.0,112.3936817,102.685624,1,129.0,122.0,129.0,1.0,0.0,2013
19387,2020-07-01,78610,Townhouse,13,222740.0,295500.0,130.1051402,151.3859275,1,229.0,1.0,19.0,0.971370009,0.0,2020
19987,2020-10-01,78610,Townhouse,13,223490.0,254990.0,129.2225801,147.1904206,2,9.0,5.0,130.5,1.011364153,0.5,2020
20586,2021-01-01,78610,Townhouse,13,261184.0,312228.0,152.0,148.7807512,11,10.0,46.0,32.0,1.009920511,0.545454545,2021
21192,2021-04-01,78610,Townhouse,13,312993.0,358990.0,146.9779343,176.5211268,7,9.0,5.0,7.5,0.996391948,0.857142857,2021
21823,2021-07-01,78610,Townhouse,13,345222.0,366995.0,185.2816657,188.0637957,4,4.0,3.0,22.5,0.990940733,0.5,2021
22460,2021-10-01,78610,Townhouse,13,364990.0,355000.0,172.0610329,191.065662,7,1.0,91.0,105.0,0.996230687,0.142857143,2021
2,2012-01-01,78613,All Residential,-1,210000.0,223929.0,93.43092117,95.35124241,284,406.0,305.0,79.0,0.970309091,0.147887324,2012
555,2012-04-01,78613,All Residential,-1,211500.0,216313.0,94.46352066,97.05142035,420,583.0,400.0,37.5,0.977987774,0.15,2012
1126,2012-07-01,78613,All Residential,-1,214900.0,214950.0,96.484375,98.33862949,429,430.0,341.0,38.5,0.978909799,0.144522145,2012
1695,2012-10-01,78613,All Residential,-1,200000.0,221800.0,93.47757423,100.045106,349,312.0,238.0,47.0,0.977743787,0.11747851,2012
2245,2013-01-01,78613,All Residential,-1,220000.0,229900.0,98.28889484,101.9238641,340,439.0,195.0,34.5,0.980960975,0.173529412,2013
2803,2013-04-01,78613,All Residential,-1,229250.0,229900.0,102.4676536,104.4776119,560,685.0,259.0,12.0,0.990889509,0.301785714,2013
3366,2013-07-01,78613,All Residential,-1,232217.5,239900.0,105.6754074,107.4702886,582,485.0,240.0,19.0,0.987221887,0.206185567,2013
3928,2013-10-01,78613,All Residential,-1,227000.0,250000.0,107.2463768,110.0658343,343,260.0,130.0,27.0,0.984747064,0.166180758,2013
4477,2014-01-01,78613,All Residential,-1,240460.0,274900.0,109.1023158,114.5255053,294,422.0,181.0,14.0,0.987582463,0.261904762,2014
5058,2014-04-01,78613,All Residential,-1,256000.0,259945.0,114.646701,114.9614579,473,668.0,284.0,9.5,0.993035599,0.312896406,2014
5647,2014-07-01,78613,All Residential,-1,252000.0,255000.0,115.0870406,115.9129251,521,488.0,295.0,16.0,0.98965063,0.218809981,2014
6225,2014-10-01,78613,All Residential,-1,244500.0,264900.0,114.0186458,117.9890561,328,249.0,183.0,35.5,0.979684359,0.131097561,2014
6778,2015-01-01,78613,All Residential,-1,260000.0,265000.0,120.5022699,121.2861213,300,381.0,184.0,18.0,0.988453001,0.233333333,2015
7342,2015-04-01,78613,All Residential,-1,275000.0,289000.0,123.6363636,123.3303651,427,561.0,250.0,9.0,0.992722046,0.302107728,2015
7909,2015-07-01,78613,All Residential,-1,267000.0,259000.0,125.2151335,126.2088975,490,465.0,210.0,16.0,0.989854112,0.265306122,2015
8471,2015-10-01,78613,All Residential,-1,257000.0,264482.5,125.4057004,125.5188492,352,254.0,135.0,27.0,0.982920069,0.153409091,2015
9021,2016-01-01,78613,All Residential,-1,269000.0,290950.0,125.2173913,132.5473731,267,418.0,196.0,18.0,0.992294572,0.269662921,2016
9584,2016-04-01,78613,All Residential,-1,287000.0,299000.0,133.0132939,132.3439024,483,586.0,263.0,8.0,0.995083677,0.368530021,2016
10152,2016-07-01,78613,All Residential,-1,281000.0,289000.0,131.1871227,133.0275229,411,439.0,272.0,15.0,0.986557583,0.245742092,2016
10712,2016-10-01,78613,All Residential,-1,274950.0,289500.0,134.0946234,138.8775092,352,267.0,181.0,34.0,0.978319011,0.136363636,2016
11259,2017-01-01,78613,All Residential,-1,280000.0,299900.0,134.0482574,140.1512053,305,444.0,231.0,15.0,0.984847632,0.22295082,2017
11825,2017-04-01,78613,All Residential,-1,305000.0,315000.0,140.1084354,138.0873866,496,619.0,318.0,14.0,0.992928361,0.276209677,2017
12405,2017-07-01,78613,All Residential,-1,296123.0,299945.0,139.1286809,141.4141414,421,458.0,309.0,27.0,0.986140215,0.187648456,2017
12978,2017-10-01,78613,All Residential,-1,287445.0,299974.5,137.6037993,143.9066644,360,260.0,183.0,41.0,0.978691625,0.091666667,2017
13531,2018-01-01,78613,All Residential,-1,296675.0,319900.0,140.9903008,140.1139421,278,376.0,207.0,25.0,0.986634255,0.201438849,2018
14105,2018-04-01,78613,All Residential,-1,316000.0,330000.0,144.2277691,142.3200859,433,549.0,277.0,16.5,0.99341281,0.279445727,2018
14687,2018-07-01,78613,All Residential,-1,325000.0,310000.0,142.232376,143.9238708,365,410.0,280.0,25.0,0.989218545,0.161643836,2018
15249,2018-10-01,78613,All Residential,-1,305000.0,310000.0,141.9949174,146.7505241,331,239.0,171.0,39.0,0.982173154,0.178247734,2018
15824,2019-01-01,78613,All Residential,-1,325000.0,337450.0,145.6283511,148.3111962,284,362.0,126.0,26.5,0.988323819,0.225352113,2019
16421,2019-04-01,78613,All Residential,-1,330000.0,333500.0,149.3072983,151.7221249,449,477.0,163.0,8.0,0.994558181,0.329621381,2019
17030,2019-07-01,78613,All Residential,-1,327495.0,325000.0,149.8746429,151.155898,410,393.0,149.0,13.0,0.994575404,0.287804878,2019
17617,2019-10-01,78613,All Residential,-1,324950.0,325000.0,149.9967634,155.1662971,306,209.0,63.0,20.5,0.987858674,0.218954248,2019
18196,2020-01-01,78613,All Residential,-1,346000.0,349995.0,157.3820738,158.2237813,250,318.0,98.0,7.0,0.999662051,0.384,2020
18785,2020-04-01,78613,All Residential,-1,345000.0,350000.0,163.0650693,163.0450021,312,420.0,121.0,6.0,1.002357276,0.394230769,2020
19388,2020-07-01,78613,All Residential,-1,359900.0,365000.0,161.3885505,161.3450823,405,340.0,129.0,10.0,1.004131986,0.419753086,2020
19988,2020-10-01,78613,All Residential,-1,367125.0,359000.0,167.9213038,171.1678832,322,215.0,38.0,32.0,1.022090314,0.614906832,2020
20587,2021-01-01,78613,All Residential,-1,450000.0,430000.0,210.7513745,195.145169,231,349.0,106.0,23.0,1.14123915,0.83982684,2021
21193,2021-04-01,78613,All Residential,-1,530000.0,484999.5,235.640648,213.8164348,451,524.0,175.0,21.0,1.137003013,0.875831486,2021
21824,2021-07-01,78613,All Residential,-1,507900.0,496950.0,235.3422169,236.9436546,434,456.0,154.0,33.0,1.066008461,0.751152074,2021
22461,2021-10-01,78613,All Residential,-1,523000.0,499000.0,245.9940653,244.8812449,335,255.0,73.0,34.0,1.030720829,0.605970149,2021
3,2012-01-01,78613,Condo/Co-op,3,148864.0,176990.0,96.7110415,99.0187044,3,6.0,7.0,81.0,0.9523244,0.0,2012
556,2012-04-01,78613,Condo/Co-op,3,157750.0,176462.0,94.97882638,100.3167899,5,11.0,8.0,87.0,0.975248444,0.0,2012
1127,2012-07-01,78613,Condo/Co-op,3,185000.0,187500.0,89.0467128,92.07161125,7,7.0,7.0,34.0,0.966726418,0.142857143,2012
1696,2012-10-01,78613,Condo/Co-op,3,150500.0,180000.0,86.50937689,106.2020803,7,6.0,4.0,56.0,0.934124589,0.0,2012
2246,2013-01-01,78613,Condo/Co-op,3,165000.0,168950.0,104.0950745,101.9443321,3,8.0,4.0,29.0,0.962057756,0.0,2013
2804,2013-04-01,78613,Condo/Co-op,3,172000.0,215990.0,105.5352798,123.1782946,9,25.0,19.0,25.0,0.99401765,0.333333333,2013
3367,2013-07-01,78613,Condo/Co-op,3,198000.0,205000.0,116.4616789,113.4400953,14,8.0,10.0,54.0,0.976967064,0.071428571,2013
3929,2013-10-01,78613,Condo/Co-op,3,230850.0,216445.0,116.9772257,126.2555463,7,8.0,8.0,70.0,0.981491932,0.142857143,2013
4478,2014-01-01,78613,Condo/Co-op,3,205000.0,219900.0,117.0550847,116.1034847,9,13.0,8.0,29.0,0.967213245,0.222222222,2014
5059,2014-04-01,78613,Condo/Co-op,3,215000.0,222900.0,121.8733369,128.5714286,19,17.0,8.0,63.0,0.97428235,0.157894737,2014
5648,2014-07-01,78613,Condo/Co-op,3,198000.0,211500.0,118.3744635,119.6973144,14,22.0,12.0,22.0,0.985253495,0.071428571,2014
6226,2014-10-01,78613,Condo/Co-op,3,209350.0,224999.0,112.2055672,123.5875706,10,11.0,13.0,36.5,0.978851642,0.1,2014
6779,2015-01-01,78613,Condo/Co-op,3,205800.0,208950.0,118.5722928,124.7205538,9,20.0,16.0,34.5,0.97754701,0.111111111,2015
7343,2015-04-01,78613,Condo/Co-op,3,205000.0,225000.0,129.0697674,140.1875784,21,27.0,20.0,23.0,0.980593393,0.142857143,2015
7910,2015-07-01,78613,Condo/Co-op,3,232000.0,227500.0,126.0729614,136.9052249,19,18.0,19.0,67.0,0.987211511,0.157894737,2015
8472,2015-10-01,78613,Condo/Co-op,3,223000.0,239700.0,134.4366359,143.3212778,17,20.0,17.0,59.0,0.971172747,0.058823529,2015
9022,2016-01-01,78613,Condo/Co-op,3,232000.0,268150.0,123.9669421,165.6241611,17,39.0,31.0,22.0,0.986315574,0.294117647,2016
9585,2016-04-01,78613,Condo/Co-op,3,247009.0,255917.5,143.0661049,148.7691919,36,36.0,35.0,61.0,0.971347175,0.138888889,2016
10153,2016-07-01,78613,Condo/Co-op,3,242033.0,259756.5,135.6060606,148.1158333,23,30.0,35.0,37.0,0.974639767,0.0,2016
10713,2016-10-01,78613,Condo/Co-op,3,251649.0,275950.0,160.2555481,167.9253178,35,25.0,32.0,70.0,0.952230829,0.0,2016
11260,2017-01-01,78613,Condo/Co-op,3,267990.0,274764.0,152.1600413,146.8540887,25,31.0,26.0,66.0,0.979160012,0.16,2017
11826,2017-04-01,78613,Condo/Co-op,3,257500.0,235000.0,147.5839327,137.2756072,42,35.0,25.0,50.0,0.976832547,0.095238095,2017
12406,2017-07-01,78613,Condo/Co-op,3,232500.0,234950.0,138.7675507,141.2206735,27,18.0,14.0,25.0,0.983790933,0.111111111,2017
12979,2017-10-01,78613,Condo/Co-op,3,262382.0,260000.0,140.7874364,144.7961373,20,15.0,12.0,34.5,0.966681635,0.05,2017
13532,2018-01-01,78613,Condo/Co-op,3,254000.0,250000.0,136.4175563,144.5714286,17,27.0,14.0,126.0,0.986954116,0.117647059,2018
14106,2018-04-01,78613,Condo/Co-op,3,248750.0,254500.0,142.1428571,142.3200859,22,21.0,13.0,41.5,0.991115695,0.136363636,2018
14688,2018-07-01,78613,Condo/Co-op,3,228000.0,259950.0,138.5606874,152.3789794,11,20.0,20.0,17.0,0.98253565,0.0,2018
15250,2018-10-01,78613,Condo/Co-op,3,254500.0,250000.0,156.9806142,146.7505241,18,7.0,11.0,47.0,0.989272007,0.222222222,2018
15825,2019-01-01,78613,Condo/Co-op,3,279750.0,280000.0,156.0456389,150.1609442,10,15.0,5.0,42.0,0.992441257,0.2,2019
16422,2019-04-01,78613,Condo/Co-op,3,275000.0,265000.0,158.1508516,161.4936441,25,25.0,9.0,13.0,0.992418299,0.28,2019
17031,2019-07-01,78613,Condo/Co-op,3,275000.0,281000.0,163.0112626,154.4924353,21,20.0,8.0,9.0,0.992899909,0.238095238,2019
17618,2019-10-01,78613,Condo/Co-op,3,244390.0,237450.0,154.7581918,163.292846,16,8.0,3.0,21.0,0.987690961,0.1875,2019
18197,2020-01-01,78613,Condo/Co-op,3,249750.0,260000.0,155.1763484,155.4325956,14,23.0,9.0,12.0,0.983909605,0.214285714,2020
18786,2020-04-01,78613,Condo/Co-op,3,300000.0,295450.0,156.0062402,160.9663247,15,30.0,13.0,18.5,0.989192653,0.133333333,2020
19389,2020-07-01,78613,Condo/Co-op,3,270250.0,298700.0,156.9056937,157.2936274,30,18.0,7.0,27.0,0.993669617,0.133333333,2020
19989,2020-10-01,78613,Condo/Co-op,3,316250.0,299900.0,160.5928801,157.2327044,16,9.0,2.0,38.0,0.99525483,0.375,2020
20588,2021-01-01,78613,Condo/Co-op,3,312500.0,329950.0,205.8383234,183.1013084,17,20.0,4.0,32.0,1.102408913,0.764705882,2021
21194,2021-04-01,78613,Condo/Co-op,3,400500.0,350000.0,242.8275044,214.1943734,16,27.0,10.0,19.5,1.101687474,0.875,2021
21825,2021-07-01,78613,Condo/Co-op,3,400500.0,398950.0,222.7430312,253.4386535,26,30.0,16.0,32.0,1.055142944,0.807692308,2021
22462,2021-10-01,78613,Condo/Co-op,3,402000.0,400000.0,244.9888641,244.9443207,25,13.0,73.0,37.0,1.010991797,0.52,2021
1128,2012-07-01,78613,Multi-Family (2-4 Unit),4,278150.0,305000.0,68.71294466,75.3458498,1,1.0,7.0,14.0,0.993747767,0.0,2012
1697,2012-10-01,78613,Multi-Family (2-4 Unit),4,302100.0,180000.0,74.62944664,106.2020803,1,6.0,4.0,9.0,0.990491803,0.0,2012
3368,2013-07-01,78613,Multi-Family (2-4 Unit),4,205000.0,205000.0,77.41691843,113.4400953,1,8.0,10.0,78.0,0.891730828,0.0,2013
