,period_begin,zip_code,property_type,property_type_id,median_sale_price,median_list_price,median_ppsf,median_list_ppsf,homes_sold,new_listings,inventory,median_dom,avg_sale_to_list,sold_above_list,Year
13139,2017-10-01,78753,Townhouse,13,170000.0,167000.0,178.0104712,174.8691099,3,1.0,2.0,48.0,0.96039188,0.333333333,2017
13695,2018-01-01,78753,Townhouse,13,213490.0,269822.0,179.0575916,157.4737533,3,85.0,40.0,97.0,1.013539852,0.666666667,2018
14277,2018-04-01,78753,Townhouse,13,209990.0,269000.0,183.8791594,168.8344595,1,119.0,39.0,255.0,1.0,0.0,2018
15990,2019-01-01,78753,Townhouse,13,190500.0,190500.0,170.8520179,170.8520179,1,1.0,23.0,11.0,1.0,0.0,2019
16602,2019-04-01,78753,Townhouse,13,182000.0,185000.0,163.3752244,166.0682226,1,1.0,24.0,46.0,0.983783784,0.0,2019
18366,2020-01-01,78753,Townhouse,13,177000.0,310675.0,183.0403309,206.8251524,1,62.0,25.0,40.0,0.959349593,0.0,2020
19560,2020-07-01,78753,Townhouse,13,200000.0,325000.0,209.4240838,199.99,1,73.0,37.0,14.0,0.975609756,0.0,2020
20159,2020-10-01,78753,Townhouse,13,206000.0,170944.0,215.7068063,238.5967412,1,2.0,1.0,36.0,1.046280119,1.0,2020
20753,2021-01-01,78753,Townhouse,13,140000.0,207500.0,261.682243,237.5074558,1,2.0,20.0,109.0,0.965517241,0.0,2021
21374,2021-04-01,78753,Townhouse,13,290000.0,315000.0,234.1772152,316.4556962,3,3.0,1.0,7.5,1.158385093,0.666666667,2021
22009,2021-07-01,78753,Townhouse,13,307250.0,425001.0,322.9165286,279.8634812,2,93.0,48.0,25.5,0.999801587,0.5,2021
22639,2021-10-01,78753,Townhouse,13,420000.0,425000.0,207.1005917,209.566075,1,1.0,21.0,53.0,0.988235294,0.0,2021
162,2012-01-01,78754,All Residential,-1,145500.0,152525.0,72.18469685,77.92148364,32,48.0,49.0,50.5,0.97019714,0.125,2012
722,2012-04-01,78754,All Residential,-1,159800.0,160000.0,79.45516459,84.31174089,47,63.0,55.0,55.0,0.981301581,0.212765957,2012
1292,2012-07-01,78754,All Residential,-1,158000.0,160000.0,78.7037037,85.27777665,47,54.0,50.0,60.0,0.972292188,0.255319149,2012
1858,2012-10-01,78754,All Residential,-1,155000.0,157500.0,84.17151932,86.8182096,45,40.0,43.0,75.0,0.974554917,0.133333333,2012
2404,2013-01-01,78754,All Residential,-1,156950.0,174950.0,84.73756996,86.29840471,46,56.0,35.0,48.0,0.978398696,0.217391304,2013
2966,2013-04-01,78754,All Residential,-1,175000.0,180010.0,86.8759655,91.51471931,60,82.0,41.0,22.0,0.982484782,0.216666667,2013
3529,2013-07-01,78754,All Residential,-1,175000.0,172000.0,89.46772367,90.48088004,75,87.0,50.0,20.0,0.984589113,0.16,2013
4089,2013-10-01,78754,All Residential,-1,170000.0,184900.0,87.75753706,93.02325581,66,63.0,43.0,25.0,0.990828665,0.318181818,2013
4642,2014-01-01,78754,All Residential,-1,181450.0,184950.0,90.27274429,94.06995398,58,50.0,22.0,23.0,0.985217318,0.224137931,2014
5233,2014-04-01,78754,All Residential,-1,189500.0,195000.0,97.56097561,97.1168437,67,91.0,28.0,10.0,0.997607219,0.373134328,2014
5819,2014-07-01,78754,All Residential,-1,189078.0,201067.0,103.6667417,103.9608566,92,108.0,48.0,18.0,0.981028378,0.184782609,2014
6389,2014-10-01,78754,All Residential,-1,198450.0,205920.0,107.3753904,106.1456753,74,59.0,22.0,23.0,0.979959691,0.135135135,2014
6938,2015-01-01,78754,All Residential,-1,200000.0,200000.0,98.1429858,106.4973131,68,83.0,24.0,26.5,0.986913953,0.205882353,2015
7510,2015-04-01,78754,All Residential,-1,207500.0,205500.0,108.6231539,105.745227,77,86.0,28.0,6.0,1.000998935,0.428571429,2015
8075,2015-07-01,78754,All Residential,-1,200000.0,207750.0,106.5604332,105.8916186,72,74.0,35.0,11.5,1.004815629,0.402777778,2015
8635,2015-10-01,78754,All Residential,-1,201000.0,221095.0,103.8103677,119.3306617,63,58.0,31.0,24.0,0.988633947,0.253968254,2015
9177,2016-01-01,78754,All Residential,-1,215000.0,225000.0,121.5459866,118.4406158,59,90.0,49.0,18.0,0.997181614,0.305084746,2016
9754,2016-04-01,78754,All Residential,-1,230524.5,229900.0,125.9777079,120.6728425,100,117.0,46.0,12.0,0.998470177,0.36,2016
10320,2016-07-01,78754,All Residential,-1,230000.0,234945.0,118.6196981,123.7138473,99,94.0,36.0,9.0,0.992069367,0.303030303,2016
10873,2016-10-01,78754,All Residential,-1,228000.0,232000.0,123.1538828,119.3208126,73,66.0,43.0,26.5,0.986555665,0.191780822,2016
11420,2017-01-01,78754,All Residential,-1,235250.0,244999.5,118.6385358,126.7640702,70,94.0,37.0,16.0,0.988754346,0.242857143,2017
11991,2017-04-01,78754,All Residential,-1,248000.0,249949.5,124.3108797,123.8030566,98,108.0,49.0,16.0,0.994204439,0.326530612,2017
12576,2017-07-01,78754,All Residential,-1,248650.0,249900.0,125.848564,128.6403862,87,111.0,61.0,18.0,0.982233148,0.114942529,2017
13140,2017-10-01,78754,All Residential,-1,247700.0,256945.0,126.8549545,131.5422366,73,82.0,44.0,40.0,0.978797514,0.136986301,2017
13696,2018-01-01,78754,All Residential,-1,250500.0,254245.0,131.2322953,135.3644517,84,108.0,43.0,32.0,0.984059175,0.238095238,2018
14278,2018-04-01,78754,All Residential,-1,253857.5,259900.0,131.5708992,132.626165,126,138.0,53.0,17.5,0.992784562,0.333333333,2018
14849,2018-07-01,78754,All Residential,-1,255000.0,262250.0,133.1979817,131.8342152,115,131.0,79.0,15.0,0.991473386,0.286956522,2018
15414,2018-10-01,78754,All Residential,-1,261900.0,264710.0,127.6978417,137.434082,87,87.0,70.0,31.0,0.977770381,0.114942529,2018
15991,2019-01-01,78754,All Residential,-1,255000.0,269950.0,130.0705467,141.9143936,87,124.0,70.0,47.0,0.981255005,0.126436782,2019
16603,2019-04-01,78754,All Residential,-1,265000.0,265900.0,140.0263091,138.0,142,121.0,61.0,21.0,0.990757241,0.253521127,2019
17202,2019-07-01,78754,All Residential,-1,269000.0,266290.0,142.0182605,140.5662235,119,131.0,60.0,25.5,0.986467655,0.18487395,2019
17789,2019-10-01,78754,All Residential,-1,264515.0,275000.0,135.8936484,146.7835942,107,93.0,53.0,26.0,0.990212664,0.177570093,2019
18367,2020-01-01,78754,All Residential,-1,270162.5,279950.0,140.8122624,149.7654982,84,90.0,34.0,22.0,0.991082335,0.285714286,2020
18959,2020-04-01,78754,All Residential,-1,275131.5,275930.0,152.5905553,154.0041068,102,91.0,14.0,10.0,0.998031834,0.323529412,2020
19561,2020-07-01,78754,All Residential,-1,285000.0,282234.5,155.1275377,154.6939491,105,88.0,28.0,10.0,1.005391271,0.428571429,2020
20160,2020-10-01,78754,All Residential,-1,295850.0,300000.0,159.0538336,167.9496151,85,73.0,13.0,25.0,1.02422081,0.647058824,2020
20754,2021-01-01,78754,All Residential,-1,355000.0,340000.0,176.4705882,167.5080312,75,69.0,20.0,26.0,1.090877211,0.746666667,2021
21375,2021-04-01,78754,All Residential,-1,412500.0,400000.0,204.3212776,213.1112985,79,127.0,35.0,23.5,1.14043316,0.848101266,2021
22010,2021-07-01,78754,All Residential,-1,419999.0,434296.0,230.6079665,224.2582264,81,151.0,60.0,19.5,1.071040992,0.802469136,2021
22640,2021-10-01,78754,All Residential,-1,425000.0,440495.0,226.1431366,239.567719,82,106.0,36.0,35.0,1.017741584,0.512195122,2021
1293,2012-07-01,78754,Condo/Co-op,3,79749.5,85000.0,50.67534835,50.98980204,2,3.0,4.0,50.0,0.988816418,0.5,2012
1859,2012-10-01,78754,Condo/Co-op,3,66000.0,95000.0,38.59649123,67.90564689,3,1.0,2.0,27.0,0.983188363,0.333333333,2012
3530,2013-07-01,78754,Condo/Co-op,3,85000.0,112500.0,50.98980204,68.09808989,1,2.0,2.0,242.0,1.0,0.0,2013
4090,2013-10-01,78754,Condo/Co-op,3,105000.0,184900.0,64.89493201,93.02325581,1,63.0,1.0,31.0,1.0,0.0,2013
4643,2014-01-01,78754,Condo/Co-op,3,140000.0,140000.0,113.8211382,113.8211382,1,1.0,1.0,23.0,1.0,0.0,2014
5234,2014-04-01,78754,Condo/Co-op,3,113000.0,195000.0,67.14200832,97.1168437,1,91.0,28.0,274.0,0.941666667,0.0,2014
8636,2015-10-01,78754,Condo/Co-op,3,58850.0,54900.0,44.18168168,41.21621622,1,1.0,31.0,17.0,1.071948998,1.0,2015
9178,2016-01-01,78754,Condo/Co-op,3,187500.0,189000.0,116.2430254,117.1729696,1,1.0,49.0,2.0,0.992063492,0.0,2016
10874,2016-10-01,78754,Condo/Co-op,3,221500.0,232000.0,89.06312827,119.3208126,1,66.0,43.0,18.0,0.984444444,0.0,2016
14279,2018-04-01,78754,Condo/Co-op,3,207000.0,143500.0,118.5064935,97.37322816,3,2.0,53.0,7.0,1.02155241,0.333333333,2018
14850,2018-07-01,78754,Condo/Co-op,3,122000.0,266622.0,94.72049689,151.716267,1,10.0,9.0,4.0,0.939183988,0.0,2018
15415,2018-10-01,78754,Condo/Co-op,3,87500.0,264360.0,43.29539832,158.270456,1,5.0,9.0,57.0,0.875875876,0.0,2018
15992,2019-01-01,78754,Condo/Co-op,3,232222.0,269950.0,128.2045721,141.9143936,2,124.0,5.0,141.0,0.960697762,0.5,2019
16604,2019-04-01,78754,Condo/Co-op,3,271322.0,284655.0,157.0307612,159.1233259,4,3.0,8.0,89.0,1.007104677,0.5,2019
17203,2019-07-01,78754,Condo/Co-op,3,278973.0,340000.0,157.4079024,152.1933751,7,3.0,3.0,103.0,0.997177216,0.285714286,2019
17790,2019-10-01,78754,Condo/Co-op,3,335770.0,286750.0,150.3950076,168.8570598,2,3.0,4.0,35.0,0.990629313,0.0,2019
18960,2020-04-01,78754,Condo/Co-op,3,242574.5,290573.0,144.8079382,165.1490577,4,6.0,4.0,93.0,0.960967487,0.25,2020
19562,2020-07-01,78754,Condo/Co-op,3,287274.5,288081.5,169.0993608,163.3468485,8,4.0,5.0,123.5,0.997665763,0.25,2020
20161,2020-10-01,78754,Condo/Co-op,3,317654.0,304750.0,181.5711271,178.0535714,4,17.0,1.0,60.0,1.002307692,0.25,2020
20755,2021-01-01,78754,Condo/Co-op,3,297243.0,360000.0,173.8901801,294.3581357,11,1.0,1.0,38.0,1.005281472,0.363636364,2021
21376,2021-04-01,78754,Condo/Co-op,3,319911.5,400000.0,182.5965474,213.1112985,6,127.0,35.0,26.0,1.021323963,0.5,2021
22011,2021-07-01,78754,Condo/Co-op,3,313027.0,438300.0,186.8092593,245.4051339,7,13.0,8.0,18.5,0.99224465,0.571428571,2021
22641,2021-10-01,78754,Condo/Co-op,3,465838.0,389500.0,241.3668394,282.8708979,1,2.0,8.0,35.0,1.0,0.0,2021
2967,2013-04-01,78754,Multi-Family (2-4 Unit),4,175500.0,180010.0,74.56983818,91.51471931,2,82.0,41.0,13.0,0.991525424,0.0,2013
4091,2013-10-01,78754,Multi-Family (2-4 Unit),4,185000.0,193000.0,78.58963466,81.98810535,1,1.0,1.0,7.0,0.958549223,0.0,2013
11421,2017-01-01,78754,Multi-Family (2-4 Unit),4,227000.0,244999.5,124.0437158,126.7640702,1,94.0,37.0,100.0,0.908,0.0,2017
12577,2017-07-01,78754,Multi-Family (2-4 Unit),4,308000.0,310000.0,130.8411215,131.6907392,1,1.0,61.0,7.0,0.993548387,0.0,2017
13697,2018-01-01,78754,Multi-Family (2-4 Unit),4,324000.0,319000.0,137.6380629,135.5140187,1,1.0,43.0,3.0,1.015673981,1.0,2018
14851,2018-07-01,78754,Multi-Family (2-4 Unit),4,320000.0,319000.0,135.9388275,135.5140187,1,1.0,1.0,5.0,1.003134796,1.0,2018
15993,2019-01-01,78754,Multi-Family (2-4 Unit),4,215000.0,319900.0,117.4863388,174.8087432,1,1.0,1.0,190.0,0.896206753,0.0,2019
16605,2019-04-01,78754,Multi-Family (2-4 Unit),4,319900.0,284655.0,174.8087432,159.1233259,1,3.0,8.0,61.0,1.0,0.0,2019
18368,2020-01-01,78754,Multi-Family (2-4 Unit),4,419900.0,419900.0,215.9979424,215.9979424,1,1.0,34.0,6.0,1.0,0.0,2020
20756,2021-01-01,78754,Multi-Family (2-4 Unit),4,395000.0,360000.0,167.7994902,294.3581357,1,1.0,1.0,13.0,1.0,0.0,2021
163,2012-01-01,78754,Single Family Residential,6,148000.0,152525.0,72.23035627,77.92148364,31,48.0,48.0,46.0,0.969235757,0.129032258,2012
723,2012-04-01,78754,Single Family Residential,6,159800.0,161000.0,79.45516459,87.07920792,47,57.0,50.0,55.0,0.981301581,0.212765957,2012
1294,2012-07-01,78754,Single Family Residential,6,158000.0,162500.0,79.48743961,85.78856153,45,51.0,46.0,60.0,0.971557778,0.244444444,2012
1860,2012-10-01,78754,Single Family Residential,6,157500.0,159000.0,84.81153032,87.01787394,42,39.0,41.0,78.0,0.973938242,0.119047619,2012
2405,2013-01-01,78754,Single Family Residential,6,156950.0,174900.0,84.73756996,87.38880295,46,54.0,33.0,48.0,0.978398696,0.217391304,2013
2968,2013-04-01,78754,Single Family Residential,6,174950.0,180030.0,87.16102955,91.56024431,58,81.0,40.0,22.0,0.982173036,0.224137931,2013
3531,2013-07-01,78754,Single Family Residential,6,175000.0,172000.0,89.57312806,90.54360136,73,85.0,48.0,18.0,0.984777664,0.164383562,2013
4092,2013-10-01,78754,Single Family Residential,6,170000.0,184900.0,88.45114015,93.72402328,64,61.0,41.0,25.0,0.991189729,0.328125,2013
4644,2014-01-01,78754,Single Family Residential,6,181900.0,185000.0,90.00494805,94.06995398,57,48.0,21.0,23.0,0.984957972,0.228070175,2014
5235,2014-04-01,78754,Single Family Residential,6,190250.0,195000.0,97.60952762,97.1168437,64,91.0,28.0,9.5,0.999448182,0.390625,2014
5820,2014-07-01,78754,Single Family Residential,6,189156.0,202395.0,103.6880223,104.5751634,91,105.0,46.0,18.0,0.980819898,0.186813187,2014
6390,2014-10-01,78754,Single Family Residential,6,198450.0,206460.0,107.3753904,106.7743302,74,58.0,20.0,23.0,0.979959691,0.135135135,2014
6939,2015-01-01,78754,Single Family Residential,6,200000.0,200000.0,99.03381643,106.4973131,67,83.0,24.0,25.0,0.987454772,0.208955224,2015
7511,2015-04-01,78754,Single Family Residential,6,207700.0,206500.0,108.8383259,106.4375962,76,84.0,27.0,6.0,1.002098511,0.434210526,2015
8076,2015-07-01,78754,Single Family Residential,6,200000.0,208000.0,106.741573,106.4356436,71,73.0,34.0,11.0,1.003895068,0.394366197,2015
8637,2015-10-01,78754,Single Family Residential,6,202000.0,223190.0,104.2861363,120.1923077,62,57.0,31.0,25.0,0.987290156,0.241935484,2015
9179,2016-01-01,78754,Single Family Residential,6,215100.0,225000.0,122.1493864,119.1860465,57,89.0,49.0,18.0,0.997748681,0.315789474,2016
9755,2016-04-01,78754,Single Family Residential,6,231049.0,229900.0,126.0631835,120.8279632,99,115.0,45.0,12.0,0.998086496,0.353535354,2016
10321,2016-07-01,78754,Single Family Residential,6,230000.0,234990.0,118.6196981,123.7494045,99,93.0,36.0,9.0,0.992069367,0.303030303,2016
10875,2016-10-01,78754,Single Family Residential,6,228250.0,232000.0,123.4921863,119.3208126,72,64.0,42.0,27.0,0.986584988,0.194444444,2016
11422,2017-01-01,78754,Single Family Residential,6,235750.0,245000.0,118.6385358,127.2753318,68,92.0,37.0,16.0,0.989880532,0.25,2017
11992,2017-04-01,78754,Single Family Residential,6,248000.0,249949.5,124.4606855,123.8030566,97,108.0,49.0,16.0,0.994826627,0.329896907,2017
12578,2017-07-01,78754,Single Family Residential,6,246475.0,249900.0,125.2498634,128.2855647,86,110.0,61.0,19.0,0.982101575,0.11627907,2017
13141,2017-10-01,78754,Single Family Residential,6,247700.0,256945.0,126.8549545,131.5422366,73,82.0,44.0,40.0,0.978797514,0.136986301,2017
13698,2018-01-01,78754,Single Family Residential,6,250000.0,254245.0,131.016178,135.4769392,83,106.0,43.0,32.0,0.983678273,0.228915663,2018
14280,2018-04-01,78754,Single Family Residential,6,254499.5,260495.0,133.2246811,132.9928208,122,134.0,52.0,17.5,0.992837685,0.336065574,2018
14852,2018-07-01,78754,Single Family Residential,6,255000.0,260495.0,133.1979817,129.6560193,113,120.0,69.0,15.0,0.991832926,0.283185841,2018
15416,2018-10-01,78754,Single Family Residential,6,262000.0,264844.0,131.4368092,135.7121297,85,78.0,58.0,31.0,0.979003211,0.117647059,2018
15994,2019-01-01,78754,Single Family Residential,6,255000.0,269950.0,132.3003576,141.9143936,83,120.0,61.0,45.0,0.985001037,0.120481928,2019
16606,2019-04-01,78754,Single Family Residential,6,265000.0,265000.0,139.6303901,135.7715517,135,117.0,52.0,21.0,0.990047671,0.244444444,2019
17204,2019-07-01,78754,Single Family Residential,6,267500.0,265000.0,139.2815954,139.1983122,109,125.0,54.0,20.0,0.985859623,0.174311927,2019
17791,2019-10-01,78754,Single Family Residential,6,264265.0,274261.0,135.4773644,142.9275505,105,87.0,45.0,26.0,0.990204728,0.180952381,2019
18369,2020-01-01,78754,Single Family Residential,6,269650.0,279900.0,138.9655172,149.3011436,79,85.0,28.0,21.5,0.99032043,0.278481013,2020
18961,2020-04-01,78754,Single Family Residential,6,275131.5,275263.0,152.6802667,153.4296029,98,81.0,9.0,10.0,0.999544664,0.326530612,2020
19563,2020-07-01,78754,Single Family Residential,6,285000.0,283800.0,153.7083306,153.1782066,90,79.0,22.0,7.5,1.003874656,0.433333333,2020
20162,2020-10-01,78754,Single Family Residential,6,296425.0,299900.0,155.1231401,157.9161895,78,55.0,12.0,22.0,1.026513772,0.679487179,2020
20757,2021-01-01,78754,Single Family Residential,6,367463.0,340000.0,179.7540398,167.5080312,62,67.0,19.0,16.5,1.108992171,0.822580645,2021
21377,2021-04-01,78754,Single Family Residential,6,420000.0,404969.0,211.0462506,215.8844765,71,125.0,34.0,23.5,1.153337927,0.887323944,2021
22012,2021-07-01,78754,Single Family Residential,6,425000.0,430495.0,235.6220657,221.0136172,73,138.0,52.0,20.0,1.077328376,0.821917808,2021
22642,2021-10-01,78754,Single Family Residential,6,425000.0,440495.0,225.8611266,239.567719,81,104.0,28.0,35.0,1.017960616,0.518518519,2021
164,2012-01-01,78754,Townhouse,13,105000.0,152525.0,68.31489915,77.92148364,1,48.0,48.0,67.0,1.0,0.0,2012
3532,2013-07-01,78754,Townhouse,13,105000.0,172000.0,58.72483221,90.54360136,1,85.0,48.0,36.0,0.955414013,0.0,2013
5236,2014-04-01,78754,Townhouse,13,101500.0,195000.0,62.94095435,97.1168437,2,91.0,28.0,40.5,0.966666667,0.0,2014
5821,2014-07-01,78754,Townhouse,13,75000.0,95000.0,56.30630631,63.19276315,1,2.0,1.0,20.0,1.0,0.0,2014
6940,2015-01-01,78754,Townhouse,13,133000.0,200000.0,53.39221196,106.4973131,1,83.0,24.0,106.0,0.950679056,0.0,2015
7512,2015-04-01,78754,Townhouse,13,110000.0,88450.0,89.72267537,65.53633618,1,2.0,1.0,4.0,0.917431193,0.0,2015
8077,2015-07-01,78754,Townhouse,13,61000.0,129900.0,35.61004086,79.15904936,1,1.0,1.0,68.0,1.070175439,1.0,2015
9180,2016-01-01,78754,Townhouse,13,126000.0,225000.0,76.78244973,119.1860465,1,89.0,49.0,118.0,0.969976905,0.0,2016
9756,2016-04-01,78754,Townhouse,13,145000.0,134950.0,100.2073255,98.8072345,1,2.0,1.0,3.0,1.03645461,1.0,2016
11423,2017-01-01,78754,Townhouse,13,139000.0,139450.0,81.14419148,72.19223323,1,2.0,37.0,8.0,0.992928066,0.0,2017
11993,2017-04-01,78754,Townhouse,13,168000.0,249949.5,83.12716477,123.8030566,1,108.0,49.0,9.0,0.93385214,0.0,2017
14281,2018-04-01,78754,Townhouse,13,99000.0,110000.0,74.32432432,82.58258258,1,1.0,52.0,19.0,0.9,0.0,2018
15417,2018-10-01,78754,Townhouse,13,194000.0,209450.0,113.2516054,121.4935351,1,4.0,3.0,26.0,0.974874372,0.0,2018
15995,2019-01-01,78754,Townhouse,13,95500.0,139900.0,56.74390969,101.3513514,1,3.0,3.0,86.0,0.796497081,0.0,2019
16607,2019-04-01,78754,Townhouse,13,138000.0,189500.0,95.81695823,142.2672673,2,1.0,1.0,8.0,1.001336934,0.5,2019
17205,2019-07-01,78754,Townhouse,13,205000.0,270301.0,144.8948949,159.0476467,3,3.0,3.0,128.0,0.983570528,0.333333333,2019
18370,2020-01-01,78754,Townhouse,13,271798.0,279900.0,162.0173827,149.3011436,4,85.0,28.0,90.5,1.003900542,0.5,2020
19564,2020-07-01,78754,Townhouse,13,240000.0,220000.0,163.2639198,160.9274554,7,5.0,1.0,77.0,1.033719759,0.571428571,2020
20163,2020-10-01,78754,Townhouse,13,290232.0,299900.0,161.9598214,157.9161895,3,55.0,12.0,104.0,0.993821285,0.333333333,2020
20758,2021-01-01,78754,Townhouse,13,277772.0,185000.0,173.4990631,138.8888889,1,1.0,19.0,47.0,1.000180036,1.0,2021
21378,2021-04-01,78754,Townhouse,13,257500.0,287499.5,167.731507,185.3893897,2,2.0,1.0,36.5,1.039641529,0.5,2021
22013,2021-07-01,78754,Townhouse,13,320000.0,430495.0,221.9140083,221.0136172,1,138.0,52.0,18.0,1.163636364,1.0,2021
165,2012-01-01,78756,All Residential,-1,369500.0,350000.0,213.5049146,239.7948718,36,55.0,39.0,53.5,0.969660813,0.083333333,2012
724,2012-04-01,78756,All Residential,-1,325000.0,347450.0,234.375,229.8983379,59,70.0,30.0,22.0,0.982923276,0.186440678,2012
1295,2012-07-01,78756,All Residential,-1,352636.0,400000.0,236.0922659,238.2290935,49,43.0,37.0,23.5,0.977963242,0.163265306,2012
1861,2012-10-01,78756,All Residential,-1,249500.0,409500.0,219.2982456,237.4130854,17,26.0,26.0,76.5,0.963506582,0.058823529,2012
2406,2013-01-01,78756,All Residential,-1,416000.0,350000.0,237.2898469,241.4021164,42,49.0,25.0,52.0,0.979944798,0.166666667,2013
2969,2013-04-01,78756,All Residential,-1,360000.0,361950.0,239.2604676,243.7529532,51,68.0,26.0,10.0,0.993016992,0.352941176,2013
3533,2013-07-01,78756,All Residential,-1,308250.0,399900.0,244.5784438,251.8411145,56,60.0,31.0,19.0,0.981458273,0.196428571,2013
4093,2013-10-01,78756,All Residential,-1,337000.0,359900.0,239.6755162,252.3719165,31,31.0,15.0,15.0,0.990686403,0.161290323,2013
4645,2014-01-01,78756,All Residential,-1,463000.0,432450.0,256.9659443,266.0625931,27,28.0,13.0,39.5,0.996221345,0.333333333,2014
5237,2014-04-01,78756,All Residential,-1,368500.0,449950.0,265.1103954,271.433582,38,66.0,23.0,9.0,0.993294181,0.289473684,2014
5822,2014-07-01,78756,All Residential,-1,402500.0,392000.0,270.7522033,268.8100995,44,44.0,21.0,10.5,0.999743926,0.295454545,2014
6391,2014-10-01,78756,All Residential,-1,424660.0,449900.0,258.3347796,275.7352941,28,27.0,20.0,24.0,0.988366077,0.178571429,2014
6941,2015-01-01,78756,All Residential,-1,382500.0,379750.0,287.495428,271.3994565,34,47.0,22.0,20.5,0.988871761,0.323529412,2015
7513,2015-04-01,78756,All Residential,-1,385000.0,450000.0,264.8148148,309.0452539,37,55.0,31.0,10.0,0.989833186,0.189189189,2015
8078,2015-07-01,78756,All Residential,-1,475000.0,392450.0,309.4983991,303.8742786,41,40.0,19.0,12.0,0.991091787,0.243902439,2015
8638,2015-10-01,78756,All Residential,-1,450000.0,542450.0,280.451448,306.3650459,31,36.0,24.0,19.0,0.983195243,0.193548387,2015
9181,2016-01-01,78756,All Residential,-1,475000.0,542995.0,304.7868362,301.2089249,27,44.0,32.0,33.0,0.978381672,0.259259259,2016
9757,2016-04-01,78756,All Residential,-1,476520.0,479999.0,306.3861203,327.0099368,49,71.0,38.0,14.0,0.996941585,0.367346939,2016
10322,2016-07-01,78756,All Residential,-1,462000.0,499990.0,306.2913907,286.9897959,53,37.0,26.0,26.5,0.983508356,0.20754717,2016
10876,2016-10-01,78756,All Residential,-1,465500.0,499495.0,299.0728704,275.8087243,26,24.0,19.0,26.0,0.987292476,0.384615385,2016
11424,2017-01-01,78756,All Residential,-1,370000.0,522450.0,291.704649,320.8928807,21,54.0,34.0,32.0,0.97870111,0.333333333,2017
11994,2017-04-01,78756,All Residential,-1,527000.0,525000.0,329.4810544,332.1509009,59,61.0,35.0,19.0,0.985932388,0.186440678,2017
12579,2017-07-01,78756,All Residential,-1,505000.0,499000.0,315.827555,310.2019679,43,47.0,25.0,29.0,0.979948127,0.162790698,2017
13142,2017-10-01,78756,All Residential,-1,577500.0,555500.0,333.7486863,340.2672278,26,18.0,18.0,56.5,0.974136874,0.038461538,2017
13699,2018-01-01,78756,All Residential,-1,541250.0,530000.0,314.8069965,340.8171264,28,44.0,21.0,23.0,0.974927637,0.107142857,2018
14282,2018-04-01,78756,All Residential,-1,435500.0,490000.0,326.8845897,331.4355429,45,49.0,29.0,16.0,0.979388934,0.177777778,2018
14853,2018-07-01,78756,All Residential,-1,475000.0,549878.0,326.5555104,360.0,31,49.0,40.0,21.0,0.981036341,0.193548387,2018
15418,2018-10-01,78756,All Residential,-1,510000.0,499000.0,351.9814903,350.8018504,32,35.0,25.0,33.0,0.979974447,0.1875,2018
15996,2019-01-01,78756,All Residential,-1,545000.0,527500.0,310.7963055,368.0035828,27,48.0,35.0,20.0,0.972811206,0.185185185,2019
16608,2019-04-01,78756,All Residential,-1,545000.0,595000.0,357.8947368,342.0310296,57,65.0,33.0,20.0,0.983020208,0.263157895,2019
17206,2019-07-01,78756,All Residential,-1,489500.0,477000.0,351.4301551,351.3488903,48,36.0,21.0,37.5,0.984324555,0.208333333,2019
17792,2019-10-01,78756,All Residential,-1,525000.0,522450.0,348.4565014,370.7443772,31,24.0,12.0,15.0,0.97754244,0.161290323,2019
18371,2020-01-01,78756,All Residential,-1,579000.0,572500.0,350.9433962,394.4526667,23,36.0,19.0,14.0,0.998003507,0.434782609,2020
18962,2020-04-01,78756,All Residential,-1,545000.0,599990.0,358.5705633,379.544496,27,41.0,20.0,28.5,0.975191727,0.111111111,2020
19565,2020-07-01,78756,All Residential,-1,550000.0,635000.0,381.5261044,403.2258065,49,53.0,25.0,8.0,0.993869822,0.306122449,2020
20164,2020-10-01,78756,All Residential,-1,627500.0,599500.0,396.4505701,378.7879515,50,42.0,20.0,39.0,0.997780916,0.26,2020
20759,2021-01-01,78756,All Residential,-1,690500.0,699000.0,393.1113658,485.1214979,32,36.0,17.0,57.5,1.033020137,0.53125,2021
21379,2021-04-01,78756,All Residential,-1,770000.0,775000.0,474.8376623,458.7657018,33,39.0,18.0,27.0,1.04348021,0.606060606,2021
22014,2021-07-01,78756,All Residential,-1,725000.0,659250.0,486.1821904,464.5044308,49,52.0,23.0,27.5,1.063592809,0.673469388,2021
22643,2021-10-01,78756,All Residential,-1,675000.0,837500.0,494.5482866,510.1471581,29,26.0,13.0,36.0,1.037997115,0.517241379,2021
166,2012-01-01,78756,Condo/Co-op,3,315000.0,166000.0,177.8656126,187.032419,11,11.0,10.0,238.0,0.976346954,0.0,2012
725,2012-04-01,78756,Condo/Co-op,3,150000.0,279900.0,164.4705882,198.9836251,11,21.0,11.0,68.0,0.977170442,0.0,2012
1296,2012-07-01,78756,Condo/Co-op,3,226000.0,147800.0,172.8813559,195.0704679,13,8.0,9.0,20.0,0.982193194,0.153846154,2012
1862,2012-10-01,78756,Condo/Co-op,3,155000.0,357495.0,177.1428571,223.2365473,3,6.0,7.0,19.0,0.962649402,0.0,2012
2407,2013-01-01,78756,Condo/Co-op,3,355000.0,155500.0,206.2588905,209.0497866,11,18.0,12.0,45.0,0.980763803,0.181818182,2013
