,period_begin,zip_code,property_type,property_type_id,median_sale_price,median_list_price,median_ppsf,median_list_ppsf,homes_sold,new_listings,inventory,median_dom,avg_sale_to_list,sold_above_list,Year,school_rating,30FixedMortgage_3MoMedian,DGL,QQQ,SPY,Inflation_Rate,median_income,Unemployment,mobility_abroad,mobility_withincounty,mobility_withinstate,mobility_withUS
364,2018-01-01,78617,Single Family Residential,6,189125.0,208000.0,108.23795890000001,111.62444109999998,20,37.0,30.0,11.5,0.9906240190000001,0.4,2018,100.0,4.33,42.009998,165.699997,273.109985,2.2,54940.0,6.1%,0.1%,10.0%,4.9%,2.0%
365,2018-04-01,78617,Single Family Residential,6,208210.0,225000.0,113.1626091,125.9863281,27,53.0,36.0,23.0,0.9827049529999999,0.333333333,2018,100.0,4.57,41.164999,168.36499799999999,270.97000099999997,2.8,54940.0,6.1%,0.1%,10.0%,4.9%,2.0%
366,2018-07-01,78617,Single Family Residential,6,214900.0,212140.0,122.25705330000001,132.0754717,41,43.0,31.0,25.5,0.993581045,0.243902439,2018,100.0,4.55,37.950001,181.059998,285.070007,2.7,54940.0,6.1%,0.1%,10.0%,4.9%,2.0%
367,2018-10-01,78617,Single Family Residential,6,197000.0,209999.0,122.5749692,132.17522659999997,38,39.0,30.0,30.5,0.984000113,0.184210526,2018,100.0,4.83,38.490002,167.5,271.890015,2.2,54940.0,6.1%,0.1%,10.0%,4.9%,2.0%
368,2019-01-01,78617,Single Family Residential,6,210000.0,210000.0,116.06833490000001,125.37313429999999,31,37.0,22.0,18.0,0.982786321,0.161290323,2019,100.0,4.37,40.130001,171.169998,274.459991,1.6,62179.0,5.9%,0.1%,9.5%,5.6%,2.3%
369,2019-04-01,78617,Single Family Residential,6,213000.0,234900.0,122.71869099999999,122.02760079999999,45,49.0,30.0,18.0,0.9885142659999999,0.311111111,2019,100.0,4.07,39.580002,184.929993,288.570007,1.8,62179.0,5.9%,0.1%,9.5%,5.6%,2.3%
370,2019-07-01,78617,Single Family Residential,6,222000.0,233005.0,135.9833935,135.46608840000002,37,54.0,41.0,30.0,0.990399165,0.324324324,2019,100.0,3.62,45.674999,190.324997,297.18000750000004,1.7,62179.0,5.9%,0.1%,9.5%,5.6%,2.3%
371,2019-10-01,78617,Single Family Residential,6,234896.0,220000.0,131.5559494,126.10340479999999,39,25.0,25.0,67.0,0.97573563,0.179487179,2019,100.0,3.7,44.9700015,201.484993,309.324997,2.1,62179.0,5.9%,0.1%,9.5%,5.6%,2.3%
372,2020-01-01,78617,Single Family Residential,6,217500.0,244590.0,134.8933759,145.3125,26,43.0,36.0,21.0,0.9925110309999999,0.192307692,2020,100.0,3.47,46.754999,218.16000350000002,323.57000750000003,2.3,64117.0,5.5%,0.2%,10.3%,4.0%,2.6%
373,2020-04-01,78617,Single Family Residential,6,226900.0,244481.0,133.6358974,139.35955790000003,33,36.0,27.0,21.0,0.9948229890000001,0.303030303,2020,100.0,3.23,50.98,226.860001,292.5,0.3,64117.0,5.5%,0.2%,10.3%,4.0%,2.6%
374,2020-07-01,78617,Single Family Residential,6,247000.0,244900.0,149.14493180000002,155.55637439999998,46,51.0,19.0,26.0,1.00080261,0.304347826,2020,100.0,2.94,56.8149985,270.4150085,332.5849915,1.3,64117.0,5.5%,0.2%,10.3%,4.0%,2.6%
375,2020-10-01,78617,Single Family Residential,6,257500.0,266900.0,157.6952868,148.6895161,36,27.0,9.0,34.0,1.000540888,0.444444444,2020,100.0,2.77,54.8950005,292.324997,356.475006,1.2,64117.0,5.5%,0.2%,10.3%,4.0%,2.6%
376,2021-01-01,78617,Single Family Residential,6,290000.0,275000.0,155.9741024,161.5384615,31,33.0,14.0,34.0,1.0499615009999999,0.580645161,2021,100.0,2.81,52.09,318.609985,387.029999,1.7,,,,,,
377,2021-04-01,78617,Single Family Residential,6,319000.0,299950.0,186.2807102,182.7147625,36,42.0,18.0,20.0,1.079937077,0.805555556,2021,100.0,2.98,51.5,336.51001,417.609985,5.0,,,,,,
378,2021-07-01,78617,Single Family Residential,6,325000.0,340000.0,196.37462240000002,189.94934569999998,33,63.0,29.0,24.5,1.059882488,0.696969697,2021,100.0,2.87,51.665001,367.4349975,441.27499400000005,5.4,,,,,,
379,2021-10-01,78617,Single Family Residential,6,346500.0,337000.0,195.21801580000002,231.52262290000002,40,30.0,15.0,31.0,1.0407315940000001,0.575,2021,100.0,3.07,51.2650015,389.71000699999996,463.2099915,6.8,,,,,,
380,2020-10-01,78617,Townhouse,13,226290.0,247590.0,160.6914955,178.9110957,2,4.0,9.0,13.0,0.974639672,0.0,2020,100.0,2.77,54.8950005,292.324997,356.475006,1.2,64117.0,5.5%,0.2%,10.3%,4.0%,2.6%
381,2021-01-01,78617,Townhouse,13,248545.0,257590.0,167.5858613,185.0502874,2,1.0,14.0,7.0,0.977949884,0.0,2021,100.0,2.81,52.09,318.609985,387.029999,1.7,,,,,,
382,2021-10-01,78617,Townhouse,13,246590.0,373291.0,156.2674271,220.75162630000003,1,4.0,15.0,43.0,1.0,0.0,2021,100.0,3.07,51.2650015,389.71000699999996,463.2099915,6.8,,,,,,
383,2012-01-01,78641,All Residential,-1,145000.0,165000.0,80.80710589,88.58200632,188,307.0,282.0,79.0,0.970248655,0.186170213,2012,100.0,3.92,58.67,63.2649995,135.360001,2.9,64442.0,7.0%,0.5%,10.5%,5.4%,2.4%
384,2012-01-01,78641,All Residential,-1,145000.0,165000.0,80.80710589,88.58200632,188,307.0,282.0,79.0,0.970248655,0.186170213,2012,100.0,3.92,58.67,63.2649995,135.360001,2.9,64442.0,7.0%,0.5%,10.5%,5.4%,2.4%
385,2012-04-01,78641,All Residential,-1,158000.0,165000.0,87.04365959999998,87.31237826,290,386.0,323.0,41.0,0.9811662390000001,0.20689655199999998,2012,100.0,3.8,55.970001,64.160004,135.479996,1.7,64442.0,7.0%,0.5%,10.5%,5.4%,2.4%
386,2012-04-01,78641,All Residential,-1,158000.0,165000.0,87.04365959999998,87.31237826,290,386.0,323.0,41.0,0.9811662390000001,0.20689655199999998,2012,100.0,3.8,55.970001,64.160004,135.479996,1.7,64442.0,7.0%,0.5%,10.5%,5.4%,2.4%
387,2012-07-01,78641,All Residential,-1,150500.0,165000.0,84.21750663,89.2901808,277,322.0,346.0,36.5,0.972991403,0.19133574,2012,100.0,3.55,55.82,67.220001,140.78999299999995,1.7,64442.0,7.0%,0.5%,10.5%,5.4%,2.4%
388,2012-07-01,78641,All Residential,-1,150500.0,165000.0,84.21750663,89.2901808,277,322.0,346.0,36.5,0.972991403,0.19133574,2012,100.0,3.55,55.82,67.220001,140.78999299999995,1.7,64442.0,7.0%,0.5%,10.5%,5.4%,2.4%
389,2012-10-01,78641,All Residential,-1,155000.0,173250.0,85.14303113,95.5301068,226,216.0,255.0,57.0,0.9735916659999999,0.132743363,2012,100.0,3.35,59.0100005,65.36999850000001,142.1349945,1.8,64442.0,7.0%,0.5%,10.5%,5.4%,2.4%
390,2012-10-01,78641,All Residential,-1,155000.0,173250.0,85.14303113,95.5301068,226,216.0,255.0,57.0,0.9735916659999999,0.132743363,2012,100.0,3.35,59.0100005,65.36999850000001,142.1349945,1.8,64442.0,7.0%,0.5%,10.5%,5.4%,2.4%
391,2013-01-01,78641,All Residential,-1,165000.0,174785.5,91.79224673,93.47553325,264,314.0,208.0,51.5,0.9814657370000001,0.18939393899999998,2013,100.0,3.53,56.030001,67.34,151.4749985,1.6,71885.0,7.3%,0.4%,8.2%,5.8%,2.4%
392,2013-01-01,78641,All Residential,-1,165000.0,174785.5,91.79224673,93.47553325,264,314.0,208.0,51.5,0.9814657370000001,0.18939393899999998,2013,100.0,3.53,56.030001,67.34,151.4749985,1.6,71885.0,7.3%,0.4%,8.2%,5.8%,2.4%
393,2013-04-01,78641,All Residential,-1,175000.0,185000.0,92.91412482,96.70691607,347,470.0,266.0,20.0,0.9909875779999999,0.273775216,2013,100.0,3.54,47.49,71.9500005,161.31999950000002,1.4,71885.0,7.3%,0.4%,8.2%,5.8%,2.4%
394,2013-04-01,78641,All Residential,-1,175000.0,185000.0,92.91412482,96.70691607,347,470.0,266.0,20.0,0.9909875779999999,0.273775216,2013,100.0,3.54,47.49,71.9500005,161.31999950000002,1.4,71885.0,7.3%,0.4%,8.2%,5.8%,2.4%
395,2013-07-01,78641,All Residential,-1,174000.0,189900.0,96.20253165,98.90120907,383,420.0,316.0,23.0,0.9877445770000001,0.242819843,2013,100.0,4.46,44.77,76.0600015,168.589996,1.5,71885.0,7.3%,0.4%,8.2%,5.8%,2.4%
396,2013-07-01,78641,All Residential,-1,174000.0,189900.0,96.20253165,98.90120907,383,420.0,316.0,23.0,0.9877445770000001,0.242819843,2013,100.0,4.46,44.77,76.0600015,168.589996,1.5,71885.0,7.3%,0.4%,8.2%,5.8%,2.4%
397,2013-10-01,78641,All Residential,-1,179900.0,219000.0,99.44410129999999,107.2303922,293,269.0,237.0,33.0,0.9803503659999999,0.208191126,2013,100.0,4.26,42.8450015,83.0399975,178.120003,1.2,71885.0,7.3%,0.4%,8.2%,5.8%,2.4%
398,2013-10-01,78641,All Residential,-1,179900.0,219000.0,99.44410129999999,107.2303922,293,269.0,237.0,33.0,0.9803503659999999,0.208191126,2013,100.0,4.26,42.8450015,83.0399975,178.120003,1.2,71885.0,7.3%,0.4%,8.2%,5.8%,2.4%
399,2014-01-01,78641,All Residential,-1,201500.0,204990.0,102.1571343,106.09276729999999,286,387.0,245.0,39.0,0.984588185,0.244755245,2014,100.0,4.34,43.330002,88.510002,184.179993,1.5,73535.0,7.2%,0.6%,8.7%,6.0%,2.5%
400,2014-01-01,78641,All Residential,-1,201500.0,204990.0,102.1571343,106.09276729999999,286,387.0,245.0,39.0,0.984588185,0.244755245,2014,100.0,4.34,43.330002,88.510002,184.179993,1.5,73535.0,7.2%,0.6%,8.7%,6.0%,2.5%
401,2014-04-01,78641,All Residential,-1,195000.0,224977.0,104.67144259999999,108.1388731,406,521.0,285.0,15.0,0.988204683,0.31773399,2014,100.0,4.19,43.299999,88.32,188.880005,2.1,73535.0,7.2%,0.6%,8.7%,6.0%,2.5%
402,2014-04-01,78641,All Residential,-1,195000.0,224977.0,104.67144259999999,108.1388731,406,521.0,285.0,15.0,0.988204683,0.31773399,2014,100.0,4.19,43.299999,88.32,188.880005,2.1,73535.0,7.2%,0.6%,8.7%,6.0%,2.5%
403,2014-07-01,78641,All Residential,-1,202500.0,219990.0,106.7460317,109.9572389,407,423.0,317.0,21.0,0.986657385,0.233415233,2014,100.0,4.13,43.08,97.3150025,197.8499985,1.7,73535.0,7.2%,0.6%,8.7%,6.0%,2.5%
404,2014-07-01,78641,All Residential,-1,202500.0,219990.0,106.7460317,109.9572389,407,423.0,317.0,21.0,0.986657385,0.233415233,2014,100.0,4.13,43.08,97.3150025,197.8499985,1.7,73535.0,7.2%,0.6%,8.7%,6.0%,2.5%
405,2014-10-01,78641,All Residential,-1,211000.0,245000.0,106.35427140000002,111.8122913,282,302.0,298.0,39.0,0.9810144279999999,0.18085106399999998,2014,100.0,4.0,39.7000005,102.11999899999999,203.25,1.3,73535.0,7.2%,0.6%,8.7%,6.0%,2.5%
406,2014-10-01,78641,All Residential,-1,211000.0,245000.0,106.35427140000002,111.8122913,282,302.0,298.0,39.0,0.9810144279999999,0.18085106399999998,2014,100.0,4.0,39.7000005,102.11999899999999,203.25,1.3,73535.0,7.2%,0.6%,8.7%,6.0%,2.5%
407,2015-01-01,78641,All Residential,-1,220422.5,248225.0,110.5172337,116.25332150000001,306,407.0,315.0,36.0,0.980079881,0.18954248399999998,2015,100.0,3.71,39.939999,105.339996,206.100006,-0.1,77052.0,5.6%,0.4%,7.9%,6.2%,2.7%
408,2015-01-01,78641,All Residential,-1,220422.5,248225.0,110.5172337,116.25332150000001,306,407.0,315.0,36.0,0.980079881,0.18954248399999998,2015,100.0,3.71,39.939999,105.339996,206.100006,-0.1,77052.0,5.6%,0.4%,7.9%,6.2%,2.7%
409,2015-04-01,78641,All Residential,-1,227000.0,252835.0,113.37209299999999,116.60777390000001,407,593.0,407.0,18.0,0.9895191720000001,0.267813268,2015,100.0,3.84,39.279999,109.059998,210.5,0.0,77052.0,5.6%,0.4%,7.9%,6.2%,2.7%
410,2015-04-01,78641,All Residential,-1,227000.0,252835.0,113.37209299999999,116.60777390000001,407,593.0,407.0,18.0,0.9895191720000001,0.267813268,2015,100.0,3.84,39.279999,109.059998,210.5,0.0,77052.0,5.6%,0.4%,7.9%,6.2%,2.7%
411,2015-07-01,78641,All Residential,-1,231900.0,241990.0,114.4483665,114.8619027,469,437.0,367.0,33.0,0.9840691340000001,0.189765458,2015,100.0,3.91,36.875,107.67499950000001,206.754997,0.2,77052.0,5.6%,0.4%,7.9%,6.2%,2.7%
412,2015-07-01,78641,All Residential,-1,231900.0,241990.0,114.4483665,114.8619027,469,437.0,367.0,33.0,0.9840691340000001,0.189765458,2015,100.0,3.91,36.875,107.67499950000001,206.754997,0.2,77052.0,5.6%,0.4%,7.9%,6.2%,2.7%
413,2015-10-01,78641,All Residential,-1,247250.0,264100.0,116.5972278,122.221627,396,314.0,287.0,51.0,0.981288763,0.179292929,2015,100.0,3.94,35.4750005,112.695,205.774994,0.5,77052.0,5.6%,0.4%,7.9%,6.2%,2.7%
414,2015-10-01,78641,All Residential,-1,247250.0,264100.0,116.5972278,122.221627,396,314.0,287.0,51.0,0.981288763,0.179292929,2015,100.0,3.94,35.4750005,112.695,205.774994,0.5,77052.0,5.6%,0.4%,7.9%,6.2%,2.7%
415,2016-01-01,78641,All Residential,-1,243559.0,279900.0,118.9610108,125.30353840000001,287,510.0,378.0,30.0,0.980689618,0.24041811800000001,2016,100.0,3.69,39.799999,104.07,193.660004,1.0,83526.0,5.3%,0.4%,7.0%,7.6%,2.7%
416,2016-01-01,78641,All Residential,-1,243559.0,279900.0,118.9610108,125.30353840000001,287,510.0,378.0,30.0,0.980689618,0.24041811800000001,2016,100.0,3.69,39.799999,104.07,193.660004,1.0,83526.0,5.3%,0.4%,7.0%,7.6%,2.7%
417,2016-04-01,78641,All Residential,-1,257678.0,269990.0,121.29380049999999,124.7964,543,645.0,419.0,21.0,0.990552102,0.28176795600000004,2016,100.0,3.6,41.075001,108.24499899999999,207.86000049999998,1.0,83526.0,5.3%,0.4%,7.0%,7.6%,2.7%
418,2016-04-01,78641,All Residential,-1,257678.0,269990.0,121.29380049999999,124.7964,543,645.0,419.0,21.0,0.990552102,0.28176795600000004,2016,100.0,3.6,41.075001,108.24499899999999,207.86000049999998,1.0,83526.0,5.3%,0.4%,7.0%,7.6%,2.7%
419,2016-07-01,78641,All Residential,-1,260500.0,275000.0,125.18927920000002,130.0652469,490,514.0,448.0,22.0,0.9892627540000001,0.22244898,2016,100.0,3.44,43.360001,116.63500249999998,216.6449965,1.1,83526.0,5.3%,0.4%,7.0%,7.6%,2.7%
420,2016-07-01,78641,All Residential,-1,260500.0,275000.0,125.18927920000002,130.0652469,490,514.0,448.0,22.0,0.9892627540000001,0.22244898,2016,100.0,3.44,43.360001,116.63500249999998,216.6449965,1.1,83526.0,5.3%,0.4%,7.0%,7.6%,2.7%
421,2016-10-01,78641,All Residential,-1,268500.0,285000.0,128.1742007,130.5959183,361,295.0,343.0,47.5,0.9816599890000001,0.16343490300000002,2016,100.0,3.77,39.439999,118.360001,217.869995,1.7,83526.0,5.3%,0.4%,7.0%,7.6%,2.7%
422,2016-10-01,78641,All Residential,-1,268500.0,285000.0,128.1742007,130.5959183,361,295.0,343.0,47.5,0.9816599890000001,0.16343490300000002,2016,100.0,3.77,39.439999,118.360001,217.869995,1.7,83526.0,5.3%,0.4%,7.0%,7.6%,2.7%
423,2017-01-01,78641,All Residential,-1,267970.0,293910.0,127.551934,131.6254759,352,570.0,456.0,52.0,0.98337902,0.19602272699999998,2017,100.0,4.17,39.3299995,129.26999650000002,233.71499649999998,2.5,88562.0,4.1%,0.4%,7.0%,7.3%,2.2%
424,2017-01-01,78641,All Residential,-1,267970.0,293910.0,127.551934,131.6254759,352,570.0,456.0,52.0,0.98337902,0.19602272699999998,2017,100.0,4.17,39.3299995,129.26999650000002,233.71499649999998,2.5,88562.0,4.1%,0.4%,7.0%,7.3%,2.2%
425,2017-04-01,78641,All Residential,-1,267000.0,288990.0,130.3980878,132.06808840000002,490,657.0,541.0,25.0,0.9880724009999999,0.24693877600000003,2017,100.0,4.01,40.240002,138.149994,239.699997,1.9,88562.0,4.1%,0.4%,7.0%,7.3%,2.2%
426,2017-04-01,78641,All Residential,-1,267000.0,288990.0,130.3980878,132.06808840000002,490,657.0,541.0,25.0,0.9880724009999999,0.24693877600000003,2017,100.0,4.01,40.240002,138.149994,239.699997,1.9,88562.0,4.1%,0.4%,7.0%,7.3%,2.2%
427,2017-07-01,78641,All Residential,-1,270000.0,264995.0,131.2292264,133.7064455,461,549.0,550.0,33.0,0.983341824,0.15184381800000002,2017,100.0,3.88,40.869999,143.96000700000005,246.899994,1.9,88562.0,4.1%,0.4%,7.0%,7.3%,2.2%
428,2017-07-01,78641,All Residential,-1,270000.0,264995.0,131.2292264,133.7064455,461,549.0,550.0,33.0,0.983341824,0.15184381800000002,2017,100.0,3.88,40.869999,143.96000700000005,246.899994,1.9,88562.0,4.1%,0.4%,7.0%,7.3%,2.2%
429,2017-10-01,78641,All Residential,-1,285000.0,284995.0,130.78393880000002,137.9584075,467,412.0,460.0,67.0,0.980707352,0.117773019,2017,100.0,3.92,40.650002,153.690002,258.450012,2.1,88562.0,4.1%,0.4%,7.0%,7.3%,2.2%
430,2017-10-01,78641,All Residential,-1,285000.0,284995.0,130.78393880000002,137.9584075,467,412.0,460.0,67.0,0.980707352,0.117773019,2017,100.0,3.92,40.650002,153.690002,258.450012,2.1,88562.0,4.1%,0.4%,7.0%,7.3%,2.2%
431,2018-01-01,78641,All Residential,-1,268990.0,315000.0,132.0467242,141.1277798,435,500.0,432.0,53.5,0.98674327,0.188505747,2018,100.0,4.33,42.009998,165.699997,273.109985,2.2,94685.0,3.9%,0.3%,7.4%,5.5%,1.8%
432,2018-01-01,78641,All Residential,-1,268990.0,315000.0,132.0467242,141.1277798,435,500.0,432.0,53.5,0.98674327,0.188505747,2018,100.0,4.33,42.009998,165.699997,273.109985,2.2,94685.0,3.9%,0.3%,7.4%,5.5%,1.8%
433,2018-04-01,78641,All Residential,-1,290000.0,294500.0,137.95217659999997,138.988278,535,659.0,504.0,34.0,0.9869454590000001,0.20934579399999997,2018,100.0,4.57,41.164999,168.36499799999999,270.97000099999997,2.8,94685.0,3.9%,0.3%,7.4%,5.5%,1.8%
434,2018-04-01,78641,All Residential,-1,290000.0,294500.0,137.95217659999997,138.988278,535,659.0,504.0,34.0,0.9869454590000001,0.20934579399999997,2018,100.0,4.57,41.164999,168.36499799999999,270.97000099999997,2.8,94685.0,3.9%,0.3%,7.4%,5.5%,1.8%
435,2018-07-01,78641,All Residential,-1,299000.0,290000.0,137.80359030000002,138.962766,493,513.0,510.0,45.0,0.9847311120000001,0.154158215,2018,100.0,4.55,37.950001,181.059998,285.070007,2.7,94685.0,3.9%,0.3%,7.4%,5.5%,1.8%
436,2018-07-01,78641,All Residential,-1,299000.0,290000.0,137.80359030000002,138.962766,493,513.0,510.0,45.0,0.9847311120000001,0.154158215,2018,100.0,4.55,37.950001,181.059998,285.070007,2.7,94685.0,3.9%,0.3%,7.4%,5.5%,1.8%
437,2018-10-01,78641,All Residential,-1,293000.0,297762.5,136.5719523,142.8776018,395,370.0,432.0,66.0,0.981015014,0.134177215,2018,100.0,4.83,38.490002,167.5,271.890015,2.2,94685.0,3.9%,0.3%,7.4%,5.5%,1.8%
438,2018-10-01,78641,All Residential,-1,293000.0,297762.5,136.5719523,142.8776018,395,370.0,432.0,66.0,0.981015014,0.134177215,2018,100.0,4.83,38.490002,167.5,271.890015,2.2,94685.0,3.9%,0.3%,7.4%,5.5%,1.8%
439,2019-01-01,78641,All Residential,-1,285000.0,299900.0,138.2835862,145.530303,398,569.0,454.0,71.0,0.98282483,0.16080402,2019,100.0,4.37,40.130001,171.169998,274.459991,1.6,100562.0,4.2%,0.3%,8.9%,5.1%,2.2%
440,2019-01-01,78641,All Residential,-1,285000.0,299900.0,138.2835862,145.530303,398,569.0,454.0,71.0,0.98282483,0.16080402,2019,100.0,4.37,40.130001,171.169998,274.459991,1.6,100562.0,4.2%,0.3%,8.9%,5.1%,2.2%
441,2019-04-01,78641,All Residential,-1,303316.0,298714.5,141.0419314,143.58126950000002,595,736.0,555.0,36.0,0.986107524,0.194957983,2019,100.0,4.07,39.580002,184.929993,288.570007,1.8,100562.0,4.2%,0.3%,8.9%,5.1%,2.2%
442,2019-04-01,78641,All Residential,-1,303316.0,298714.5,141.0419314,143.58126950000002,595,736.0,555.0,36.0,0.986107524,0.194957983,2019,100.0,4.07,39.580002,184.929993,288.570007,1.8,100562.0,4.2%,0.3%,8.9%,5.1%,2.2%
443,2019-07-01,78641,All Residential,-1,293712.5,295920.5,142.79075980000002,147.1666138,588,650.0,576.0,46.0,0.9873186490000001,0.141156463,2019,100.0,3.62,45.674999,190.324997,297.18000750000004,1.7,100562.0,4.2%,0.3%,8.9%,5.1%,2.2%
444,2019-07-01,78641,All Residential,-1,293712.5,295920.5,142.79075980000002,147.1666138,588,650.0,576.0,46.0,0.9873186490000001,0.141156463,2019,100.0,3.62,45.674999,190.324997,297.18000750000004,1.7,100562.0,4.2%,0.3%,8.9%,5.1%,2.2%
445,2019-10-01,78641,All Residential,-1,291000.0,299000.0,144.54809709999998,149.5512341,547,432.0,398.0,60.0,0.9836215640000001,0.157221207,2019,100.0,3.7,44.9700015,201.484993,309.324997,2.1,100562.0,4.2%,0.3%,8.9%,5.1%,2.2%
446,2019-10-01,78641,All Residential,-1,291000.0,299000.0,144.54809709999998,149.5512341,547,432.0,398.0,60.0,0.9836215640000001,0.157221207,2019,100.0,3.7,44.9700015,201.484993,309.324997,2.1,100562.0,4.2%,0.3%,8.9%,5.1%,2.2%
447,2020-01-01,78641,All Residential,-1,292857.5,310000.0,149.2351821,151.6629469,532,632.0,384.0,61.0,0.98866152,0.191729323,2020,100.0,3.47,46.754999,218.16000350000002,323.57000750000003,2.3,105096.0,4.7%,0.5%,10.6%,6.0%,2.4%
448,2020-01-01,78641,All Residential,-1,292857.5,310000.0,149.2351821,151.6629469,532,632.0,384.0,61.0,0.98866152,0.191729323,2020,100.0,3.47,46.754999,218.16000350000002,323.57000750000003,2.3,105096.0,4.7%,0.5%,10.6%,6.0%,2.4%
449,2020-04-01,78641,All Residential,-1,312500.0,322060.0,149.2926986,151.2064699,622,690.0,340.0,25.0,0.9922219290000001,0.233118971,2020,100.0,3.23,50.98,226.860001,292.5,0.3,105096.0,4.7%,0.5%,10.6%,6.0%,2.4%
450,2020-04-01,78641,All Residential,-1,312500.0,322060.0,149.2926986,151.2064699,622,690.0,340.0,25.0,0.9922219290000001,0.233118971,2020,100.0,3.23,50.98,226.860001,292.5,0.3,105096.0,4.7%,0.5%,10.6%,6.0%,2.4%
451,2020-07-01,78641,All Residential,-1,320000.0,350000.0,151.2596234,156.87049419999997,759,616.0,277.0,27.0,0.993443816,0.258234519,2020,100.0,2.94,56.8149985,270.4150085,332.5849915,1.3,105096.0,4.7%,0.5%,10.6%,6.0%,2.4%
452,2020-07-01,78641,All Residential,-1,320000.0,350000.0,151.2596234,156.87049419999997,759,616.0,277.0,27.0,0.993443816,0.258234519,2020,100.0,2.94,56.8149985,270.4150085,332.5849915,1.3,105096.0,4.7%,0.5%,10.6%,6.0%,2.4%
453,2020-10-01,78641,All Residential,-1,354990.0,336868.0,160.62895930000002,166.0301587,639,475.0,137.0,35.0,1.005486852,0.402190923,2020,100.0,2.77,54.8950005,292.324997,356.475006,1.2,105096.0,4.7%,0.5%,10.6%,6.0%,2.4%
454,2020-10-01,78641,All Residential,-1,354990.0,336868.0,160.62895930000002,166.0301587,639,475.0,137.0,35.0,1.005486852,0.402190923,2020,100.0,2.77,54.8950005,292.324997,356.475006,1.2,105096.0,4.7%,0.5%,10.6%,6.0%,2.4%
455,2021-01-01,78641,All Residential,-1,405000.0,425000.0,188.856465,188.4422111,405,519.0,203.0,21.0,1.085027862,0.649382716,2021,100.0,2.81,52.09,318.609985,387.029999,1.7,,,,,,
456,2021-04-01,78641,All Residential,-1,450000.0,440000.0,217.2732211,210.9210526,763,849.0,299.0,26.0,1.1083479109999999,0.7903014420000001,2021,100.0,2.98,51.5,336.51001,417.609985,5.0,,,,,,
457,2021-07-01,78641,All Residential,-1,463000.0,475000.0,227.6171628,231.6087891,604,800.0,361.0,32.0,1.056829884,0.670529801,2021,100.0,2.87,51.665001,367.4349975,441.27499400000005,5.4,,,,,,
458,2021-10-01,78641,All Residential,-1,472409.0,484984.5,233.57616380000002,230.89914720000002,578,486.0,171.0,33.0,1.018978461,0.505190311,2021,100.0,3.07,51.2650015,389.71000699999996,463.2099915,6.8,,,,,,
459,2012-01-01,78641,Condo/Co-op,3,33250.0,165000.0,36.94444444,88.58200632,7,307.0,3.0,307.0,0.86681498,0.0,2012,100.0,3.92,58.67,63.2649995,135.360001,2.9,64442.0,7.0%,0.5%,10.5%,5.4%,2.4%
460,2012-01-01,78641,Condo/Co-op,3,33250.0,165000.0,36.94444444,88.58200632,7,307.0,3.0,307.0,0.86681498,0.0,2012,100.0,3.92,58.67,63.2649995,135.360001,2.9,64442.0,7.0%,0.5%,10.5%,5.4%,2.4%
461,2012-04-01,78641,Condo/Co-op,3,110000.0,35000.0,79.82583454,38.88888889,1,7.0,9.0,175.0,0.9573542209999999,0.0,2012,100.0,3.8,55.970001,64.160004,135.479996,1.7,64442.0,7.0%,0.5%,10.5%,5.4%,2.4%
462,2012-04-01,78641,Condo/Co-op,3,110000.0,35000.0,79.82583454,38.88888889,1,7.0,9.0,175.0,0.9573542209999999,0.0,2012,100.0,3.8,55.970001,64.160004,135.479996,1.7,64442.0,7.0%,0.5%,10.5%,5.4%,2.4%
463,2012-07-01,78641,Condo/Co-op,3,28571.0,165000.0,31.74555556,89.2901808,7,322.0,346.0,36.0,0.816722449,0.0,2012,100.0,3.55,55.82,67.220001,140.78999299999995,1.7,64442.0,7.0%,0.5%,10.5%,5.4%,2.4%
464,2012-07-01,78641,Condo/Co-op,3,28571.0,165000.0,31.74555556,89.2901808,7,322.0,346.0,36.0,0.816722449,0.0,2012,100.0,3.55,55.82,67.220001,140.78999299999995,1.7,64442.0,7.0%,0.5%,10.5%,5.4%,2.4%
465,2012-10-01,78641,Condo/Co-op,3,34000.0,173250.0,37.77777778,95.5301068,1,216.0,255.0,457.0,0.871794872,0.0,2012,100.0,3.35,59.0100005,65.36999850000001,142.1349945,1.8,64442.0,7.0%,0.5%,10.5%,5.4%,2.4%
466,2012-10-01,78641,Condo/Co-op,3,34000.0,173250.0,37.77777778,95.5301068,1,216.0,255.0,457.0,0.871794872,0.0,2012,100.0,3.35,59.0100005,65.36999850000001,142.1349945,1.8,64442.0,7.0%,0.5%,10.5%,5.4%,2.4%
467,2013-01-01,78641,Condo/Co-op,3,31500.0,174785.5,35.07440476,93.47553325,2,314.0,208.0,652.0,0.85287635,0.0,2013,100.0,3.53,56.030001,67.34,151.4749985,1.6,71885.0,7.3%,0.4%,8.2%,5.8%,2.4%
468,2013-01-01,78641,Condo/Co-op,3,31500.0,174785.5,35.07440476,93.47553325,2,314.0,208.0,652.0,0.85287635,0.0,2013,100.0,3.53,56.030001,67.34,151.4749985,1.6,71885.0,7.3%,0.4%,8.2%,5.8%,2.4%
469,2015-01-01,78641,Condo/Co-op,3,50000.0,45900.0,55.55555556,51.0,2,10.0,3.0,55.0,0.948399856,0.0,2015,100.0,3.71,39.939999,105.339996,206.100006,-0.1,77052.0,5.6%,0.4%,7.9%,6.2%,2.7%
