,period_begin,zip_code,property_type,property_type_id,median_sale_price,median_list_price,median_ppsf,median_list_ppsf,homes_sold,new_listings,inventory,median_dom,avg_sale_to_list,sold_above_list,Year,school_rating,30FixedMortgage_3MoMedian,DGL,QQQ,SPY,Inflation_Rate,median_income,Unemployment,mobility_abroad,mobility_withincounty,mobility_withinstate,mobility_withUS
0,2012-01-01,78610,All Residential,-1,172810.0,179995.0,87.31389725,92.49229188,68,115.0,129.0,91.0,0.962593735,0.102941176,2012,100.0,3.92,58.67,63.2649995,135.360001,2.9,83536.0,7.2%,0.1%,4.5%,5.9%,1.4%
1,2012-04-01,78610,All Residential,-1,177000.0,199613.0,88.08929949,94.26105112,110,174.0,163.0,61.0,0.975637555,0.109090909,2012,100.0,3.8,55.970001,64.160004,135.479996,1.7,83536.0,7.2%,0.1%,4.5%,5.9%,1.4%
2,2012-07-01,78610,All Residential,-1,184560.0,189000.0,91.56976744,96.77334367,113,159.0,154.0,63.0,0.972008599,0.07079646,2012,100.0,3.55,55.82,67.220001,140.78999299999995,1.7,83536.0,7.2%,0.1%,4.5%,5.9%,1.4%
3,2012-10-01,78610,All Residential,-1,176000.0,195000.0,91.58061217,94.8630137,118,93.0,117.0,54.0,0.975656663,0.177966102,2012,100.0,3.35,59.0100005,65.36999850000001,142.1349945,1.8,83536.0,7.2%,0.1%,4.5%,5.9%,1.4%
4,2013-01-01,78610,All Residential,-1,175568.0,199940.0,90.91108328,99.95334411,111,170.0,121.0,59.5,0.982267578,0.15315315300000001,2013,100.0,3.53,56.030001,67.34,151.4749985,1.6,79049.0,7.9%,0.2%,3.4%,8.4%,1.2%
5,2013-04-01,78610,All Residential,-1,198700.0,206240.0,99.6280247,105.61637320000001,152,191.0,125.0,38.0,0.983465843,0.17105263199999998,2013,100.0,3.54,47.49,71.9500005,161.31999950000002,1.4,79049.0,7.9%,0.2%,3.4%,8.4%,1.2%
6,2013-07-01,78610,All Residential,-1,193000.0,199990.0,100.456621,101.63147740000001,181,178.0,122.0,28.0,0.9789232959999999,0.165745856,2013,100.0,4.46,44.77,76.0600015,168.589996,1.5,79049.0,7.9%,0.2%,3.4%,8.4%,1.2%
7,2013-10-01,78610,All Residential,-1,193220.0,230000.0,99.20490283,102.685624,116,129.0,122.0,46.0,0.978083837,0.163793103,2013,100.0,4.26,42.8450015,83.0399975,178.120003,1.2,79049.0,7.9%,0.2%,3.4%,8.4%,1.2%
8,2014-01-01,78610,All Residential,-1,199500.0,230029.0,102.2727273,111.9616307,123,210.0,157.0,37.0,0.977215022,0.19512195100000002,2014,100.0,4.34,43.330002,88.510002,184.179993,1.5,74550.0,7.3%,0.1%,4.5%,9.7%,1.4%
9,2014-04-01,78610,All Residential,-1,223000.0,226500.0,107.19363899999999,109.42360430000001,214,248.0,165.0,37.0,0.986978228,0.219626168,2014,100.0,4.19,43.299999,88.32,188.880005,2.1,74550.0,7.3%,0.1%,4.5%,9.7%,1.4%
10,2014-07-01,78610,All Residential,-1,222500.0,241000.0,110.96460790000002,112.9122665,175,191.0,163.0,28.0,0.979603853,0.148571429,2014,100.0,4.13,43.08,97.3150025,197.8499985,1.7,74550.0,7.3%,0.1%,4.5%,9.7%,1.4%
11,2014-10-01,78610,All Residential,-1,231210.0,239500.0,109.2043682,117.6659327,187,160.0,146.0,56.0,0.974427927,0.144385027,2014,100.0,4.0,39.7000005,102.11999899999999,203.25,1.3,74550.0,7.3%,0.1%,4.5%,9.7%,1.4%
12,2015-01-01,78610,All Residential,-1,222250.0,245864.0,111.71017420000001,114.54468490000002,154,158.0,121.0,60.0,0.9736631459999999,0.194805195,2015,100.0,3.71,39.939999,105.339996,206.100006,-0.1,74250.0,6.3%,0.2%,4.4%,9.8%,1.6%
13,2015-04-01,78610,All Residential,-1,245700.0,248000.0,117.1486961,116.5322581,204,251.0,140.0,38.0,0.984750355,0.240196078,2015,100.0,3.84,39.279999,109.059998,210.5,0.0,74250.0,6.3%,0.2%,4.4%,9.8%,1.6%
14,2015-07-01,78610,All Residential,-1,243500.0,244900.0,116.2280702,123.4691531,217,249.0,163.0,28.0,0.984231339,0.230414747,2015,100.0,3.91,36.875,107.67499950000001,206.754997,0.2,74250.0,6.3%,0.2%,4.4%,9.8%,1.6%
15,2015-10-01,78610,All Residential,-1,229000.0,250000.0,117.52988049999999,120.88724579999999,176,135.0,124.0,39.0,0.975354631,0.119318182,2015,100.0,3.94,35.4750005,112.695,205.774994,0.5,74250.0,6.3%,0.2%,4.4%,9.8%,1.6%
16,2016-01-01,78610,All Residential,-1,242000.0,259900.0,118.5693288,120.4208531,157,211.0,140.0,52.0,0.976880451,0.146496815,2016,100.0,3.69,39.799999,104.07,193.660004,1.0,75453.0,6.0%,0.2%,3.2%,10.5%,1.8%
17,2016-04-01,78610,All Residential,-1,251000.0,250000.0,119.2603024,125.4275941,232,253.0,154.0,32.5,0.983891471,0.18534482800000002,2016,100.0,3.6,41.075001,108.24499899999999,207.86000049999998,1.0,75453.0,6.0%,0.2%,3.2%,10.5%,1.8%
18,2016-07-01,78610,All Residential,-1,245000.0,255990.0,123.5059761,126.0956175,219,247.0,170.0,27.0,0.985472281,0.191780822,2016,100.0,3.44,43.360001,116.63500249999998,216.6449965,1.1,75453.0,6.0%,0.2%,3.2%,10.5%,1.8%
19,2016-10-01,78610,All Residential,-1,244750.0,257000.0,123.63765900000001,127.3055333,190,167.0,152.0,37.0,0.983158847,0.136842105,2016,100.0,3.77,39.439999,118.360001,217.869995,1.7,75453.0,6.0%,0.2%,3.2%,10.5%,1.8%
20,2017-01-01,78610,All Residential,-1,252495.0,259387.5,126.5320003,127.20614690000001,142,216.0,158.0,58.0,0.9861765290000001,0.133802817,2017,100.0,4.17,39.3299995,129.26999650000002,233.71499649999998,2.5,76623.0,4.6%,0.2%,3.5%,12.2%,1.7%
21,2017-04-01,78610,All Residential,-1,249990.0,260760.0,128.085701,128.5766544,241,335.0,233.0,33.0,0.985299412,0.20746888,2017,100.0,4.01,40.240002,138.149994,239.699997,1.9,76623.0,4.6%,0.2%,3.5%,12.2%,1.7%
22,2017-07-01,78610,All Residential,-1,260000.0,255000.0,128.9836328,129.48186529999998,226,239.0,201.0,42.0,0.9867408409999999,0.168141593,2017,100.0,3.88,40.869999,143.96000700000005,246.899994,1.9,76623.0,4.6%,0.2%,3.5%,12.2%,1.7%
23,2017-10-01,78610,All Residential,-1,250000.0,256900.0,126.22478390000002,126.4350041,211,152.0,148.0,63.0,0.97722963,0.113744076,2017,100.0,3.92,40.650002,153.690002,258.450012,2.1,76623.0,4.6%,0.2%,3.5%,12.2%,1.7%
24,2018-01-01,78610,All Residential,-1,255000.0,274500.0,127.5717554,132.2521866,166,259.0,168.0,73.0,0.981274953,0.108433735,2018,100.0,4.33,42.009998,165.699997,273.109985,2.2,79318.0,3.5%,0.1%,3.5%,9.1%,1.9%
25,2018-04-01,78610,All Residential,-1,259225.0,265157.5,130.55757069999999,129.0006284,246,320.0,195.0,29.0,0.987515405,0.166666667,2018,100.0,4.57,41.164999,168.36499799999999,270.97000099999997,2.8,79318.0,3.5%,0.1%,3.5%,9.1%,1.9%
26,2018-07-01,78610,All Residential,-1,260000.0,276450.0,132.2739298,134.80320700000001,266,306.0,216.0,34.0,0.987421419,0.184210526,2018,100.0,4.55,37.950001,181.059998,285.070007,2.7,79318.0,3.5%,0.1%,3.5%,9.1%,1.9%
27,2018-10-01,78610,All Residential,-1,263847.0,274023.0,132.0072333,133.345481,221,162.0,159.0,47.5,0.984936433,0.10407239800000001,2018,100.0,4.83,38.490002,167.5,271.890015,2.2,79318.0,3.5%,0.1%,3.5%,9.1%,1.9%
28,2019-01-01,78610,All Residential,-1,279990.0,268950.0,134.13315749999998,134.6521298,191,268.0,156.0,48.0,0.986532282,0.204188482,2019,100.0,4.37,40.130001,171.169998,274.459991,1.6,80256.0,3.0%,0.1%,3.0%,8.8%,1.5%
29,2019-04-01,78610,All Residential,-1,268000.0,275000.0,135.3013477,138.2339344,280,333.0,201.0,27.0,0.988865705,0.175,2019,100.0,4.07,39.580002,184.929993,288.570007,1.8,80256.0,3.0%,0.1%,3.0%,8.8%,1.5%
30,2019-07-01,78610,All Residential,-1,269000.0,262565.0,134.80320700000001,137.84461149999998,259,269.0,183.0,35.0,0.990546677,0.19691119699999998,2019,100.0,3.62,45.674999,190.324997,297.18000750000004,1.7,80256.0,3.0%,0.1%,3.0%,8.8%,1.5%
31,2019-10-01,78610,All Residential,-1,257292.5,271475.0,138.2154741,143.8939378,210,142.0,119.0,40.0,0.988877418,0.19047619,2019,100.0,3.7,44.9700015,201.484993,309.324997,2.1,80256.0,3.0%,0.1%,3.0%,8.8%,1.5%
32,2020-01-01,78610,All Residential,-1,268600.0,282000.0,138.5542169,142.1335896,191,245.0,129.0,46.0,0.992145508,0.23560209399999998,2020,100.0,3.47,46.754999,218.16000350000002,323.57000750000003,2.3,84114.0,3.9%,0.0%,3.6%,8.8%,1.6%
33,2020-04-01,78610,All Residential,-1,278105.0,298881.5,143.9794314,146.3265241,256,274.0,108.0,24.0,0.991192348,0.24609375,2020,100.0,3.23,50.98,226.860001,292.5,0.3,84114.0,3.9%,0.0%,3.6%,8.8%,1.6%
34,2020-07-01,78610,All Residential,-1,307500.0,292000.0,147.1844075,149.91346299999998,276,240.0,97.0,23.5,0.99562499,0.304347826,2020,100.0,2.94,56.8149985,270.4150085,332.5849915,1.3,84114.0,3.9%,0.0%,3.6%,8.8%,1.6%
35,2020-10-01,78610,All Residential,-1,290000.0,299500.0,148.5841034,153.2415805,256,224.0,48.0,33.0,1.0059521340000002,0.43359375,2020,100.0,2.77,54.8950005,292.324997,356.475006,1.2,84114.0,3.9%,0.0%,3.6%,8.8%,1.6%
36,2021-01-01,78610,All Residential,-1,333141.0,325000.0,171.5197447,168.87417219999998,213,217.0,46.0,20.5,1.056500035,0.6478873239999999,2021,100.0,2.81,52.09,318.609985,387.029999,1.7,,,,,,
37,2021-04-01,78610,All Residential,-1,395752.0,375990.0,199.0106545,187.27915190000002,259,287.0,74.0,17.0,1.096067369,0.803088803,2021,100.0,2.98,51.5,336.51001,417.609985,5.0,,,,,,
38,2021-07-01,78610,All Residential,-1,420000.0,410000.0,210.46852119999997,213.5201153,251,324.0,118.0,29.0,1.060019414,0.725099602,2021,100.0,2.87,51.665001,367.4349975,441.27499400000005,5.4,,,,,,
39,2021-10-01,78610,All Residential,-1,402500.0,430000.0,218.1848946,216.2212247,214,230.0,94.0,28.0,1.025800139,0.48598130799999995,2021,100.0,3.07,51.2650015,389.71000699999996,463.2099915,6.8,,,,,,
40,2017-07-01,78610,Condo/Co-op,3,197500.0,255000.0,106.1827957,129.48186529999998,1,239.0,201.0,42.0,0.745283019,0.0,2017,100.0,3.88,40.869999,143.96000700000005,246.899994,1.9,76623.0,4.6%,0.2%,3.5%,12.2%,1.7%
41,2020-07-01,78610,Condo/Co-op,3,232770.0,249990.0,112.9896422,120.9934087,11,11.0,11.0,118.0,0.98863617,0.090909091,2020,100.0,2.94,56.8149985,270.4150085,332.5849915,1.3,84114.0,3.9%,0.0%,3.6%,8.8%,1.6%
42,2020-10-01,78610,Condo/Co-op,3,238947.5,253490.0,117.76671040000001,127.87652179999999,18,12.0,3.0,98.5,0.99958375,0.27777777800000003,2020,100.0,2.77,54.8950005,292.324997,356.475006,1.2,84114.0,3.9%,0.0%,3.6%,8.8%,1.6%
43,2021-01-01,78610,Condo/Co-op,3,256220.0,325000.0,127.04084109999998,168.87417219999998,16,217.0,46.0,28.0,1.0032455340000002,0.625,2021,100.0,2.81,52.09,318.609985,387.029999,1.7,,,,,,
44,2012-10-01,78610,Multi-Family (2-4 Unit),4,186000.0,228000.0,99.35897436,71.00313273,1,2.0,1.0,54.0,1.0,0.0,2012,100.0,3.35,59.0100005,65.36999850000001,142.1349945,1.8,83536.0,7.2%,0.1%,4.5%,5.9%,1.4%
45,2013-10-01,78610,Multi-Family (2-4 Unit),4,260000.0,230000.0,41.06776181,102.685624,1,129.0,122.0,327.0,0.962962963,0.0,2013,100.0,4.26,42.8450015,83.0399975,178.120003,1.2,79049.0,7.9%,0.2%,3.4%,8.4%,1.2%
46,2018-04-01,78610,Multi-Family (2-4 Unit),4,361945.0,364900.0,131.9041545,132.9810496,14,12.0,2.0,16.0,1.000512607,0.14285714300000002,2018,100.0,4.57,41.164999,168.36499799999999,270.97000099999997,2.8,79318.0,3.5%,0.1%,3.5%,9.1%,1.9%
47,2018-07-01,78610,Multi-Family (2-4 Unit),4,364900.0,369900.0,132.9810496,134.80320700000001,21,49.0,11.0,23.0,1.001304989,0.095238095,2018,100.0,4.55,37.950001,181.059998,285.070007,2.7,79318.0,3.5%,0.1%,3.5%,9.1%,1.9%
48,2018-10-01,78610,Multi-Family (2-4 Unit),4,369900.0,365900.0,134.80320700000001,134.6392128,26,12.0,13.0,13.5,1.0012562870000001,0.153846154,2018,100.0,4.83,38.490002,167.5,271.890015,2.2,79318.0,3.5%,0.1%,3.5%,9.1%,1.9%
49,2019-01-01,78610,Multi-Family (2-4 Unit),4,372900.0,373900.0,135.8965015,146.0546875,29,19.0,11.0,40.0,1.002714707,0.379310345,2019,100.0,4.37,40.130001,171.169998,274.459991,1.6,80256.0,3.0%,0.1%,3.0%,8.8%,1.5%
50,2019-04-01,78610,Multi-Family (2-4 Unit),4,373900.0,375900.0,141.2352519,156.10465119999998,24,10.0,1.0,54.0,1.000313108,0.125,2019,100.0,4.07,39.580002,184.929993,288.570007,1.8,80256.0,3.0%,0.1%,3.0%,8.8%,1.5%
51,2019-07-01,78610,Multi-Family (2-4 Unit),4,375900.0,262565.0,146.8359375,137.84461149999998,16,269.0,183.0,7.5,1.0033843679999999,0.375,2019,100.0,3.62,45.674999,190.324997,297.18000750000004,1.7,80256.0,3.0%,0.1%,3.0%,8.8%,1.5%
52,2020-04-01,78610,Multi-Family (2-4 Unit),4,392400.0,400000.0,142.79475980000004,145.5604076,1,2.0,108.0,4.0,0.981,0.0,2020,100.0,3.23,50.98,226.860001,292.5,0.3,84114.0,3.9%,0.0%,3.6%,8.8%,1.6%
53,2020-07-01,78610,Multi-Family (2-4 Unit),4,419000.0,249990.0,152.4745269,120.9934087,1,11.0,11.0,6.0,1.0475,1.0,2020,100.0,2.94,56.8149985,270.4150085,332.5849915,1.3,84114.0,3.9%,0.0%,3.6%,8.8%,1.6%
54,2021-01-01,78610,Multi-Family (2-4 Unit),4,458000.0,440000.0,166.66666669999998,160.1164483,1,1.0,46.0,26.0,1.0409090909999998,1.0,2021,100.0,2.81,52.09,318.609985,387.029999,1.7,,,,,,
55,2021-04-01,78610,Multi-Family (2-4 Unit),4,545500.0,495000.0,198.6538845,180.1310044,4,5.0,74.0,5.0,1.084857634,1.0,2021,100.0,2.98,51.5,336.51001,417.609985,5.0,,,,,,
56,2021-07-01,78610,Multi-Family (2-4 Unit),4,645000.0,575000.0,196.9808253,209.2430859,2,3.0,2.0,18.0,1.051003344,1.0,2021,100.0,2.87,51.665001,367.4349975,441.27499400000005,5.4,,,,,,
57,2021-10-01,78610,Multi-Family (2-4 Unit),4,566500.0,430000.0,206.14992719999998,216.2212247,2,230.0,94.0,64.5,0.9973913040000001,0.0,2021,100.0,3.07,51.2650015,389.71000699999996,463.2099915,6.8,,,,,,
58,2012-01-01,78610,Single Family Residential,6,172810.0,180795.5,87.31389725,92.39742799,68,114.0,128.0,91.0,0.962593735,0.102941176,2012,100.0,3.92,58.67,63.2649995,135.360001,2.9,83536.0,7.2%,0.1%,4.5%,5.9%,1.4%
59,2012-04-01,78610,Single Family Residential,6,177000.0,199613.0,88.08929949,94.26105112,110,174.0,162.0,61.0,0.975637555,0.109090909,2012,100.0,3.8,55.970001,64.160004,135.479996,1.7,83536.0,7.2%,0.1%,4.5%,5.9%,1.4%
60,2012-07-01,78610,Single Family Residential,6,184897.5,189000.0,91.11797998,96.77334367,112,159.0,154.0,62.0,0.9719700029999999,0.071428571,2012,100.0,3.55,55.82,67.220001,140.78999299999995,1.7,83536.0,7.2%,0.1%,4.5%,5.9%,1.4%
61,2012-10-01,78610,Single Family Residential,6,175000.0,195000.0,91.37132123,94.8630137,117,91.0,116.0,54.0,0.975448601,0.179487179,2012,100.0,3.35,59.0100005,65.36999850000001,142.1349945,1.8,83536.0,7.2%,0.1%,4.5%,5.9%,1.4%
62,2013-01-01,78610,Single Family Residential,6,175568.0,199980.0,90.91108328,99.69325153,111,169.0,119.0,59.5,0.982267578,0.15315315300000001,2013,100.0,3.53,56.030001,67.34,151.4749985,1.6,79049.0,7.9%,0.2%,3.4%,8.4%,1.2%
63,2013-04-01,78610,Single Family Residential,6,198700.0,206240.0,99.6280247,105.61637320000001,152,191.0,124.0,38.0,0.983465843,0.17105263199999998,2013,100.0,3.54,47.49,71.9500005,161.31999950000002,1.4,79049.0,7.9%,0.2%,3.4%,8.4%,1.2%
64,2013-07-01,78610,Single Family Residential,6,193000.0,199990.0,100.456621,101.63147740000001,181,178.0,121.0,28.0,0.9789232959999999,0.165745856,2013,100.0,4.46,44.77,76.0600015,168.589996,1.5,79049.0,7.9%,0.2%,3.4%,8.4%,1.2%
65,2013-10-01,78610,Single Family Residential,6,193220.0,230000.0,99.20490283,102.685624,114,129.0,122.0,46.0,0.9780242290000001,0.166666667,2013,100.0,4.26,42.8450015,83.0399975,178.120003,1.2,79049.0,7.9%,0.2%,3.4%,8.4%,1.2%
66,2014-01-01,78610,Single Family Residential,6,199500.0,230029.0,102.2727273,111.9616307,123,210.0,157.0,37.0,0.977215022,0.19512195100000002,2014,100.0,4.34,43.330002,88.510002,184.179993,1.5,74550.0,7.3%,0.1%,4.5%,9.7%,1.4%
67,2014-04-01,78610,Single Family Residential,6,223000.0,226500.0,107.19363899999999,109.42360430000001,214,248.0,165.0,37.0,0.986978228,0.219626168,2014,100.0,4.19,43.299999,88.32,188.880005,2.1,74550.0,7.3%,0.1%,4.5%,9.7%,1.4%
68,2014-07-01,78610,Single Family Residential,6,222500.0,241000.0,110.96460790000002,112.9122665,175,191.0,163.0,28.0,0.979603853,0.148571429,2014,100.0,4.13,43.08,97.3150025,197.8499985,1.7,74550.0,7.3%,0.1%,4.5%,9.7%,1.4%
69,2014-10-01,78610,Single Family Residential,6,231210.0,239500.0,109.2043682,117.6659327,187,160.0,146.0,56.0,0.974427927,0.144385027,2014,100.0,4.0,39.7000005,102.11999899999999,203.25,1.3,74550.0,7.3%,0.1%,4.5%,9.7%,1.4%
70,2015-01-01,78610,Single Family Residential,6,222250.0,245864.0,111.71017420000001,114.54468490000002,154,158.0,121.0,60.0,0.9736631459999999,0.194805195,2015,100.0,3.71,39.939999,105.339996,206.100006,-0.1,74250.0,6.3%,0.2%,4.4%,9.8%,1.6%
71,2015-04-01,78610,Single Family Residential,6,245700.0,248000.0,117.1486961,116.5322581,204,251.0,140.0,38.0,0.984750355,0.240196078,2015,100.0,3.84,39.279999,109.059998,210.5,0.0,74250.0,6.3%,0.2%,4.4%,9.8%,1.6%
72,2015-07-01,78610,Single Family Residential,6,243500.0,244900.0,116.2280702,123.4691531,217,249.0,163.0,28.0,0.984231339,0.230414747,2015,100.0,3.91,36.875,107.67499950000001,206.754997,0.2,74250.0,6.3%,0.2%,4.4%,9.8%,1.6%
73,2015-10-01,78610,Single Family Residential,6,229000.0,250000.0,117.52988049999999,120.88724579999999,176,135.0,124.0,39.0,0.975354631,0.119318182,2015,100.0,3.94,35.4750005,112.695,205.774994,0.5,74250.0,6.3%,0.2%,4.4%,9.8%,1.6%
74,2016-01-01,78610,Single Family Residential,6,242000.0,259900.0,118.5693288,120.4208531,157,211.0,140.0,52.0,0.976880451,0.146496815,2016,100.0,3.69,39.799999,104.07,193.660004,1.0,75453.0,6.0%,0.2%,3.2%,10.5%,1.8%
75,2016-04-01,78610,Single Family Residential,6,251000.0,250000.0,119.2603024,125.4275941,232,253.0,154.0,32.5,0.983891471,0.18534482800000002,2016,100.0,3.6,41.075001,108.24499899999999,207.86000049999998,1.0,75453.0,6.0%,0.2%,3.2%,10.5%,1.8%
76,2016-07-01,78610,Single Family Residential,6,245000.0,255990.0,123.5059761,126.0956175,219,247.0,170.0,27.0,0.985472281,0.191780822,2016,100.0,3.44,43.360001,116.63500249999998,216.6449965,1.1,75453.0,6.0%,0.2%,3.2%,10.5%,1.8%
77,2016-10-01,78610,Single Family Residential,6,244750.0,257000.0,123.63765900000001,127.3055333,190,167.0,152.0,37.0,0.983158847,0.136842105,2016,100.0,3.77,39.439999,118.360001,217.869995,1.7,75453.0,6.0%,0.2%,3.2%,10.5%,1.8%
78,2017-01-01,78610,Single Family Residential,6,252495.0,259387.5,126.5320003,127.20614690000001,142,216.0,158.0,58.0,0.9861765290000001,0.133802817,2017,100.0,4.17,39.3299995,129.26999650000002,233.71499649999998,2.5,76623.0,4.6%,0.2%,3.5%,12.2%,1.7%
79,2017-04-01,78610,Single Family Residential,6,249990.0,260530.0,128.085701,128.49162009999998,241,334.0,232.0,33.0,0.985299412,0.20746888,2017,100.0,4.01,40.240002,138.149994,239.699997,1.9,76623.0,4.6%,0.2%,3.5%,12.2%,1.7%
80,2017-07-01,78610,Single Family Residential,6,260000.0,255000.0,129.27161329999998,129.48186529999998,225,239.0,201.0,42.0,0.987813987,0.168888889,2017,100.0,3.88,40.869999,143.96000700000005,246.899994,1.9,76623.0,4.6%,0.2%,3.5%,12.2%,1.7%
81,2017-10-01,78610,Single Family Residential,6,250000.0,256900.0,126.22478390000002,126.4350041,211,152.0,148.0,63.0,0.97722963,0.113744076,2017,100.0,3.92,40.650002,153.690002,258.450012,2.1,76623.0,4.6%,0.2%,3.5%,12.2%,1.7%
82,2018-01-01,78610,Single Family Residential,6,255000.0,260654.5,127.5717554,133.0341726,166,230.0,158.0,73.0,0.981274953,0.108433735,2018,100.0,4.33,42.009998,165.699997,273.109985,2.2,79318.0,3.5%,0.1%,3.5%,9.1%,1.9%
83,2018-04-01,78610,Single Family Residential,6,256125.0,263897.5,127.02389540000001,127.44172040000001,232,308.0,193.0,29.0,0.9867310909999999,0.16810344800000002,2018,100.0,4.57,41.164999,168.36499799999999,270.97000099999997,2.8,79318.0,3.5%,0.1%,3.5%,9.1%,1.9%
84,2018-07-01,78610,Single Family Residential,6,255000.0,265000.0,130.6165099,131.20410159999997,245,257.0,205.0,35.0,0.986231399,0.191836735,2018,100.0,4.55,37.950001,181.059998,285.070007,2.7,79318.0,3.5%,0.1%,3.5%,9.1%,1.9%
85,2018-10-01,78610,Single Family Residential,6,255000.0,267392.5,127.770936,130.8760929,195,150.0,146.0,52.0,0.9827604520000001,0.097435897,2018,100.0,4.83,38.490002,167.5,271.890015,2.2,79318.0,3.5%,0.1%,3.5%,9.1%,1.9%
86,2019-01-01,78610,Single Family Residential,6,266508.0,259900.0,130.4744851,132.4192337,162,249.0,145.0,48.5,0.9836354279999999,0.172839506,2019,100.0,4.37,40.130001,171.169998,274.459991,1.6,80256.0,3.0%,0.1%,3.0%,8.8%,1.5%
87,2019-04-01,78610,Single Family Residential,6,259900.0,275000.0,132.4045321,137.4353076,256,323.0,200.0,26.0,0.987792511,0.1796875,2019,100.0,4.07,39.580002,184.929993,288.570007,1.8,80256.0,3.0%,0.1%,3.0%,8.8%,1.5%
88,2019-07-01,78610,Single Family Residential,6,265000.0,262565.0,133.7040619,137.84461149999998,243,269.0,183.0,38.0,0.989701397,0.185185185,2019,100.0,3.62,45.674999,190.324997,297.18000750000004,1.7,80256.0,3.0%,0.1%,3.0%,8.8%,1.5%
89,2019-10-01,78610,Single Family Residential,6,257292.5,271475.0,138.2154741,143.8939378,210,142.0,119.0,40.0,0.988877418,0.19047619,2019,100.0,3.7,44.9700015,201.484993,309.324997,2.1,80256.0,3.0%,0.1%,3.0%,8.8%,1.5%
90,2020-01-01,78610,Single Family Residential,6,268600.0,285000.0,138.5542169,142.8070175,191,231.0,116.0,46.0,0.992145508,0.23560209399999998,2020,100.0,3.47,46.754999,218.16000350000002,323.57000750000003,2.3,84114.0,3.9%,0.0%,3.6%,8.8%,1.6%
91,2020-04-01,78610,Single Family Residential,6,277230.0,299735.0,143.9917695,148.22716599999998,255,260.0,88.0,24.5,0.991232318,0.24705882399999998,2020,100.0,3.23,50.98,226.860001,292.5,0.3,84114.0,3.9%,0.0%,3.6%,8.8%,1.6%
92,2020-07-01,78610,Single Family Residential,6,310000.0,295500.0,148.8168408,151.38592749999998,263,229.0,85.0,22.0,0.995812279,0.311787072,2020,100.0,2.94,56.8149985,270.4150085,332.5849915,1.3,84114.0,3.9%,0.0%,3.6%,8.8%,1.6%
93,2020-10-01,78610,Single Family Residential,6,296750.0,312000.0,152.43640630000002,156.39496359999998,236,203.0,40.0,32.0,1.006391993,0.444915254,2020,100.0,2.77,54.8950005,292.324997,356.475006,1.2,84114.0,3.9%,0.0%,3.6%,8.8%,1.6%
94,2021-01-01,78610,Single Family Residential,6,350000.0,330000.0,177.0428016,169.8267712,185,206.0,46.0,19.0,1.063959698,0.6540540539999999,2021,100.0,2.81,52.09,318.609985,387.029999,1.7,,,,,,
95,2021-04-01,78610,Single Family Residential,6,400000.0,380000.0,199.73923159999998,188.9259878,248,273.0,69.0,18.0,1.09906159,0.798387097,2021,100.0,2.98,51.5,336.51001,417.609985,5.0,,,,,,
96,2021-07-01,78610,Single Family Residential,6,420000.0,409500.0,210.8739837,212.9297075,245,309.0,108.0,29.0,1.06122083,0.726530612,2021,100.0,2.87,51.665001,367.4349975,441.27499400000005,5.4,,,,,,
97,2021-10-01,78610,Single Family Residential,6,407000.0,430000.0,219.728293,215.8835471,205,224.0,91.0,27.0,1.0270869870000001,0.502439024,2021,100.0,3.07,51.2650015,389.71000699999996,463.2099915,6.8,,,,,,
98,2012-07-01,78610,Townhouse,13,165000.0,189000.0,112.55115959999999,96.77334367,1,159.0,154.0,144.0,0.976331361,0.0,2012,100.0,3.55,55.82,67.220001,140.78999299999995,1.7,83536.0,7.2%,0.1%,4.5%,5.9%,1.4%
99,2013-10-01,78610,Townhouse,13,185000.0,230000.0,112.3936817,102.685624,1,129.0,122.0,129.0,1.0,0.0,2013,100.0,4.26,42.8450015,83.0399975,178.120003,1.2,79049.0,7.9%,0.2%,3.4%,8.4%,1.2%
100,2020-07-01,78610,Townhouse,13,222740.0,295500.0,130.1051402,151.38592749999998,1,229.0,1.0,19.0,0.971370009,0.0,2020,100.0,2.94,56.8149985,270.4150085,332.5849915,1.3,84114.0,3.9%,0.0%,3.6%,8.8%,1.6%
101,2020-10-01,78610,Townhouse,13,223490.0,254990.0,129.2225801,147.1904206,2,9.0,5.0,130.5,1.011364153,0.5,2020,100.0,2.77,54.8950005,292.324997,356.475006,1.2,84114.0,3.9%,0.0%,3.6%,8.8%,1.6%
102,2021-01-01,78610,Townhouse,13,261184.0,312228.0,152.0,148.7807512,11,10.0,46.0,32.0,1.009920511,0.545454545,2021,100.0,2.81,52.09,318.609985,387.029999,1.7,,,,,,
103,2021-04-01,78610,Townhouse,13,312993.0,358990.0,146.97793430000002,176.52112680000002,7,9.0,5.0,7.5,0.996391948,0.857142857,2021,100.0,2.98,51.5,336.51001,417.609985,5.0,,,,,,
104,2021-07-01,78610,Townhouse,13,345222.0,366995.0,185.2816657,188.0637957,4,4.0,3.0,22.5,0.990940733,0.5,2021,100.0,2.87,51.665001,367.4349975,441.27499400000005,5.4,,,,,,
105,2021-10-01,78610,Townhouse,13,364990.0,355000.0,172.06103290000001,191.065662,7,1.0,91.0,105.0,0.9962306870000001,0.14285714300000002,2021,100.0,3.07,51.2650015,389.71000699999996,463.2099915,6.8,,,,,,
