Date,Close
2012-01-01,55.790001000000004
2012-01-02,55.790001000000004
2012-01-03,55.790001000000004
2012-01-04,56.060001
2012-01-05,56.43
2012-01-06,56.299999
2012-01-07,56.299999
2012-01-08,56.299999
2012-01-09,55.990002000000004
2012-01-10,56.75
2012-01-11,57.18
2012-01-12,57.360001000000004
2012-01-13,56.98
2012-01-14,56.98
2012-01-15,56.98
2012-01-16,56.98
2012-01-17,57.41
2012-01-18,57.82
2012-01-19,57.740002000000004
2012-01-20,58.02
2012-01-21,58.02
2012-01-22,58.02
2012-01-23,58.439999
2012-01-24,57.990002000000004
2012-01-25,59.610001000000004
2012-01-26,59.869999
2012-01-27,60.459998999999996
2012-01-28,60.459998999999996
2012-01-29,60.459998999999996
2012-01-30,60.16
2012-01-31,60.599998
2012-02-01,60.650002
2012-02-02,61.23
2012-02-03,60.029999
2012-02-04,60.029999
2012-02-05,60.029999
2012-02-06,59.869999
2012-02-07,60.73
2012-02-08,60.349998
2012-02-09,60.150002
2012-02-10,59.82
2012-02-11,59.82
2012-02-12,59.82
2012-02-13,59.939999
2012-02-14,59.82
2012-02-15,60.169998
2012-02-16,60.07
2012-02-17,59.849998
2012-02-18,59.849998
2012-02-19,59.849998
2012-02-20,59.849998
2012-02-21,61.200001
2012-02-22,61.849998
2012-02-23,61.91
2012-02-24,61.630001
2012-02-25,61.630001
2012-02-26,61.630001
2012-02-27,61.43
2012-02-28,62.07
2012-02-29,58.68
2012-03-01,59.599998
2012-03-02,59.459998999999996
2012-03-03,59.459998999999996
2012-03-04,59.459998999999996
2012-03-05,59.200001
2012-03-06,58.150002
2012-03-07,58.529999
2012-03-08,59.099998
2012-03-09,59.490002000000004
2012-03-10,59.490002000000004
2012-03-11,59.490002000000004
2012-03-12,58.959998999999996
2012-03-13,58.009997999999996
2012-03-14,57.009997999999996
2012-03-15,57.580002
2012-03-16,57.619999
2012-03-17,57.619999
2012-03-18,57.619999
2012-03-19,57.669998
2012-03-20,57.130001
2012-03-21,57.25
2012-03-22,56.970001
2012-03-23,57.639998999999996
2012-03-24,57.639998999999996
2012-03-25,57.639998999999996
2012-03-26,58.66
2012-03-27,58.310001
2012-03-28,57.66
2012-03-29,57.57
2012-03-30,57.779999
2012-03-31,57.779999
2012-04-01,57.779999
2012-04-02,58.110001000000004
2012-04-03,57.02
2012-04-04,55.970001
2012-04-05,56.459998999999996
2012-04-06,56.459998999999996
2012-04-07,56.459998999999996
2012-04-08,56.459998999999996
2012-04-09,56.830002
2012-04-10,57.48
2012-04-11,57.419998
2012-04-12,58.009997999999996
2012-04-13,57.34
2012-04-14,57.34
2012-04-15,57.34
2012-04-16,57.169998
2012-04-17,57.119999
2012-04-18,56.77
2012-04-19,56.84
2012-04-20,56.84
2012-04-21,56.84
2012-04-22,56.84
2012-04-23,56.720001
2012-04-24,56.790001000000004
2012-04-25,56.900002
2012-04-26,57.400002
2012-04-27,57.57
2012-04-28,57.57
2012-04-29,57.57
2012-04-30,57.689999
2012-05-01,57.52
2012-05-02,57.209998999999996
2012-05-03,56.639998999999996
2012-05-04,56.830002
2012-05-05,56.830002
2012-05-06,56.830002
2012-05-07,56.689999
2012-05-08,55.580002
2012-05-09,55.049999
2012-05-10,55.139998999999996
2012-05-11,54.669998
2012-05-12,54.669998
2012-05-13,54.669998
2012-05-14,53.860001000000004
2012-05-15,53.27
2012-05-16,53.200001
2012-05-17,54.41
2012-05-18,55.009997999999996
2012-05-19,55.009997999999996
2012-05-20,55.009997999999996
2012-05-21,55.049999
2012-05-22,54.139998999999996
2012-05-23,53.939999
2012-05-24,53.900002
2012-05-25,54.330002
2012-05-26,54.330002
2012-05-27,54.330002
2012-05-28,54.330002
2012-05-29,53.73
2012-05-30,54.07
2012-05-31,53.970001
2012-06-01,56.099998
2012-06-02,56.099998
2012-06-03,56.099998
2012-06-04,56.02
2012-06-05,55.970001
2012-06-06,55.98
2012-06-07,55.009997999999996
2012-06-08,55.080002
2012-06-09,55.080002
2012-06-10,55.080002
2012-06-11,55.27
2012-06-12,55.650002
2012-06-13,55.900002
2012-06-14,56.139998999999996
2012-06-15,56.139998999999996
2012-06-16,56.139998999999996
2012-06-17,56.139998999999996
2012-06-18,56.169998
2012-06-19,55.939999
2012-06-20,55.470001
2012-06-21,54.07
2012-06-22,54.290001000000004
2012-06-23,54.290001000000004
2012-06-24,54.290001000000004
2012-06-25,54.689999
2012-06-26,54.290001000000004
2012-06-27,54.369999
2012-06-28,53.700001
2012-06-29,55.18
2012-06-30,55.18
2012-07-01,55.18
2012-07-02,55.169998
2012-07-03,56.009997999999996
2012-07-04,56.009997999999996
2012-07-05,55.34
2012-07-06,54.669998
2012-07-07,54.669998
2012-07-08,54.669998
2012-07-09,54.779999
2012-07-10,54.110001000000004
2012-07-11,54.380001
2012-07-12,54.240002000000004
2012-07-13,54.779999
2012-07-14,54.779999
2012-07-15,54.779999
2012-07-16,54.849998
2012-07-17,54.549999
2012-07-18,54.400002
2012-07-19,54.540001000000004
2012-07-20,54.619999
2012-07-21,54.619999
2012-07-22,54.619999
2012-07-23,54.389998999999996
2012-07-24,54.549999
2012-07-25,55.34
2012-07-26,55.720001
2012-07-27,55.98
2012-07-28,55.98
2012-07-29,55.98
2012-07-30,55.93
2012-07-31,55.619999
2012-08-01,55.150002
2012-08-02,54.740002000000004
2012-08-03,55.189999
2012-08-04,55.189999
2012-08-05,55.189999
2012-08-06,55.52
2012-08-07,55.509997999999996
2012-08-08,55.57
2012-08-09,55.740002000000004
2012-08-10,55.810001
2012-08-11,55.810001
2012-08-12,55.810001
2012-08-13,55.380001
2012-08-14,55.09
2012-08-15,55.25
2012-08-16,55.580002
2012-08-17,55.66
2012-08-18,55.66
2012-08-19,55.66
2012-08-20,55.82
2012-08-21,56.400002
2012-08-22,56.98
2012-08-23,57.490002000000004
2012-08-24,57.529999
2012-08-25,57.529999
2012-08-26,57.529999
2012-08-27,57.32
2012-08-28,57.419998
2012-08-29,57.040001000000004
