Date,Close
2012-01-03,56.900002
2012-01-04,57.139998999999996
2012-01-05,57.610001000000004
2012-01-06,57.810001
2012-01-09,57.619999
2012-01-10,58.040001000000004
2012-01-11,58.16
2012-01-12,58.389998999999996
2012-01-13,58.18
2012-01-17,58.709998999999996
2012-01-18,59.490002000000004
2012-01-19,59.860001000000004
2012-01-20,59.77
2012-01-23,59.790001000000004
2012-01-24,59.68
2012-01-25,60.43
2012-01-26,60.220001
2012-01-27,60.400002
2012-01-30,60.450001
2012-01-31,60.529999
2012-02-01,61.02
2012-02-02,61.209998999999996
2012-02-03,62.049999
2012-02-06,62.0
2012-02-07,62.130001
2012-02-08,62.459998999999996
2012-02-09,62.91
2012-02-10,62.470001
2012-02-13,63.049999
2012-02-14,63.209998999999996
2012-02-15,62.77
2012-02-16,63.630001
2012-02-17,63.43
2012-02-21,63.610001000000004
2012-02-22,63.32
2012-02-23,63.740002000000004
2012-02-24,63.959998999999996
2012-02-27,64.050003
2012-02-28,64.699997
2012-02-29,64.410004
2012-03-01,64.91999799999999
2012-03-02,64.870003
2012-03-05,64.199997
2012-03-06,63.57
2012-03-07,64.059998
2012-03-08,64.75
2012-03-09,65.019997
2012-03-12,65.050003
2012-03-13,66.260002
2012-03-14,66.489998
2012-03-15,66.68
2012-03-16,66.519997
2012-03-19,66.989998
2012-03-20,67.110001
2012-03-21,67.120003
2012-03-22,66.980003
2012-03-23,66.940002
2012-03-26,68.110001
2012-03-27,68.209999
2012-03-28,67.940002
2012-03-29,67.68
2012-03-30,67.550003
2012-04-02,68.25
2012-04-03,68.230003
2012-04-04,67.300003
2012-04-05,67.720001
2012-04-09,67.209999
2012-04-10,66.129997
2012-04-11,66.449997
2012-04-12,67.209999
2012-04-13,66.190002
2012-04-16,65.449997
2012-04-17,66.779999
2012-04-18,66.610001
2012-04-19,65.860001
2012-04-20,65.68
2012-04-23,65.08000200000001
2012-04-24,64.730003
2012-04-25,66.449997
2012-04-26,66.839996
2012-04-27,67.239998
2012-04-30,66.760002
2012-05-01,66.870003
2012-05-02,67.059998
2012-05-03,66.349998
2012-05-04,64.699997
2012-05-07,64.760002
2012-05-08,64.519997
2012-05-09,64.32
2012-05-10,64.190002
2012-05-11,64.18
2012-05-14,63.580002
2012-05-15,63.369999
2012-05-16,62.939999
2012-05-17,61.610001000000004
2012-05-18,60.810001
2012-05-21,62.509997999999996
2012-05-22,62.439999
2012-05-23,62.560001
2012-05-24,62.150002
2012-05-25,62.07
2012-05-29,62.860001000000004
2012-05-30,62.330002
2012-05-31,62.060001
2012-06-01,60.41
2012-06-04,60.869999
2012-06-05,61.119999
2012-06-06,62.52
2012-06-07,62.27
2012-06-08,62.869999
2012-06-11,61.810001
2012-06-12,62.560001
2012-06-13,62.130001
2012-06-14,62.360001000000004
2012-06-15,62.990002000000004
2012-06-18,63.580002
2012-06-19,64.239998
2012-06-20,64.290001
2012-06-21,62.689999
2012-06-22,63.349998
2012-06-25,62.130001
2012-06-26,62.52
2012-06-27,62.900002
2012-06-28,62.200001
2012-06-29,64.160004
2012-07-02,64.349998
2012-07-03,64.889999
2012-07-05,64.93
2012-07-06,64.120003
2012-07-09,64.0
2012-07-10,63.369999
2012-07-11,63.02
2012-07-12,62.43
2012-07-13,63.380001
2012-07-16,63.200001
2012-07-17,63.529999
2012-07-18,64.389999
2012-07-19,65.099998
2012-07-20,64.239998
2012-07-23,63.459998999999996
2012-07-24,62.959998999999996
2012-07-25,62.540001000000004
2012-07-26,63.369999
2012-07-27,64.870003
2012-07-30,64.82
2012-07-31,64.800003
2012-08-01,64.610001
2012-08-02,64.379997
2012-08-03,65.599998
2012-08-06,66.099998
2012-08-07,66.650002
2012-08-08,66.620003
2012-08-09,66.82
2012-08-10,66.860001
2012-08-13,67.019997
2012-08-14,67.050003
2012-08-15,67.220001
2012-08-16,68.019997
2012-08-17,68.32
2012-08-20,68.41999799999999
2012-08-21,68.150002
2012-08-22,68.43
2012-08-23,67.870003
2012-08-24,68.290001
2012-08-27,68.400002
2012-08-28,68.400002
2012-08-29,68.400002
2012-08-30,67.709999
2012-08-31,68.160004
2012-09-04,68.089996
2012-09-05,68.019997
2012-09-06,69.529999
2012-09-07,69.43
2012-09-10,68.540001
2012-09-11,68.43
2012-09-12,68.629997
2012-09-13,69.559998
2012-09-14,70.18
2012-09-17,70.209999
2012-09-18,70.269997
2012-09-19,70.400002
2012-09-20,70.33000200000001
2012-09-21,70.150002
2012-09-24,69.739998
2012-09-25,68.760002
2012-09-26,68.199997
2012-09-27,69.139999
2012-09-28,68.57
2012-10-01,68.470001
2012-10-02,68.66999799999999
2012-10-03,69.110001
2012-10-04,69.349998
2012-10-05,68.980003
2012-10-08,68.349998
2012-10-09,67.260002
2012-10-10,66.91999799999999
2012-10-11,66.709999
2012-10-12,66.68
2012-10-15,67.16999799999999
2012-10-16,68.120003
2012-10-17,68.08000200000001
2012-10-18,67.290001
2012-10-19,65.68
2012-10-22,66.019997
2012-10-23,65.389999
2012-10-24,65.160004
2012-10-25,65.160004
2012-10-26,65.349998
2012-10-31,64.949997
2012-11-01,65.870003
2012-11-02,65.16999799999999
2012-11-05,65.599998
2012-11-06,65.720001
2012-11-07,64.16999799999999
2012-11-08,63.16
2012-11-09,63.43
2012-11-12,63.419998
2012-11-13,62.98
2012-11-14,62.240002000000004
2012-11-15,62.029999
2012-11-16,62.299999
2012-11-19,63.779999
2012-11-20,63.799999
2012-11-21,63.93
2012-11-23,64.900002
2012-11-26,65.18
2012-11-27,64.959999
2012-11-28,65.519997
2012-11-29,65.910004
2012-11-30,65.800003
2012-12-03,65.66999799999999
2012-12-04,65.629997
2012-12-05,64.900002
2012-12-06,65.32
2012-12-07,64.93
2012-12-10,65.120003
2012-12-11,65.970001
2012-12-12,65.83000200000001
2012-12-13,65.309998
2012-12-14,64.690002
2012-12-17,65.550003
2012-12-18,66.550003
2012-12-19,66.260002
2012-12-20,66.260002
2012-12-21,65.199997
2012-12-24,65.07
2012-12-26,64.5
2012-12-27,64.400002
2012-12-28,63.779999
2012-12-31,65.129997
2013-01-02,67.199997
2013-01-03,66.849998
2013-01-04,66.629997
2013-01-07,66.650002
2013-01-08,66.519997
2013-01-09,66.769997
2013-01-10,67.16999799999999
2013-01-11,67.260002
2013-01-14,66.959999
2013-01-15,66.629997
2013-01-16,66.900002
2013-01-17,67.220001
2013-01-18,67.07
2013-01-22,67.18
2013-01-23,67.589996
2013-01-24,66.660004
2013-01-25,67.0
2013-01-28,67.150002
2013-01-29,67.160004
2013-01-30,67.019997
2013-01-31,66.870003
2013-02-01,67.660004
2013-02-04,66.480003
2013-02-05,67.459999
2013-02-06,67.239998
2013-02-07,67.300003
2013-02-08,67.989998
2013-02-11,68.010002
2013-02-12,67.730003
2013-02-13,67.970001
2013-02-14,67.949997
2013-02-15,67.75
2013-02-19,68.239998
2013-02-20,67.190002
2013-02-21,66.470001
2013-02-22,67.139999
2013-02-25,66.309998
2013-02-26,66.559998
2013-02-27,67.239998
2013-02-28,67.099998
2013-03-01,67.379997
2013-03-04,67.68
2013-03-05,68.68
2013-03-06,68.510002
2013-03-07,68.690002
2013-03-08,68.769997
2013-03-11,68.970001
2013-03-12,68.720001
2013-03-13,68.629997
2013-03-14,68.860001
2013-03-15,68.510002
