,median_income,SPY,Unemployment,mobility_withUS,property_type,mobility_withincounty,mobility_abroad,mobility_withinstate,median_sale_price
0,83536.0,135.360001,0.07200000000000001,0.013999999999999999,All Residential,0.045,0.001,0.059000000000000004,172810.0
1,83536.0,135.479996,0.07200000000000001,0.013999999999999999,All Residential,0.045,0.001,0.059000000000000004,177000.0
2,83536.0,140.78999299999995,0.07200000000000001,0.013999999999999999,All Residential,0.045,0.001,0.059000000000000004,184560.0
3,83536.0,142.1349945,0.07200000000000001,0.013999999999999999,All Residential,0.045,0.001,0.059000000000000004,176000.0
4,79049.0,151.4749985,0.079,0.012,All Residential,0.034,0.002,0.084,175568.0
5,79049.0,161.31999950000002,0.079,0.012,All Residential,0.034,0.002,0.084,198700.0
6,79049.0,168.589996,0.079,0.012,All Residential,0.034,0.002,0.084,193000.0
7,79049.0,178.120003,0.079,0.012,All Residential,0.034,0.002,0.084,193220.0
8,74550.0,184.179993,0.073,0.013999999999999999,All Residential,0.045,0.001,0.09699999999999999,199500.0
9,74550.0,188.880005,0.073,0.013999999999999999,All Residential,0.045,0.001,0.09699999999999999,223000.0
10,74550.0,197.8499985,0.073,0.013999999999999999,All Residential,0.045,0.001,0.09699999999999999,222500.0
11,74550.0,203.25,0.073,0.013999999999999999,All Residential,0.045,0.001,0.09699999999999999,231210.0
12,74250.0,206.100006,0.063,0.016,All Residential,0.044000000000000004,0.002,0.098,222250.0
13,74250.0,210.5,0.063,0.016,All Residential,0.044000000000000004,0.002,0.098,245700.0
14,74250.0,206.754997,0.063,0.016,All Residential,0.044000000000000004,0.002,0.098,243500.0
15,74250.0,205.774994,0.063,0.016,All Residential,0.044000000000000004,0.002,0.098,229000.0
16,75453.0,193.660004,0.06,0.018000000000000002,All Residential,0.032,0.002,0.105,242000.0
17,75453.0,207.8600005,0.06,0.018000000000000002,All Residential,0.032,0.002,0.105,251000.0
18,75453.0,216.6449965,0.06,0.018000000000000002,All Residential,0.032,0.002,0.105,245000.0
19,75453.0,217.869995,0.06,0.018000000000000002,All Residential,0.032,0.002,0.105,244750.0
20,76623.0,233.7149965,0.046,0.017,All Residential,0.035,0.002,0.122,252495.0
21,76623.0,239.699997,0.046,0.017,All Residential,0.035,0.002,0.122,249990.0
22,76623.0,246.899994,0.046,0.017,All Residential,0.035,0.002,0.122,260000.0
23,76623.0,258.450012,0.046,0.017,All Residential,0.035,0.002,0.122,250000.0
24,79318.0,273.109985,0.035,0.019,All Residential,0.035,0.001,0.091,255000.0
25,79318.0,270.970001,0.035,0.019,All Residential,0.035,0.001,0.091,259225.0
26,79318.0,285.070007,0.035,0.019,All Residential,0.035,0.001,0.091,260000.0
27,79318.0,271.890015,0.035,0.019,All Residential,0.035,0.001,0.091,263847.0
28,80256.0,274.459991,0.03,0.015,All Residential,0.03,0.001,0.08800000000000001,279990.0
29,80256.0,288.570007,0.03,0.015,All Residential,0.03,0.001,0.08800000000000001,268000.0
30,80256.0,297.18000750000004,0.03,0.015,All Residential,0.03,0.001,0.08800000000000001,269000.0
31,80256.0,309.324997,0.03,0.015,All Residential,0.03,0.001,0.08800000000000001,257292.5
32,84114.0,323.57000750000003,0.039,0.016,All Residential,0.036000000000000004,0.0,0.08800000000000001,268600.0
33,84114.0,292.5,0.039,0.016,All Residential,0.036000000000000004,0.0,0.08800000000000001,278105.0
34,84114.0,332.5849915,0.039,0.016,All Residential,0.036000000000000004,0.0,0.08800000000000001,307500.0
35,84114.0,356.475006,0.039,0.016,All Residential,0.036000000000000004,0.0,0.08800000000000001,290000.0
36,84114.0,387.029999,0.039,0.016,All Residential,0.036000000000000004,0.0,0.08800000000000001,333141.0
37,84114.0,417.609985,0.039,0.016,All Residential,0.036000000000000004,0.0,0.08800000000000001,395752.0
38,84114.0,441.2749940000001,0.039,0.016,All Residential,0.036000000000000004,0.0,0.08800000000000001,420000.0
39,84114.0,463.2099915,0.039,0.016,All Residential,0.036000000000000004,0.0,0.08800000000000001,402500.0
40,76623.0,246.899994,0.046,0.017,Condo/Co-op,0.035,0.002,0.122,197500.0
41,84114.0,332.5849915,0.039,0.016,Condo/Co-op,0.036000000000000004,0.0,0.08800000000000001,232770.0
42,84114.0,356.475006,0.039,0.016,Condo/Co-op,0.036000000000000004,0.0,0.08800000000000001,238947.5
43,84114.0,387.029999,0.039,0.016,Condo/Co-op,0.036000000000000004,0.0,0.08800000000000001,256220.0
44,83536.0,142.1349945,0.07200000000000001,0.013999999999999999,Multi-Family (2-4 Unit),0.045,0.001,0.059000000000000004,186000.0
45,79049.0,178.120003,0.079,0.012,Multi-Family (2-4 Unit),0.034,0.002,0.084,260000.0
46,79318.0,270.970001,0.035,0.019,Multi-Family (2-4 Unit),0.035,0.001,0.091,361945.0
47,79318.0,285.070007,0.035,0.019,Multi-Family (2-4 Unit),0.035,0.001,0.091,364900.0
48,79318.0,271.890015,0.035,0.019,Multi-Family (2-4 Unit),0.035,0.001,0.091,369900.0
49,80256.0,274.459991,0.03,0.015,Multi-Family (2-4 Unit),0.03,0.001,0.08800000000000001,372900.0
50,80256.0,288.570007,0.03,0.015,Multi-Family (2-4 Unit),0.03,0.001,0.08800000000000001,373900.0
51,80256.0,297.18000750000004,0.03,0.015,Multi-Family (2-4 Unit),0.03,0.001,0.08800000000000001,375900.0
52,84114.0,292.5,0.039,0.016,Multi-Family (2-4 Unit),0.036000000000000004,0.0,0.08800000000000001,392400.0
53,84114.0,332.5849915,0.039,0.016,Multi-Family (2-4 Unit),0.036000000000000004,0.0,0.08800000000000001,419000.0
54,84114.0,387.029999,0.039,0.016,Multi-Family (2-4 Unit),0.036000000000000004,0.0,0.08800000000000001,458000.0
55,84114.0,417.609985,0.039,0.016,Multi-Family (2-4 Unit),0.036000000000000004,0.0,0.08800000000000001,545500.0
56,84114.0,441.2749940000001,0.039,0.016,Multi-Family (2-4 Unit),0.036000000000000004,0.0,0.08800000000000001,645000.0
57,84114.0,463.2099915,0.039,0.016,Multi-Family (2-4 Unit),0.036000000000000004,0.0,0.08800000000000001,566500.0
58,83536.0,135.360001,0.07200000000000001,0.013999999999999999,Single Family Residential,0.045,0.001,0.059000000000000004,172810.0
59,83536.0,135.479996,0.07200000000000001,0.013999999999999999,Single Family Residential,0.045,0.001,0.059000000000000004,177000.0
60,83536.0,140.78999299999995,0.07200000000000001,0.013999999999999999,Single Family Residential,0.045,0.001,0.059000000000000004,184897.5
61,83536.0,142.1349945,0.07200000000000001,0.013999999999999999,Single Family Residential,0.045,0.001,0.059000000000000004,175000.0
62,79049.0,151.4749985,0.079,0.012,Single Family Residential,0.034,0.002,0.084,175568.0
63,79049.0,161.31999950000002,0.079,0.012,Single Family Residential,0.034,0.002,0.084,198700.0
64,79049.0,168.589996,0.079,0.012,Single Family Residential,0.034,0.002,0.084,193000.0
65,79049.0,178.120003,0.079,0.012,Single Family Residential,0.034,0.002,0.084,193220.0
66,74550.0,184.179993,0.073,0.013999999999999999,Single Family Residential,0.045,0.001,0.09699999999999999,199500.0
67,74550.0,188.880005,0.073,0.013999999999999999,Single Family Residential,0.045,0.001,0.09699999999999999,223000.0
68,74550.0,197.8499985,0.073,0.013999999999999999,Single Family Residential,0.045,0.001,0.09699999999999999,222500.0
69,74550.0,203.25,0.073,0.013999999999999999,Single Family Residential,0.045,0.001,0.09699999999999999,231210.0
70,74250.0,206.100006,0.063,0.016,Single Family Residential,0.044000000000000004,0.002,0.098,222250.0
71,74250.0,210.5,0.063,0.016,Single Family Residential,0.044000000000000004,0.002,0.098,245700.0
72,74250.0,206.754997,0.063,0.016,Single Family Residential,0.044000000000000004,0.002,0.098,243500.0
73,74250.0,205.774994,0.063,0.016,Single Family Residential,0.044000000000000004,0.002,0.098,229000.0
74,75453.0,193.660004,0.06,0.018000000000000002,Single Family Residential,0.032,0.002,0.105,242000.0
75,75453.0,207.8600005,0.06,0.018000000000000002,Single Family Residential,0.032,0.002,0.105,251000.0
76,75453.0,216.6449965,0.06,0.018000000000000002,Single Family Residential,0.032,0.002,0.105,245000.0
77,75453.0,217.869995,0.06,0.018000000000000002,Single Family Residential,0.032,0.002,0.105,244750.0
78,76623.0,233.7149965,0.046,0.017,Single Family Residential,0.035,0.002,0.122,252495.0
79,76623.0,239.699997,0.046,0.017,Single Family Residential,0.035,0.002,0.122,249990.0
80,76623.0,246.899994,0.046,0.017,Single Family Residential,0.035,0.002,0.122,260000.0
81,76623.0,258.450012,0.046,0.017,Single Family Residential,0.035,0.002,0.122,250000.0
82,79318.0,273.109985,0.035,0.019,Single Family Residential,0.035,0.001,0.091,255000.0
83,79318.0,270.970001,0.035,0.019,Single Family Residential,0.035,0.001,0.091,256125.0
84,79318.0,285.070007,0.035,0.019,Single Family Residential,0.035,0.001,0.091,255000.0
85,79318.0,271.890015,0.035,0.019,Single Family Residential,0.035,0.001,0.091,255000.0
86,80256.0,274.459991,0.03,0.015,Single Family Residential,0.03,0.001,0.08800000000000001,266508.0
87,80256.0,288.570007,0.03,0.015,Single Family Residential,0.03,0.001,0.08800000000000001,259900.0
88,80256.0,297.18000750000004,0.03,0.015,Single Family Residential,0.03,0.001,0.08800000000000001,265000.0
89,80256.0,309.324997,0.03,0.015,Single Family Residential,0.03,0.001,0.08800000000000001,257292.5
90,84114.0,323.57000750000003,0.039,0.016,Single Family Residential,0.036000000000000004,0.0,0.08800000000000001,268600.0
91,84114.0,292.5,0.039,0.016,Single Family Residential,0.036000000000000004,0.0,0.08800000000000001,277230.0
92,84114.0,332.5849915,0.039,0.016,Single Family Residential,0.036000000000000004,0.0,0.08800000000000001,310000.0
93,84114.0,356.475006,0.039,0.016,Single Family Residential,0.036000000000000004,0.0,0.08800000000000001,296750.0
94,84114.0,387.029999,0.039,0.016,Single Family Residential,0.036000000000000004,0.0,0.08800000000000001,350000.0
95,84114.0,417.609985,0.039,0.016,Single Family Residential,0.036000000000000004,0.0,0.08800000000000001,400000.0
96,84114.0,441.2749940000001,0.039,0.016,Single Family Residential,0.036000000000000004,0.0,0.08800000000000001,420000.0
97,84114.0,463.2099915,0.039,0.016,Single Family Residential,0.036000000000000004,0.0,0.08800000000000001,407000.0
98,83536.0,140.78999299999995,0.07200000000000001,0.013999999999999999,Townhouse,0.045,0.001,0.059000000000000004,165000.0
99,79049.0,178.120003,0.079,0.012,Townhouse,0.034,0.002,0.084,185000.0
100,84114.0,332.5849915,0.039,0.016,Townhouse,0.036000000000000004,0.0,0.08800000000000001,222740.0
101,84114.0,356.475006,0.039,0.016,Townhouse,0.036000000000000004,0.0,0.08800000000000001,223490.0
102,84114.0,387.029999,0.039,0.016,Townhouse,0.036000000000000004,0.0,0.08800000000000001,261184.0
103,84114.0,417.609985,0.039,0.016,Townhouse,0.036000000000000004,0.0,0.08800000000000001,312993.0
104,84114.0,441.2749940000001,0.039,0.016,Townhouse,0.036000000000000004,0.0,0.08800000000000001,345222.0
105,84114.0,463.2099915,0.039,0.016,Townhouse,0.036000000000000004,0.0,0.08800000000000001,364990.0
106,80694.0,135.360001,0.073,0.025,All Residential,0.061,0.008,0.068,210000.0
107,80694.0,135.479996,0.073,0.025,All Residential,0.061,0.008,0.068,211500.0
108,80694.0,140.78999299999995,0.073,0.025,All Residential,0.061,0.008,0.068,214900.0
109,80694.0,142.1349945,0.073,0.025,All Residential,0.061,0.008,0.068,200000.0
110,81928.0,151.4749985,0.073,0.025,All Residential,0.057,0.008,0.076,220000.0
111,81928.0,161.31999950000002,0.073,0.025,All Residential,0.057,0.008,0.076,229250.0
112,81928.0,168.589996,0.073,0.025,All Residential,0.057,0.008,0.076,232217.5
113,81928.0,178.120003,0.073,0.025,All Residential,0.057,0.008,0.076,227000.0
114,83146.0,184.179993,0.064,0.023,All Residential,0.06,0.005,0.08900000000000001,240460.0
115,83146.0,188.880005,0.064,0.023,All Residential,0.06,0.005,0.08900000000000001,256000.0
116,83146.0,197.8499985,0.064,0.023,All Residential,0.06,0.005,0.08900000000000001,252000.0
117,83146.0,203.25,0.064,0.023,All Residential,0.06,0.005,0.08900000000000001,244500.0
118,84556.0,206.100006,0.057999999999999996,0.031,All Residential,0.062,0.004,0.083,260000.0
119,84556.0,210.5,0.057999999999999996,0.031,All Residential,0.062,0.004,0.083,275000.0
120,84556.0,206.754997,0.057999999999999996,0.031,All Residential,0.062,0.004,0.083,267000.0
121,84556.0,205.774994,0.057999999999999996,0.031,All Residential,0.062,0.004,0.083,257000.0
122,91033.0,193.660004,0.045,0.031,All Residential,0.061,0.008,0.078,269000.0
123,91033.0,207.8600005,0.045,0.031,All Residential,0.061,0.008,0.078,287000.0
124,91033.0,216.6449965,0.045,0.031,All Residential,0.061,0.008,0.078,281000.0
125,91033.0,217.869995,0.045,0.031,All Residential,0.061,0.008,0.078,274950.0
126,96857.0,233.7149965,0.037000000000000005,0.025,All Residential,0.063,0.008,0.079,280000.0
127,96857.0,239.699997,0.037000000000000005,0.025,All Residential,0.063,0.008,0.079,305000.0
128,96857.0,246.899994,0.037000000000000005,0.025,All Residential,0.063,0.008,0.079,296123.0
129,96857.0,258.450012,0.037000000000000005,0.025,All Residential,0.063,0.008,0.079,287445.0
130,101832.0,273.109985,0.033,0.026000000000000002,All Residential,0.063,0.008,0.067,296675.0
131,101832.0,270.970001,0.033,0.026000000000000002,All Residential,0.063,0.008,0.067,316000.0
132,101832.0,285.070007,0.033,0.026000000000000002,All Residential,0.063,0.008,0.067,325000.0
133,101832.0,271.890015,0.033,0.026000000000000002,All Residential,0.063,0.008,0.067,305000.0
134,104308.0,274.459991,0.034,0.036000000000000004,All Residential,0.061,0.009000000000000001,0.066,325000.0
135,104308.0,288.570007,0.034,0.036000000000000004,All Residential,0.061,0.009000000000000001,0.066,330000.0
136,104308.0,297.18000750000004,0.034,0.036000000000000004,All Residential,0.061,0.009000000000000001,0.066,327495.0
137,104308.0,309.324997,0.034,0.036000000000000004,All Residential,0.061,0.009000000000000001,0.066,324950.0
138,107983.0,323.57000750000003,0.045,0.032,All Residential,0.062,0.006999999999999999,0.059000000000000004,346000.0
139,107983.0,292.5,0.045,0.032,All Residential,0.062,0.006999999999999999,0.059000000000000004,345000.0
140,107983.0,332.5849915,0.045,0.032,All Residential,0.062,0.006999999999999999,0.059000000000000004,359900.0
141,107983.0,356.475006,0.045,0.032,All Residential,0.062,0.006999999999999999,0.059000000000000004,367125.0
142,107983.0,387.029999,0.045,0.032,All Residential,0.062,0.006999999999999999,0.059000000000000004,450000.0
143,107983.0,417.609985,0.045,0.032,All Residential,0.062,0.006999999999999999,0.059000000000000004,530000.0
144,107983.0,441.2749940000001,0.045,0.032,All Residential,0.062,0.006999999999999999,0.059000000000000004,507900.0
145,107983.0,463.2099915,0.045,0.032,All Residential,0.062,0.006999999999999999,0.059000000000000004,523000.0
146,80694.0,135.360001,0.073,0.025,Condo/Co-op,0.061,0.008,0.068,148864.0
147,80694.0,135.479996,0.073,0.025,Condo/Co-op,0.061,0.008,0.068,157750.0
148,80694.0,140.78999299999995,0.073,0.025,Condo/Co-op,0.061,0.008,0.068,185000.0
149,80694.0,142.1349945,0.073,0.025,Condo/Co-op,0.061,0.008,0.068,150500.0
150,81928.0,151.4749985,0.073,0.025,Condo/Co-op,0.057,0.008,0.076,165000.0
151,81928.0,161.31999950000002,0.073,0.025,Condo/Co-op,0.057,0.008,0.076,172000.0
152,81928.0,168.589996,0.073,0.025,Condo/Co-op,0.057,0.008,0.076,198000.0
153,81928.0,178.120003,0.073,0.025,Condo/Co-op,0.057,0.008,0.076,230850.0
154,83146.0,184.179993,0.064,0.023,Condo/Co-op,0.06,0.005,0.08900000000000001,205000.0
155,83146.0,188.880005,0.064,0.023,Condo/Co-op,0.06,0.005,0.08900000000000001,215000.0
156,83146.0,197.8499985,0.064,0.023,Condo/Co-op,0.06,0.005,0.08900000000000001,198000.0
157,83146.0,203.25,0.064,0.023,Condo/Co-op,0.06,0.005,0.08900000000000001,209350.0
158,84556.0,206.100006,0.057999999999999996,0.031,Condo/Co-op,0.062,0.004,0.083,205800.0
159,84556.0,210.5,0.057999999999999996,0.031,Condo/Co-op,0.062,0.004,0.083,205000.0
160,84556.0,206.754997,0.057999999999999996,0.031,Condo/Co-op,0.062,0.004,0.083,232000.0
161,84556.0,205.774994,0.057999999999999996,0.031,Condo/Co-op,0.062,0.004,0.083,223000.0
162,91033.0,193.660004,0.045,0.031,Condo/Co-op,0.061,0.008,0.078,232000.0
163,91033.0,207.8600005,0.045,0.031,Condo/Co-op,0.061,0.008,0.078,247009.0
164,91033.0,216.6449965,0.045,0.031,Condo/Co-op,0.061,0.008,0.078,242033.0
165,91033.0,217.869995,0.045,0.031,Condo/Co-op,0.061,0.008,0.078,251649.0
166,96857.0,233.7149965,0.037000000000000005,0.025,Condo/Co-op,0.063,0.008,0.079,267990.0
167,96857.0,239.699997,0.037000000000000005,0.025,Condo/Co-op,0.063,0.008,0.079,257500.0
168,96857.0,246.899994,0.037000000000000005,0.025,Condo/Co-op,0.063,0.008,0.079,232500.0
169,96857.0,258.450012,0.037000000000000005,0.025,Condo/Co-op,0.063,0.008,0.079,262382.0
170,101832.0,273.109985,0.033,0.026000000000000002,Condo/Co-op,0.063,0.008,0.067,254000.0
171,101832.0,270.970001,0.033,0.026000000000000002,Condo/Co-op,0.063,0.008,0.067,248750.0
172,101832.0,285.070007,0.033,0.026000000000000002,Condo/Co-op,0.063,0.008,0.067,228000.0
173,101832.0,271.890015,0.033,0.026000000000000002,Condo/Co-op,0.063,0.008,0.067,254500.0
174,104308.0,274.459991,0.034,0.036000000000000004,Condo/Co-op,0.061,0.009000000000000001,0.066,279750.0
175,104308.0,288.570007,0.034,0.036000000000000004,Condo/Co-op,0.061,0.009000000000000001,0.066,275000.0
176,104308.0,297.18000750000004,0.034,0.036000000000000004,Condo/Co-op,0.061,0.009000000000000001,0.066,275000.0
177,104308.0,309.324997,0.034,0.036000000000000004,Condo/Co-op,0.061,0.009000000000000001,0.066,244390.0
178,107983.0,323.57000750000003,0.045,0.032,Condo/Co-op,0.062,0.006999999999999999,0.059000000000000004,249750.0
179,107983.0,292.5,0.045,0.032,Condo/Co-op,0.062,0.006999999999999999,0.059000000000000004,300000.0
180,107983.0,332.5849915,0.045,0.032,Condo/Co-op,0.062,0.006999999999999999,0.059000000000000004,270250.0
181,107983.0,356.475006,0.045,0.032,Condo/Co-op,0.062,0.006999999999999999,0.059000000000000004,316250.0
182,107983.0,387.029999,0.045,0.032,Condo/Co-op,0.062,0.006999999999999999,0.059000000000000004,312500.0
183,107983.0,417.609985,0.045,0.032,Condo/Co-op,0.062,0.006999999999999999,0.059000000000000004,400500.0
184,107983.0,441.2749940000001,0.045,0.032,Condo/Co-op,0.062,0.006999999999999999,0.059000000000000004,400500.0
185,107983.0,463.2099915,0.045,0.032,Condo/Co-op,0.062,0.006999999999999999,0.059000000000000004,402000.0
186,80694.0,140.78999299999995,0.073,0.025,Multi-Family (2-4 Unit),0.061,0.008,0.068,278150.0
187,80694.0,142.1349945,0.073,0.025,Multi-Family (2-4 Unit),0.061,0.008,0.068,302100.0
188,81928.0,168.589996,0.073,0.025,Multi-Family (2-4 Unit),0.057,0.008,0.076,205000.0
189,83146.0,184.179993,0.064,0.023,Multi-Family (2-4 Unit),0.06,0.005,0.08900000000000001,192500.0
190,84556.0,210.5,0.057999999999999996,0.031,Multi-Family (2-4 Unit),0.062,0.004,0.083,220000.0
191,84556.0,205.774994,0.057999999999999996,0.031,Multi-Family (2-4 Unit),0.062,0.004,0.083,232950.0
192,91033.0,207.8600005,0.045,0.031,Multi-Family (2-4 Unit),0.061,0.008,0.078,262500.0
193,96857.0,233.7149965,0.037000000000000005,0.025,Multi-Family (2-4 Unit),0.063,0.008,0.079,300000.0
194,104308.0,288.570007,0.034,0.036000000000000004,Multi-Family (2-4 Unit),0.061,0.009000000000000001,0.066,560000.0
195,104308.0,297.18000750000004,0.034,0.036000000000000004,Multi-Family (2-4 Unit),0.061,0.009000000000000001,0.066,535000.0
196,104308.0,309.324997,0.034,0.036000000000000004,Multi-Family (2-4 Unit),0.061,0.009000000000000001,0.066,329000.0
197,104308.0,417.609985,0.034,0.036000000000000004,Multi-Family (2-4 Unit),0.061,0.009000000000000001,0.066,760000.0
198,80694.0,135.360001,0.073,0.025,Single Family Residential,0.061,0.008,0.068,214467.0
199,80694.0,135.479996,0.073,0.025,Single Family Residential,0.061,0.008,0.068,213250.0
200,80694.0,140.78999299999995,0.073,0.025,Single Family Residential,0.061,0.008,0.068,217900.0
201,80694.0,142.1349945,0.073,0.025,Single Family Residential,0.061,0.008,0.068,202500.0
202,81928.0,151.4749985,0.073,0.025,Single Family Residential,0.057,0.008,0.076,222000.0
203,81928.0,161.31999950000002,0.073,0.025,Single Family Residential,0.057,0.008,0.076,232000.0
204,81928.0,168.589996,0.073,0.025,Single Family Residential,0.057,0.008,0.076,235000.0
205,81928.0,178.120003,0.073,0.025,Single Family Residential,0.057,0.008,0.076,229115.0
206,83146.0,184.179993,0.064,0.023,Single Family Residential,0.06,0.005,0.08900000000000001,249500.0
207,83146.0,188.880005,0.064,0.023,Single Family Residential,0.06,0.005,0.08900000000000001,266000.0
208,83146.0,197.8499985,0.064,0.023,Single Family Residential,0.06,0.005,0.08900000000000001,259000.0
209,83146.0,203.25,0.064,0.023,Single Family Residential,0.06,0.005,0.08900000000000001,255000.0
210,84556.0,206.100006,0.057999999999999996,0.031,Single Family Residential,0.062,0.004,0.083,263500.0
211,84556.0,210.5,0.057999999999999996,0.031,Single Family Residential,0.062,0.004,0.083,283066.5
212,84556.0,206.754997,0.057999999999999996,0.031,Single Family Residential,0.062,0.004,0.083,273000.0
213,84556.0,205.774994,0.057999999999999996,0.031,Single Family Residential,0.062,0.004,0.083,265500.0
214,91033.0,193.660004,0.045,0.031,Single Family Residential,0.061,0.008,0.078,278000.0
215,91033.0,207.8600005,0.045,0.031,Single Family Residential,0.061,0.008,0.078,297900.0
216,91033.0,216.6449965,0.045,0.031,Single Family Residential,0.061,0.008,0.078,289000.0
217,91033.0,217.869995,0.045,0.031,Single Family Residential,0.061,0.008,0.078,280000.0
218,96857.0,233.7149965,0.037000000000000005,0.025,Single Family Residential,0.063,0.008,0.079,283500.0
219,96857.0,239.699997,0.037000000000000005,0.025,Single Family Residential,0.063,0.008,0.079,315806.5
220,96857.0,246.899994,0.037000000000000005,0.025,Single Family Residential,0.063,0.008,0.079,305000.0
221,96857.0,258.450012,0.037000000000000005,0.025,Single Family Residential,0.063,0.008,0.079,293000.0
222,101832.0,273.109985,0.033,0.026000000000000002,Single Family Residential,0.063,0.008,0.067,305000.0
223,101832.0,270.970001,0.033,0.026000000000000002,Single Family Residential,0.063,0.008,0.067,335250.0
224,101832.0,285.070007,0.033,0.026000000000000002,Single Family Residential,0.063,0.008,0.067,335000.0
225,101832.0,271.890015,0.033,0.026000000000000002,Single Family Residential,0.063,0.008,0.067,309857.5
226,104308.0,274.459991,0.034,0.036000000000000004,Single Family Residential,0.061,0.009000000000000001,0.066,328625.0
227,104308.0,288.570007,0.034,0.036000000000000004,Single Family Residential,0.061,0.009000000000000001,0.066,333000.0
228,104308.0,297.18000750000004,0.034,0.036000000000000004,Single Family Residential,0.061,0.009000000000000001,0.066,335000.0
229,104308.0,309.324997,0.034,0.036000000000000004,Single Family Residential,0.061,0.009000000000000001,0.066,335000.0
230,107983.0,323.57000750000003,0.045,0.032,Single Family Residential,0.062,0.006999999999999999,0.059000000000000004,350000.0
231,107983.0,292.5,0.045,0.032,Single Family Residential,0.062,0.006999999999999999,0.059000000000000004,349900.0
232,107983.0,332.5849915,0.045,0.032,Single Family Residential,0.062,0.006999999999999999,0.059000000000000004,367000.0
233,107983.0,356.475006,0.045,0.032,Single Family Residential,0.062,0.006999999999999999,0.059000000000000004,375000.0
234,107983.0,387.029999,0.045,0.032,Single Family Residential,0.062,0.006999999999999999,0.059000000000000004,457500.0
235,107983.0,417.609985,0.045,0.032,Single Family Residential,0.062,0.006999999999999999,0.059000000000000004,535500.0
236,107983.0,441.2749940000001,0.045,0.032,Single Family Residential,0.062,0.006999999999999999,0.059000000000000004,520000.0
237,107983.0,463.2099915,0.045,0.032,Single Family Residential,0.062,0.006999999999999999,0.059000000000000004,535000.0
238,80694.0,135.360001,0.073,0.025,Townhouse,0.061,0.008,0.068,134799.5
239,80694.0,135.479996,0.073,0.025,Townhouse,0.061,0.008,0.068,155463.0
240,80694.0,140.78999299999995,0.073,0.025,Townhouse,0.061,0.008,0.068,148503.0
241,80694.0,142.1349945,0.073,0.025,Townhouse,0.061,0.008,0.068,153744.0
242,81928.0,151.4749985,0.073,0.025,Townhouse,0.057,0.008,0.076,158950.0
243,81928.0,161.31999950000002,0.073,0.025,Townhouse,0.057,0.008,0.076,168679.5
244,81928.0,168.589996,0.073,0.025,Townhouse,0.057,0.008,0.076,172500.0
245,81928.0,178.120003,0.073,0.025,Townhouse,0.057,0.008,0.076,167941.5
246,83146.0,184.179993,0.064,0.023,Townhouse,0.06,0.005,0.08900000000000001,190000.0
247,83146.0,188.880005,0.064,0.023,Townhouse,0.06,0.005,0.08900000000000001,187462.0
248,83146.0,197.8499985,0.064,0.023,Townhouse,0.06,0.005,0.08900000000000001,195000.0
249,83146.0,203.25,0.064,0.023,Townhouse,0.06,0.005,0.08900000000000001,196083.5
250,84556.0,206.100006,0.057999999999999996,0.031,Townhouse,0.062,0.004,0.083,247072.0
251,84556.0,210.5,0.057999999999999996,0.031,Townhouse,0.062,0.004,0.083,237555.0
252,84556.0,206.754997,0.057999999999999996,0.031,Townhouse,0.062,0.004,0.083,230115.0
253,84556.0,205.774994,0.057999999999999996,0.031,Townhouse,0.062,0.004,0.083,218864.0
254,91033.0,193.660004,0.045,0.031,Townhouse,0.061,0.008,0.078,197250.0
255,91033.0,207.8600005,0.045,0.031,Townhouse,0.061,0.008,0.078,197000.0
256,91033.0,216.6449965,0.045,0.031,Townhouse,0.061,0.008,0.078,202600.0
257,91033.0,217.869995,0.045,0.031,Townhouse,0.061,0.008,0.078,199900.0
258,96857.0,233.7149965,0.037000000000000005,0.025,Townhouse,0.063,0.008,0.079,219625.0
259,96857.0,239.699997,0.037000000000000005,0.025,Townhouse,0.063,0.008,0.079,235289.0
260,96857.0,246.899994,0.037000000000000005,0.025,Townhouse,0.063,0.008,0.079,262975.5
261,96857.0,258.450012,0.037000000000000005,0.025,Townhouse,0.063,0.008,0.079,237000.0
262,101832.0,273.109985,0.033,0.026000000000000002,Townhouse,0.063,0.008,0.067,257500.0
263,101832.0,270.970001,0.033,0.026000000000000002,Townhouse,0.063,0.008,0.067,235000.0
264,101832.0,285.070007,0.033,0.026000000000000002,Townhouse,0.063,0.008,0.067,211600.0
265,101832.0,271.890015,0.033,0.026000000000000002,Townhouse,0.063,0.008,0.067,273653.0
266,104308.0,274.459991,0.034,0.036000000000000004,Townhouse,0.061,0.009000000000000001,0.066,234200.0
267,104308.0,288.570007,0.034,0.036000000000000004,Townhouse,0.061,0.009000000000000001,0.066,222000.0
268,104308.0,297.18000750000004,0.034,0.036000000000000004,Townhouse,0.061,0.009000000000000001,0.066,236500.0
269,104308.0,309.324997,0.034,0.036000000000000004,Townhouse,0.061,0.009000000000000001,0.066,232500.0
270,107983.0,323.57000750000003,0.045,0.032,Townhouse,0.062,0.006999999999999999,0.059000000000000004,242000.0
271,107983.0,292.5,0.045,0.032,Townhouse,0.062,0.006999999999999999,0.059000000000000004,246250.0
272,107983.0,356.475006,0.045,0.032,Townhouse,0.062,0.006999999999999999,0.059000000000000004,235000.0
273,107983.0,387.029999,0.045,0.032,Townhouse,0.062,0.006999999999999999,0.059000000000000004,315650.0
274,107983.0,417.609985,0.045,0.032,Townhouse,0.062,0.006999999999999999,0.059000000000000004,355000.0
