,median_income,SPY,Unemployment,mobility_withUS,property_type,mobility_withincounty,mobility_abroad,mobility_withinstate,median_sale_price
3659,76832.0,285.070007,0.038,0.044000000000000004,Single Family Residential,0.077,0.015,0.102,301000.0
3660,76832.0,271.890015,0.038,0.044000000000000004,Single Family Residential,0.077,0.015,0.102,301000.0
3661,80742.0,274.459991,0.046,0.035,Single Family Residential,0.07200000000000001,0.013000000000000001,0.08800000000000001,310000.0
3662,80742.0,288.570007,0.046,0.035,Single Family Residential,0.07200000000000001,0.013000000000000001,0.08800000000000001,327000.0
3663,80742.0,297.18000750000004,0.046,0.035,Single Family Residential,0.07200000000000001,0.013000000000000001,0.08800000000000001,347750.0
3664,80742.0,309.324997,0.046,0.035,Single Family Residential,0.07200000000000001,0.013000000000000001,0.08800000000000001,348000.0
3665,74782.0,323.57000750000003,0.033,0.028999999999999998,Single Family Residential,0.069,0.013999999999999999,0.09699999999999999,342725.0
3666,74782.0,292.5,0.033,0.028999999999999998,Single Family Residential,0.069,0.013999999999999999,0.09699999999999999,380000.0
3667,74782.0,332.5849915,0.033,0.028999999999999998,Single Family Residential,0.069,0.013999999999999999,0.09699999999999999,377950.0
3668,74782.0,356.475006,0.033,0.028999999999999998,Single Family Residential,0.069,0.013999999999999999,0.09699999999999999,399900.0
3669,74782.0,387.029999,0.033,0.028999999999999998,Single Family Residential,0.069,0.013999999999999999,0.09699999999999999,505500.0
3670,74782.0,417.609985,0.033,0.028999999999999998,Single Family Residential,0.069,0.013999999999999999,0.09699999999999999,500000.0
3671,74782.0,441.2749940000001,0.033,0.028999999999999998,Single Family Residential,0.069,0.013999999999999999,0.09699999999999999,500000.0
3672,74782.0,463.2099915,0.033,0.028999999999999998,Single Family Residential,0.069,0.013999999999999999,0.09699999999999999,525000.0
3673,57358.0,135.360001,0.067,0.036000000000000004,Townhouse,0.079,0.009000000000000001,0.138,210000.0
3674,57358.0,142.1349945,0.067,0.036000000000000004,Townhouse,0.079,0.009000000000000001,0.138,141000.0
3675,60690.0,151.4749985,0.057,0.040999999999999995,Townhouse,0.07400000000000001,0.009000000000000001,0.139,122760.0
3676,60690.0,168.589996,0.057,0.040999999999999995,Townhouse,0.07400000000000001,0.009000000000000001,0.139,149400.0
3677,60567.0,184.179993,0.055999999999999994,0.048,Townhouse,0.07,0.006999999999999999,0.149,157500.0
3678,60567.0,188.880005,0.055999999999999994,0.048,Townhouse,0.07,0.006999999999999999,0.149,225807.5
3679,60567.0,197.8499985,0.055999999999999994,0.048,Townhouse,0.07,0.006999999999999999,0.149,237950.0
3680,60567.0,203.25,0.055999999999999994,0.048,Townhouse,0.07,0.006999999999999999,0.149,236200.0
3681,65279.0,206.100006,0.038,0.055,Townhouse,0.06,0.006,0.121,242498.0
3682,65279.0,210.5,0.038,0.055,Townhouse,0.06,0.006,0.121,255300.0
3683,65279.0,206.754997,0.038,0.055,Townhouse,0.06,0.006,0.121,248170.0
3684,65279.0,205.774994,0.038,0.055,Townhouse,0.06,0.006,0.121,267500.0
3685,70164.0,207.8600005,0.035,0.054000000000000006,Townhouse,0.063,0.006,0.127,277000.0
3686,73047.0,233.7149965,0.027999999999999997,0.051,Townhouse,0.061,0.008,0.11599999999999999,175000.0
3687,73047.0,239.699997,0.027999999999999997,0.051,Townhouse,0.061,0.008,0.11599999999999999,245000.0
3688,73047.0,246.899994,0.027999999999999997,0.051,Townhouse,0.061,0.008,0.11599999999999999,175000.0
3689,73047.0,258.450012,0.027999999999999997,0.051,Townhouse,0.061,0.008,0.11599999999999999,271000.0
3690,76832.0,270.970001,0.038,0.044000000000000004,Townhouse,0.077,0.015,0.102,248500.0
3691,76832.0,285.070007,0.038,0.044000000000000004,Townhouse,0.077,0.015,0.102,254500.0
3692,76832.0,271.890015,0.038,0.044000000000000004,Townhouse,0.077,0.015,0.102,289326.5
3693,80742.0,274.459991,0.046,0.035,Townhouse,0.07200000000000001,0.013000000000000001,0.08800000000000001,293257.0
3694,80742.0,288.570007,0.046,0.035,Townhouse,0.07200000000000001,0.013000000000000001,0.08800000000000001,297744.5
3695,80742.0,297.18000750000004,0.046,0.035,Townhouse,0.07200000000000001,0.013000000000000001,0.08800000000000001,312463.0
3696,74782.0,323.57000750000003,0.033,0.028999999999999998,Townhouse,0.069,0.013999999999999999,0.09699999999999999,330000.0
3697,74782.0,387.029999,0.033,0.028999999999999998,Townhouse,0.069,0.013999999999999999,0.09699999999999999,467500.0
3698,74782.0,441.2749940000001,0.033,0.028999999999999998,Townhouse,0.069,0.013999999999999999,0.09699999999999999,427500.0
3699,74782.0,463.2099915,0.033,0.028999999999999998,Townhouse,0.069,0.013999999999999999,0.09699999999999999,430500.0
3700,119573.0,135.360001,0.035,0.031,All Residential,0.10800000000000001,0.0,0.04,440000.0
3701,119573.0,135.479996,0.035,0.031,All Residential,0.10800000000000001,0.0,0.04,465000.0
3702,119573.0,140.78999299999995,0.035,0.031,All Residential,0.10800000000000001,0.0,0.04,429000.0
3703,119573.0,142.1349945,0.035,0.031,All Residential,0.10800000000000001,0.0,0.04,525000.0
3704,120568.0,151.4749985,0.043,0.02,All Residential,0.09699999999999999,0.0,0.036000000000000004,466500.0
3705,120568.0,161.31999950000002,0.043,0.02,All Residential,0.09699999999999999,0.0,0.036000000000000004,625500.0
3706,120568.0,168.589996,0.043,0.02,All Residential,0.09699999999999999,0.0,0.036000000000000004,434000.0
3707,120568.0,178.120003,0.043,0.02,All Residential,0.09699999999999999,0.0,0.036000000000000004,529000.0
3708,108421.0,184.179993,0.046,0.024,All Residential,0.115,0.0,0.035,511750.0
3709,108421.0,188.880005,0.046,0.024,All Residential,0.115,0.0,0.035,532500.0
3710,108421.0,197.8499985,0.046,0.024,All Residential,0.115,0.0,0.035,555000.0
3711,108421.0,203.25,0.046,0.024,All Residential,0.115,0.0,0.035,533700.0
3712,105022.0,206.100006,0.043,0.03,All Residential,0.078,0.0,0.028999999999999998,525000.0
3713,105022.0,210.5,0.043,0.03,All Residential,0.078,0.0,0.028999999999999998,672500.0
3714,105022.0,206.754997,0.043,0.03,All Residential,0.078,0.0,0.028999999999999998,567250.0
3715,105022.0,205.774994,0.043,0.03,All Residential,0.078,0.0,0.028999999999999998,573000.0
3716,105086.0,193.660004,0.04,0.025,All Residential,0.062,0.0,0.035,585000.0
3717,105086.0,207.8600005,0.04,0.025,All Residential,0.062,0.0,0.035,551883.0
3718,105086.0,216.6449965,0.04,0.025,All Residential,0.062,0.0,0.035,669900.0
3719,105086.0,217.869995,0.04,0.025,All Residential,0.062,0.0,0.035,630000.0
3720,108750.0,233.7149965,0.03,0.027000000000000003,All Residential,0.08,0.0,0.040999999999999995,529750.0
3721,108750.0,239.699997,0.03,0.027000000000000003,All Residential,0.08,0.0,0.040999999999999995,632250.0
3722,108750.0,246.899994,0.03,0.027000000000000003,All Residential,0.08,0.0,0.040999999999999995,560000.0
3723,108750.0,258.450012,0.03,0.027000000000000003,All Residential,0.08,0.0,0.040999999999999995,716000.0
3724,112333.0,273.109985,0.027000000000000003,0.05,All Residential,0.083,0.0,0.043,536000.0
3725,112333.0,270.970001,0.027000000000000003,0.05,All Residential,0.083,0.0,0.043,685000.0
3726,112333.0,285.070007,0.027000000000000003,0.05,All Residential,0.083,0.0,0.043,645000.0
3727,112333.0,271.890015,0.027000000000000003,0.05,All Residential,0.083,0.0,0.043,552500.0
3728,124063.0,274.459991,0.02,0.035,All Residential,0.096,0.003,0.04,677785.0
3729,124063.0,288.570007,0.02,0.035,All Residential,0.096,0.003,0.04,725000.0
3730,124063.0,297.18000750000004,0.02,0.035,All Residential,0.096,0.003,0.04,667500.0
3731,124063.0,309.324997,0.02,0.035,All Residential,0.096,0.003,0.04,748500.0
3732,113614.0,323.57000750000003,0.028999999999999998,0.023,All Residential,0.094,0.003,0.034,680000.0
3733,113614.0,292.5,0.028999999999999998,0.023,All Residential,0.094,0.003,0.034,743470.0
3734,113614.0,332.5849915,0.028999999999999998,0.023,All Residential,0.094,0.003,0.034,770000.0
3735,113614.0,356.475006,0.028999999999999998,0.023,All Residential,0.094,0.003,0.034,766000.0
3736,113614.0,387.029999,0.028999999999999998,0.023,All Residential,0.094,0.003,0.034,523000.0
3737,113614.0,417.609985,0.028999999999999998,0.023,All Residential,0.094,0.003,0.034,1137500.0
3738,113614.0,441.2749940000001,0.028999999999999998,0.023,All Residential,0.094,0.003,0.034,1100100.0
3739,113614.0,463.2099915,0.028999999999999998,0.023,All Residential,0.094,0.003,0.034,902600.0
3740,119573.0,135.360001,0.035,0.031,Condo/Co-op,0.10800000000000001,0.0,0.04,159000.0
3741,119573.0,135.479996,0.035,0.031,Condo/Co-op,0.10800000000000001,0.0,0.04,177250.0
3742,119573.0,140.78999299999995,0.035,0.031,Condo/Co-op,0.10800000000000001,0.0,0.04,144250.0
3743,119573.0,142.1349945,0.035,0.031,Condo/Co-op,0.10800000000000001,0.0,0.04,174750.0
3744,120568.0,151.4749985,0.043,0.02,Condo/Co-op,0.09699999999999999,0.0,0.036000000000000004,165000.0
3745,120568.0,161.31999950000002,0.043,0.02,Condo/Co-op,0.09699999999999999,0.0,0.036000000000000004,169000.0
3746,120568.0,168.589996,0.043,0.02,Condo/Co-op,0.09699999999999999,0.0,0.036000000000000004,185000.0
3747,120568.0,178.120003,0.043,0.02,Condo/Co-op,0.09699999999999999,0.0,0.036000000000000004,187000.0
3748,108421.0,184.179993,0.046,0.024,Condo/Co-op,0.115,0.0,0.035,173000.0
3749,108421.0,188.880005,0.046,0.024,Condo/Co-op,0.115,0.0,0.035,171950.0
3750,108421.0,197.8499985,0.046,0.024,Condo/Co-op,0.115,0.0,0.035,185600.0
3751,108421.0,203.25,0.046,0.024,Condo/Co-op,0.115,0.0,0.035,210000.0
3752,105022.0,206.100006,0.043,0.03,Condo/Co-op,0.078,0.0,0.028999999999999998,183500.0
3753,105022.0,210.5,0.043,0.03,Condo/Co-op,0.078,0.0,0.028999999999999998,175500.0
3754,105022.0,206.754997,0.043,0.03,Condo/Co-op,0.078,0.0,0.028999999999999998,167748.0
3755,105022.0,205.774994,0.043,0.03,Condo/Co-op,0.078,0.0,0.028999999999999998,192500.0
3756,105086.0,193.660004,0.04,0.025,Condo/Co-op,0.062,0.0,0.035,179500.0
3757,105086.0,207.8600005,0.04,0.025,Condo/Co-op,0.062,0.0,0.035,186000.0
3758,105086.0,216.6449965,0.04,0.025,Condo/Co-op,0.062,0.0,0.035,195500.0
3759,105086.0,217.869995,0.04,0.025,Condo/Co-op,0.062,0.0,0.035,158000.0
3760,108750.0,233.7149965,0.03,0.027000000000000003,Condo/Co-op,0.08,0.0,0.040999999999999995,216250.0
3761,108750.0,239.699997,0.03,0.027000000000000003,Condo/Co-op,0.08,0.0,0.040999999999999995,192000.0
3762,108750.0,246.899994,0.03,0.027000000000000003,Condo/Co-op,0.08,0.0,0.040999999999999995,203500.0
3763,108750.0,258.450012,0.03,0.027000000000000003,Condo/Co-op,0.08,0.0,0.040999999999999995,263800.0
3764,112333.0,273.109985,0.027000000000000003,0.05,Condo/Co-op,0.083,0.0,0.043,176950.0
3765,112333.0,270.970001,0.027000000000000003,0.05,Condo/Co-op,0.083,0.0,0.043,217250.0
3766,112333.0,285.070007,0.027000000000000003,0.05,Condo/Co-op,0.083,0.0,0.043,229000.0
3767,112333.0,271.890015,0.027000000000000003,0.05,Condo/Co-op,0.083,0.0,0.043,195000.0
3768,124063.0,274.459991,0.02,0.035,Condo/Co-op,0.096,0.003,0.04,197750.0
3769,124063.0,288.570007,0.02,0.035,Condo/Co-op,0.096,0.003,0.04,238000.0
3770,124063.0,297.18000750000004,0.02,0.035,Condo/Co-op,0.096,0.003,0.04,216000.0
3771,124063.0,309.324997,0.02,0.035,Condo/Co-op,0.096,0.003,0.04,268000.0
3772,113614.0,323.57000750000003,0.028999999999999998,0.023,Condo/Co-op,0.094,0.003,0.034,218500.0
3773,113614.0,292.5,0.028999999999999998,0.023,Condo/Co-op,0.094,0.003,0.034,223000.0
3774,113614.0,332.5849915,0.028999999999999998,0.023,Condo/Co-op,0.094,0.003,0.034,241000.0
3775,113614.0,356.475006,0.028999999999999998,0.023,Condo/Co-op,0.094,0.003,0.034,239900.0
3776,113614.0,387.029999,0.028999999999999998,0.023,Condo/Co-op,0.094,0.003,0.034,227000.0
3777,113614.0,417.609985,0.028999999999999998,0.023,Condo/Co-op,0.094,0.003,0.034,340000.0
3778,113614.0,441.2749940000001,0.028999999999999998,0.023,Condo/Co-op,0.094,0.003,0.034,350000.0
3779,113614.0,463.2099915,0.028999999999999998,0.023,Condo/Co-op,0.094,0.003,0.034,357500.0
3780,119573.0,135.360001,0.035,0.031,Single Family Residential,0.10800000000000001,0.0,0.04,484750.0
3781,119573.0,135.479996,0.035,0.031,Single Family Residential,0.10800000000000001,0.0,0.04,507500.0
3782,119573.0,140.78999299999995,0.035,0.031,Single Family Residential,0.10800000000000001,0.0,0.04,521000.0
3783,119573.0,142.1349945,0.035,0.031,Single Family Residential,0.10800000000000001,0.0,0.04,637500.0
3784,120568.0,151.4749985,0.043,0.02,Single Family Residential,0.09699999999999999,0.0,0.036000000000000004,578000.0
3785,120568.0,161.31999950000002,0.043,0.02,Single Family Residential,0.09699999999999999,0.0,0.036000000000000004,700000.0
3786,120568.0,168.589996,0.043,0.02,Single Family Residential,0.09699999999999999,0.0,0.036000000000000004,695000.0
3787,120568.0,178.120003,0.043,0.02,Single Family Residential,0.09699999999999999,0.0,0.036000000000000004,634500.0
3788,108421.0,184.179993,0.046,0.024,Single Family Residential,0.115,0.0,0.035,593200.0
3789,108421.0,188.880005,0.046,0.024,Single Family Residential,0.115,0.0,0.035,645000.0
3790,108421.0,197.8499985,0.046,0.024,Single Family Residential,0.115,0.0,0.035,622450.0
3791,108421.0,203.25,0.046,0.024,Single Family Residential,0.115,0.0,0.035,659000.0
3792,105022.0,206.100006,0.043,0.03,Single Family Residential,0.078,0.0,0.028999999999999998,730000.0
3793,105022.0,210.5,0.043,0.03,Single Family Residential,0.078,0.0,0.028999999999999998,742500.0
3794,105022.0,206.754997,0.043,0.03,Single Family Residential,0.078,0.0,0.028999999999999998,747500.0
3795,105022.0,205.774994,0.043,0.03,Single Family Residential,0.078,0.0,0.028999999999999998,667500.0
3796,105086.0,193.660004,0.04,0.025,Single Family Residential,0.062,0.0,0.035,732230.5
3797,105086.0,207.8600005,0.04,0.025,Single Family Residential,0.062,0.0,0.035,697500.0
3798,105086.0,216.6449965,0.04,0.025,Single Family Residential,0.062,0.0,0.035,757500.0
3799,105086.0,217.869995,0.04,0.025,Single Family Residential,0.062,0.0,0.035,786825.0
3800,108750.0,233.7149965,0.03,0.027000000000000003,Single Family Residential,0.08,0.0,0.040999999999999995,617250.0
3801,108750.0,239.699997,0.03,0.027000000000000003,Single Family Residential,0.08,0.0,0.040999999999999995,735000.0
3802,108750.0,246.899994,0.03,0.027000000000000003,Single Family Residential,0.08,0.0,0.040999999999999995,769500.0
3803,108750.0,258.450012,0.03,0.027000000000000003,Single Family Residential,0.08,0.0,0.040999999999999995,795000.0
3804,112333.0,273.109985,0.027000000000000003,0.05,Single Family Residential,0.083,0.0,0.043,730000.0
3805,112333.0,270.970001,0.027000000000000003,0.05,Single Family Residential,0.083,0.0,0.043,785000.0
3806,112333.0,285.070007,0.027000000000000003,0.05,Single Family Residential,0.083,0.0,0.043,787500.0
3807,112333.0,271.890015,0.027000000000000003,0.05,Single Family Residential,0.083,0.0,0.043,654000.0
3808,124063.0,274.459991,0.02,0.035,Single Family Residential,0.096,0.003,0.04,800000.0
3809,124063.0,288.570007,0.02,0.035,Single Family Residential,0.096,0.003,0.04,855500.0
3810,124063.0,297.18000750000004,0.02,0.035,Single Family Residential,0.096,0.003,0.04,786250.0
3811,124063.0,309.324997,0.02,0.035,Single Family Residential,0.096,0.003,0.04,856000.0
3812,113614.0,323.57000750000003,0.028999999999999998,0.023,Single Family Residential,0.094,0.003,0.034,762500.0
3813,113614.0,292.5,0.028999999999999998,0.023,Single Family Residential,0.094,0.003,0.034,803000.0
3814,113614.0,332.5849915,0.028999999999999998,0.023,Single Family Residential,0.094,0.003,0.034,917000.0
3815,113614.0,356.475006,0.028999999999999998,0.023,Single Family Residential,0.094,0.003,0.034,1035000.0
3816,113614.0,387.029999,0.028999999999999998,0.023,Single Family Residential,0.094,0.003,0.034,1020000.0
3817,113614.0,417.609985,0.028999999999999998,0.023,Single Family Residential,0.094,0.003,0.034,1342000.0
3818,113614.0,441.2749940000001,0.028999999999999998,0.023,Single Family Residential,0.094,0.003,0.034,1225000.0
3819,113614.0,463.2099915,0.028999999999999998,0.023,Single Family Residential,0.094,0.003,0.034,1187500.0
3820,119573.0,135.479996,0.035,0.031,Townhouse,0.10800000000000001,0.0,0.04,415000.0
3821,108421.0,197.8499985,0.046,0.024,Townhouse,0.115,0.0,0.035,144000.0
3822,108750.0,246.899994,0.03,0.027000000000000003,Townhouse,0.08,0.0,0.040999999999999995,225000.0
3823,112333.0,273.109985,0.027000000000000003,0.05,Townhouse,0.083,0.0,0.043,208600.0
3824,124063.0,288.570007,0.02,0.035,Townhouse,0.096,0.003,0.04,234250.0
3825,113614.0,292.5,0.028999999999999998,0.023,Townhouse,0.094,0.003,0.034,224000.0
3826,113614.0,332.5849915,0.028999999999999998,0.023,Townhouse,0.094,0.003,0.034,249000.0
3827,113614.0,417.609985,0.028999999999999998,0.023,Townhouse,0.094,0.003,0.034,300000.0
3828,78265.0,135.360001,0.038,0.046,All Residential,0.106,0.025,0.033,385750.0
3829,78265.0,135.479996,0.038,0.046,All Residential,0.106,0.025,0.033,447000.0
3830,78265.0,140.78999299999995,0.038,0.046,All Residential,0.106,0.025,0.033,463500.0
3831,78265.0,142.1349945,0.038,0.046,All Residential,0.106,0.025,0.033,475000.0
3832,75269.0,151.4749985,0.042,0.054000000000000006,All Residential,0.11,0.027999999999999997,0.035,464900.0
3833,75269.0,161.31999950000002,0.042,0.054000000000000006,All Residential,0.11,0.027999999999999997,0.035,476350.0
3834,75269.0,168.589996,0.042,0.054000000000000006,All Residential,0.11,0.027999999999999997,0.035,474000.0
3835,75269.0,178.120003,0.042,0.054000000000000006,All Residential,0.11,0.027999999999999997,0.035,499950.0
3836,79315.0,184.179993,0.045,0.054000000000000006,All Residential,0.11,0.025,0.03,469750.0
3837,79315.0,188.880005,0.045,0.054000000000000006,All Residential,0.11,0.025,0.03,580000.0
3838,79315.0,197.8499985,0.045,0.054000000000000006,All Residential,0.11,0.025,0.03,559500.0
3839,79315.0,203.25,0.045,0.054000000000000006,All Residential,0.11,0.025,0.03,535000.0
3840,82892.0,206.100006,0.038,0.043,All Residential,0.11599999999999999,0.021,0.035,530000.0
3841,82892.0,210.5,0.038,0.043,All Residential,0.11599999999999999,0.021,0.035,559750.0
3842,82892.0,206.754997,0.038,0.043,All Residential,0.11599999999999999,0.021,0.035,545025.0
3843,82892.0,205.774994,0.038,0.043,All Residential,0.11599999999999999,0.021,0.035,584500.0
3844,83438.0,193.660004,0.038,0.036000000000000004,All Residential,0.09699999999999999,0.026000000000000002,0.042,595000.0
3845,83438.0,207.8600005,0.038,0.036000000000000004,All Residential,0.09699999999999999,0.026000000000000002,0.042,622300.0
3846,83438.0,216.6449965,0.038,0.036000000000000004,All Residential,0.09699999999999999,0.026000000000000002,0.042,587500.0
3847,83438.0,217.869995,0.038,0.036000000000000004,All Residential,0.09699999999999999,0.026000000000000002,0.042,621000.0
3848,89099.0,233.7149965,0.033,0.034,All Residential,0.092,0.025,0.04,611000.0
3849,89099.0,239.699997,0.033,0.034,All Residential,0.092,0.025,0.04,649500.0
3850,89099.0,246.899994,0.033,0.034,All Residential,0.092,0.025,0.04,637000.0
3851,89099.0,258.450012,0.033,0.034,All Residential,0.092,0.025,0.04,566000.0
3852,94048.0,273.109985,0.027999999999999997,0.019,All Residential,0.09300000000000001,0.019,0.043,632000.0
3853,94048.0,270.970001,0.027999999999999997,0.019,All Residential,0.09300000000000001,0.019,0.043,692000.0
3854,94048.0,285.070007,0.027999999999999997,0.019,All Residential,0.09300000000000001,0.019,0.043,721500.0
3855,94048.0,271.890015,0.027999999999999997,0.019,All Residential,0.09300000000000001,0.019,0.043,689000.0
3856,94851.0,274.459991,0.022000000000000002,0.016,All Residential,0.1,0.022000000000000002,0.038,630500.0
3857,94851.0,288.570007,0.022000000000000002,0.016,All Residential,0.1,0.022000000000000002,0.038,697950.0
3858,94851.0,297.18000750000004,0.022000000000000002,0.016,All Residential,0.1,0.022000000000000002,0.038,685000.0
3859,94851.0,309.324997,0.022000000000000002,0.016,All Residential,0.1,0.022000000000000002,0.038,755000.0
3860,85586.0,323.57000750000003,0.040999999999999995,0.021,All Residential,0.094,0.024,0.034,768259.5
3861,85586.0,292.5,0.040999999999999995,0.021,All Residential,0.094,0.024,0.034,825000.0
3862,85586.0,332.5849915,0.040999999999999995,0.021,All Residential,0.094,0.024,0.034,837358.0
3863,85586.0,356.475006,0.040999999999999995,0.021,All Residential,0.094,0.024,0.034,755000.0
3864,85586.0,387.029999,0.040999999999999995,0.021,All Residential,0.094,0.024,0.034,777500.0
3865,85586.0,417.609985,0.040999999999999995,0.021,All Residential,0.094,0.024,0.034,990500.0
3866,85586.0,441.2749940000001,0.040999999999999995,0.021,All Residential,0.094,0.024,0.034,918000.0
3867,85586.0,463.2099915,0.040999999999999995,0.021,All Residential,0.094,0.024,0.034,1150000.0
3868,78265.0,135.360001,0.038,0.046,Condo/Co-op,0.106,0.025,0.033,150000.0
3869,78265.0,135.479996,0.038,0.046,Condo/Co-op,0.106,0.025,0.033,149000.0
3870,78265.0,140.78999299999995,0.038,0.046,Condo/Co-op,0.106,0.025,0.033,145000.0
3871,78265.0,142.1349945,0.038,0.046,Condo/Co-op,0.106,0.025,0.033,172000.0
3872,75269.0,151.4749985,0.042,0.054000000000000006,Condo/Co-op,0.11,0.027999999999999997,0.035,191500.0
3873,75269.0,161.31999950000002,0.042,0.054000000000000006,Condo/Co-op,0.11,0.027999999999999997,0.035,174352.5
3874,75269.0,168.589996,0.042,0.054000000000000006,Condo/Co-op,0.11,0.027999999999999997,0.035,193850.0
3875,75269.0,178.120003,0.042,0.054000000000000006,Condo/Co-op,0.11,0.027999999999999997,0.035,217500.0
3876,79315.0,184.179993,0.045,0.054000000000000006,Condo/Co-op,0.11,0.025,0.03,211500.0
3877,79315.0,188.880005,0.045,0.054000000000000006,Condo/Co-op,0.11,0.025,0.03,157950.0
3878,79315.0,197.8499985,0.045,0.054000000000000006,Condo/Co-op,0.11,0.025,0.03,170000.0
3879,79315.0,203.25,0.045,0.054000000000000006,Condo/Co-op,0.11,0.025,0.03,196883.5
3880,82892.0,206.100006,0.038,0.043,Condo/Co-op,0.11599999999999999,0.021,0.035,220000.0
3881,82892.0,210.5,0.038,0.043,Condo/Co-op,0.11599999999999999,0.021,0.035,214000.0
3882,82892.0,206.754997,0.038,0.043,Condo/Co-op,0.11599999999999999,0.021,0.035,222281.5
3883,82892.0,205.774994,0.038,0.043,Condo/Co-op,0.11599999999999999,0.021,0.035,222800.0
3884,83438.0,193.660004,0.038,0.036000000000000004,Condo/Co-op,0.09699999999999999,0.026000000000000002,0.042,216050.0
3885,83438.0,207.8600005,0.038,0.036000000000000004,Condo/Co-op,0.09699999999999999,0.026000000000000002,0.042,209500.0
3886,83438.0,216.6449965,0.038,0.036000000000000004,Condo/Co-op,0.09699999999999999,0.026000000000000002,0.042,214000.0
3887,83438.0,217.869995,0.038,0.036000000000000004,Condo/Co-op,0.09699999999999999,0.026000000000000002,0.042,197000.0
3888,89099.0,233.7149965,0.033,0.034,Condo/Co-op,0.092,0.025,0.04,245000.0
3889,89099.0,239.699997,0.033,0.034,Condo/Co-op,0.092,0.025,0.04,265000.0
3890,89099.0,246.899994,0.033,0.034,Condo/Co-op,0.092,0.025,0.04,202500.0
3891,89099.0,258.450012,0.033,0.034,Condo/Co-op,0.092,0.025,0.04,233500.0
3892,94048.0,273.109985,0.027999999999999997,0.019,Condo/Co-op,0.09300000000000001,0.019,0.043,255000.0
3893,94048.0,270.970001,0.027999999999999997,0.019,Condo/Co-op,0.09300000000000001,0.019,0.043,245000.0
3894,94048.0,285.070007,0.027999999999999997,0.019,Condo/Co-op,0.09300000000000001,0.019,0.043,227500.0
3895,94048.0,271.890015,0.027999999999999997,0.019,Condo/Co-op,0.09300000000000001,0.019,0.043,271500.0
3896,94851.0,274.459991,0.022000000000000002,0.016,Condo/Co-op,0.1,0.022000000000000002,0.038,245000.0
3897,94851.0,288.570007,0.022000000000000002,0.016,Condo/Co-op,0.1,0.022000000000000002,0.038,238000.0
3898,94851.0,297.18000750000004,0.022000000000000002,0.016,Condo/Co-op,0.1,0.022000000000000002,0.038,261000.0
3899,94851.0,309.324997,0.022000000000000002,0.016,Condo/Co-op,0.1,0.022000000000000002,0.038,335000.0
3900,85586.0,323.57000750000003,0.040999999999999995,0.021,Condo/Co-op,0.094,0.024,0.034,285500.0
3901,85586.0,292.5,0.040999999999999995,0.021,Condo/Co-op,0.094,0.024,0.034,377450.0
3902,85586.0,332.5849915,0.040999999999999995,0.021,Condo/Co-op,0.094,0.024,0.034,277500.0
3903,85586.0,356.475006,0.040999999999999995,0.021,Condo/Co-op,0.094,0.024,0.034,568500.0
3904,85586.0,387.029999,0.040999999999999995,0.021,Condo/Co-op,0.094,0.024,0.034,435175.0
3905,85586.0,417.609985,0.040999999999999995,0.021,Condo/Co-op,0.094,0.024,0.034,527000.0
3906,85586.0,441.2749940000001,0.040999999999999995,0.021,Condo/Co-op,0.094,0.024,0.034,531000.0
3907,85586.0,463.2099915,0.040999999999999995,0.021,Condo/Co-op,0.094,0.024,0.034,348250.0
3908,78265.0,135.360001,0.038,0.046,Multi-Family (2-4 Unit),0.106,0.025,0.033,390000.0
3909,78265.0,135.479996,0.038,0.046,Multi-Family (2-4 Unit),0.106,0.025,0.033,312500.0
3910,78265.0,140.78999299999995,0.038,0.046,Multi-Family (2-4 Unit),0.106,0.025,0.033,312450.0
3911,78265.0,142.1349945,0.038,0.046,Multi-Family (2-4 Unit),0.106,0.025,0.033,314500.0
3912,75269.0,161.31999950000002,0.042,0.054000000000000006,Multi-Family (2-4 Unit),0.11,0.027999999999999997,0.035,455000.0
3913,75269.0,168.589996,0.042,0.054000000000000006,Multi-Family (2-4 Unit),0.11,0.027999999999999997,0.035,422450.0
3914,75269.0,178.120003,0.042,0.054000000000000006,Multi-Family (2-4 Unit),0.11,0.027999999999999997,0.035,389500.0
3915,79315.0,188.880005,0.045,0.054000000000000006,Multi-Family (2-4 Unit),0.11,0.025,0.03,394900.0
3916,79315.0,197.8499985,0.045,0.054000000000000006,Multi-Family (2-4 Unit),0.11,0.025,0.03,417500.0
3917,79315.0,203.25,0.045,0.054000000000000006,Multi-Family (2-4 Unit),0.11,0.025,0.03,359750.0
3918,82892.0,210.5,0.038,0.043,Multi-Family (2-4 Unit),0.11599999999999999,0.021,0.035,431000.0
3919,82892.0,206.754997,0.038,0.043,Multi-Family (2-4 Unit),0.11599999999999999,0.021,0.035,395000.0
3920,82892.0,205.774994,0.038,0.043,Multi-Family (2-4 Unit),0.11599999999999999,0.021,0.035,415000.0
3921,83438.0,207.8600005,0.038,0.036000000000000004,Multi-Family (2-4 Unit),0.09699999999999999,0.026000000000000002,0.042,400000.0
3922,83438.0,216.6449965,0.038,0.036000000000000004,Multi-Family (2-4 Unit),0.09699999999999999,0.026000000000000002,0.042,453820.0
3923,89099.0,233.7149965,0.033,0.034,Multi-Family (2-4 Unit),0.092,0.025,0.04,519000.0
3924,89099.0,246.899994,0.033,0.034,Multi-Family (2-4 Unit),0.092,0.025,0.04,427500.0
