,zipcode,Quarter,median_income,SPY,Unemployment,mobility_withUS,property_type,mobility_withincounty,mobility_abroad,mobility_withinstate
254,78619,2022-10,149156.1964,543.8412714585633,-0.0344,0.025,Townhouse,0.012,0.034,0.025
255,78620,2022-04,118679.3628,493.8764550844589,0.0114,0.028,All Residential,0.038,0.005,0.043
256,78620,2022-07,118679.3628,520.4899930411716,0.0114,0.028,All Residential,0.038,0.005,0.043
257,78620,2022-10,118679.3628,543.8412714585633,0.0114,0.028,All Residential,0.038,0.005,0.043
258,78620,2022-04,118679.3628,493.8764550844589,0.0114,0.028,Condo/Co-op,0.038,0.005,0.043
259,78620,2022-07,118679.3628,520.4899930411716,0.0114,0.028,Condo/Co-op,0.038,0.005,0.043
260,78620,2022-10,118679.3628,543.8412714585633,0.0114,0.028,Condo/Co-op,0.038,0.005,0.043
261,78620,2022-04,118679.3628,493.8764550844589,0.0114,0.028,Multi-Family (2-4 Unit),0.038,0.005,0.043
262,78620,2022-07,118679.3628,520.4899930411716,0.0114,0.028,Multi-Family (2-4 Unit),0.038,0.005,0.043
263,78620,2022-10,118679.3628,543.8412714585633,0.0114,0.028,Multi-Family (2-4 Unit),0.038,0.005,0.043
264,78620,2022-04,118679.3628,493.8764550844589,0.0114,0.028,Single Family Residential,0.038,0.005,0.043
265,78620,2022-07,118679.3628,520.4899930411716,0.0114,0.028,Single Family Residential,0.038,0.005,0.043
266,78620,2022-10,118679.3628,543.8412714585633,0.0114,0.028,Single Family Residential,0.038,0.005,0.043
267,78620,2022-04,118679.3628,493.8764550844589,0.0114,0.028,Townhouse,0.038,0.005,0.043
268,78620,2022-07,118679.3628,520.4899930411716,0.0114,0.028,Townhouse,0.038,0.005,0.043
269,78620,2022-10,118679.3628,543.8412714585633,0.0114,0.028,Townhouse,0.038,0.005,0.043
270,78621,2022-04,89947.2975,493.8764550844589,0.0741,0.014,All Residential,0.05,0.001,0.086
271,78621,2022-07,89947.2975,520.4899930411716,0.0741,0.014,All Residential,0.05,0.001,0.086
272,78621,2022-10,89947.2975,543.8412714585633,0.0741,0.014,All Residential,0.05,0.001,0.086
273,78621,2022-04,89947.2975,493.8764550844589,0.0741,0.014,Condo/Co-op,0.05,0.001,0.086
274,78621,2022-07,89947.2975,520.4899930411716,0.0741,0.014,Condo/Co-op,0.05,0.001,0.086
275,78621,2022-10,89947.2975,543.8412714585633,0.0741,0.014,Condo/Co-op,0.05,0.001,0.086
276,78621,2022-04,89947.2975,493.8764550844589,0.0741,0.014,Multi-Family (2-4 Unit),0.05,0.001,0.086
277,78621,2022-07,89947.2975,520.4899930411716,0.0741,0.014,Multi-Family (2-4 Unit),0.05,0.001,0.086
278,78621,2022-10,89947.2975,543.8412714585633,0.0741,0.014,Multi-Family (2-4 Unit),0.05,0.001,0.086
279,78621,2022-04,89947.2975,493.8764550844589,0.0741,0.014,Single Family Residential,0.05,0.001,0.086
280,78621,2022-07,89947.2975,520.4899930411716,0.0741,0.014,Single Family Residential,0.05,0.001,0.086
281,78621,2022-10,89947.2975,543.8412714585633,0.0741,0.014,Single Family Residential,0.05,0.001,0.086
282,78621,2022-04,89947.2975,493.8764550844589,0.0741,0.014,Townhouse,0.05,0.001,0.086
283,78621,2022-07,89947.2975,520.4899930411716,0.0741,0.014,Townhouse,0.05,0.001,0.086
284,78621,2022-10,89947.2975,543.8412714585633,0.0741,0.014,Townhouse,0.05,0.001,0.086
285,78622,2022-04,61671.2675,493.8764550844589,-0.0003,0.0,All Residential,0.0,0.0,0.0
286,78622,2022-07,61671.2675,520.4899930411716,-0.0003,0.0,All Residential,0.0,0.0,0.0
287,78622,2022-10,61671.2675,543.8412714585633,-0.0003,0.0,All Residential,0.0,0.0,0.0
288,78622,2022-04,61671.2675,493.8764550844589,-0.0003,0.0,Condo/Co-op,0.0,0.0,0.0
289,78622,2022-07,61671.2675,520.4899930411716,-0.0003,0.0,Condo/Co-op,0.0,0.0,0.0
290,78622,2022-10,61671.2675,543.8412714585633,-0.0003,0.0,Condo/Co-op,0.0,0.0,0.0
291,78622,2022-04,61671.2675,493.8764550844589,-0.0003,0.0,Multi-Family (2-4 Unit),0.0,0.0,0.0
292,78622,2022-07,61671.2675,520.4899930411716,-0.0003,0.0,Multi-Family (2-4 Unit),0.0,0.0,0.0
293,78622,2022-10,61671.2675,543.8412714585633,-0.0003,0.0,Multi-Family (2-4 Unit),0.0,0.0,0.0
294,78622,2022-04,61671.2675,493.8764550844589,-0.0003,0.0,Single Family Residential,0.0,0.0,0.0
295,78622,2022-07,61671.2675,520.4899930411716,-0.0003,0.0,Single Family Residential,0.0,0.0,0.0
296,78622,2022-10,61671.2675,543.8412714585633,-0.0003,0.0,Single Family Residential,0.0,0.0,0.0
297,78622,2022-04,61671.2675,493.8764550844589,-0.0003,0.0,Townhouse,0.0,0.0,0.0
298,78622,2022-07,61671.2675,520.4899930411716,-0.0003,0.0,Townhouse,0.0,0.0,0.0
299,78622,2022-10,61671.2675,543.8412714585633,-0.0003,0.0,Townhouse,0.0,0.0,0.0
300,78626,2022-04,81267.1552,493.8764550844589,0.0615,0.024,All Residential,0.107,0.002,0.057
301,78626,2022-07,81267.1552,520.4899930411716,0.0615,0.024,All Residential,0.107,0.002,0.057
302,78626,2022-10,81267.1552,543.8412714585633,0.0615,0.024,All Residential,0.107,0.002,0.057
303,78626,2022-04,81267.1552,493.8764550844589,0.0615,0.024,Condo/Co-op,0.107,0.002,0.057
304,78626,2022-07,81267.1552,520.4899930411716,0.0615,0.024,Condo/Co-op,0.107,0.002,0.057
305,78626,2022-10,81267.1552,543.8412714585633,0.0615,0.024,Condo/Co-op,0.107,0.002,0.057
306,78626,2022-04,81267.1552,493.8764550844589,0.0615,0.024,Multi-Family (2-4 Unit),0.107,0.002,0.057
307,78626,2022-07,81267.1552,520.4899930411716,0.0615,0.024,Multi-Family (2-4 Unit),0.107,0.002,0.057
308,78626,2022-10,81267.1552,543.8412714585633,0.0615,0.024,Multi-Family (2-4 Unit),0.107,0.002,0.057
309,78626,2022-04,81267.1552,493.8764550844589,0.0615,0.024,Single Family Residential,0.107,0.002,0.057
310,78626,2022-07,81267.1552,520.4899930411716,0.0615,0.024,Single Family Residential,0.107,0.002,0.057
311,78626,2022-10,81267.1552,543.8412714585633,0.0615,0.024,Single Family Residential,0.107,0.002,0.057
312,78626,2022-04,81267.1552,493.8764550844589,0.0615,0.024,Townhouse,0.107,0.002,0.057
313,78626,2022-07,81267.1552,520.4899930411716,0.0615,0.024,Townhouse,0.107,0.002,0.057
314,78626,2022-10,81267.1552,543.8412714585633,0.0615,0.024,Townhouse,0.107,0.002,0.057
315,78628,2022-04,108549.9617,493.8764550844589,0.0441,0.023,All Residential,0.072,0.006,0.042
316,78628,2022-07,108549.9617,520.4899930411716,0.0441,0.023,All Residential,0.072,0.006,0.042
317,78628,2022-10,108549.9617,543.8412714585633,0.0441,0.023,All Residential,0.072,0.006,0.042
318,78628,2022-04,108549.9617,493.8764550844589,0.0441,0.023,Condo/Co-op,0.072,0.006,0.042
319,78628,2022-07,108549.9617,520.4899930411716,0.0441,0.023,Condo/Co-op,0.072,0.006,0.042
320,78628,2022-10,108549.9617,543.8412714585633,0.0441,0.023,Condo/Co-op,0.072,0.006,0.042
321,78628,2022-04,108549.9617,493.8764550844589,0.0441,0.023,Multi-Family (2-4 Unit),0.072,0.006,0.042
322,78628,2022-07,108549.9617,520.4899930411716,0.0441,0.023,Multi-Family (2-4 Unit),0.072,0.006,0.042
323,78628,2022-10,108549.9617,543.8412714585633,0.0441,0.023,Multi-Family (2-4 Unit),0.072,0.006,0.042
324,78628,2022-04,108549.9617,493.8764550844589,0.0441,0.023,Single Family Residential,0.072,0.006,0.042
325,78628,2022-07,108549.9617,520.4899930411716,0.0441,0.023,Single Family Residential,0.072,0.006,0.042
326,78628,2022-10,108549.9617,543.8412714585633,0.0441,0.023,Single Family Residential,0.072,0.006,0.042
327,78628,2022-04,108549.9617,493.8764550844589,0.0441,0.023,Townhouse,0.072,0.006,0.042
328,78628,2022-07,108549.9617,520.4899930411716,0.0441,0.023,Townhouse,0.072,0.006,0.042
329,78628,2022-10,108549.9617,543.8412714585633,0.0441,0.023,Townhouse,0.072,0.006,0.042
330,78633,2022-04,84318.7724,493.8764550844589,0.0299,0.03,All Residential,0.036,0.001,0.035
331,78633,2022-07,84318.7724,520.4899930411716,0.0299,0.03,All Residential,0.036,0.001,0.035
332,78633,2022-10,84318.7724,543.8412714585633,0.0299,0.03,All Residential,0.036,0.001,0.035
333,78633,2022-04,84318.7724,493.8764550844589,0.0299,0.03,Condo/Co-op,0.036,0.001,0.035
334,78633,2022-07,84318.7724,520.4899930411716,0.0299,0.03,Condo/Co-op,0.036,0.001,0.035
335,78633,2022-10,84318.7724,543.8412714585633,0.0299,0.03,Condo/Co-op,0.036,0.001,0.035
336,78633,2022-04,84318.7724,493.8764550844589,0.0299,0.03,Multi-Family (2-4 Unit),0.036,0.001,0.035
337,78633,2022-07,84318.7724,520.4899930411716,0.0299,0.03,Multi-Family (2-4 Unit),0.036,0.001,0.035
338,78633,2022-10,84318.7724,543.8412714585633,0.0299,0.03,Multi-Family (2-4 Unit),0.036,0.001,0.035
339,78633,2022-04,84318.7724,493.8764550844589,0.0299,0.03,Single Family Residential,0.036,0.001,0.035
340,78633,2022-07,84318.7724,520.4899930411716,0.0299,0.03,Single Family Residential,0.036,0.001,0.035
341,78633,2022-10,84318.7724,543.8412714585633,0.0299,0.03,Single Family Residential,0.036,0.001,0.035
342,78633,2022-04,84318.7724,493.8764550844589,0.0299,0.03,Townhouse,0.036,0.001,0.035
343,78633,2022-07,84318.7724,520.4899930411716,0.0299,0.03,Townhouse,0.036,0.001,0.035
344,78633,2022-10,84318.7724,543.8412714585633,0.0299,0.03,Townhouse,0.036,0.001,0.035
345,78634,2022-04,84131.4909,493.8764550844589,0.0641,0.021,All Residential,0.088,0.006,0.059
346,78634,2022-07,84131.4909,520.4899930411716,0.0641,0.021,All Residential,0.088,0.006,0.059
347,78634,2022-10,84131.4909,543.8412714585633,0.0641,0.021,All Residential,0.088,0.006,0.059
348,78634,2022-04,84131.4909,493.8764550844589,0.0641,0.021,Condo/Co-op,0.088,0.006,0.059
349,78634,2022-07,84131.4909,520.4899930411716,0.0641,0.021,Condo/Co-op,0.088,0.006,0.059
350,78634,2022-10,84131.4909,543.8412714585633,0.0641,0.021,Condo/Co-op,0.088,0.006,0.059
351,78634,2022-04,84131.4909,493.8764550844589,0.0641,0.021,Multi-Family (2-4 Unit),0.088,0.006,0.059
352,78634,2022-07,84131.4909,520.4899930411716,0.0641,0.021,Multi-Family (2-4 Unit),0.088,0.006,0.059
353,78634,2022-10,84131.4909,543.8412714585633,0.0641,0.021,Multi-Family (2-4 Unit),0.088,0.006,0.059
354,78634,2022-04,84131.4909,493.8764550844589,0.0641,0.021,Single Family Residential,0.088,0.006,0.059
355,78634,2022-07,84131.4909,520.4899930411716,0.0641,0.021,Single Family Residential,0.088,0.006,0.059
356,78634,2022-10,84131.4909,543.8412714585633,0.0641,0.021,Single Family Residential,0.088,0.006,0.059
357,78634,2022-04,84131.4909,493.8764550844589,0.0641,0.021,Townhouse,0.088,0.006,0.059
358,78634,2022-07,84131.4909,520.4899930411716,0.0641,0.021,Townhouse,0.088,0.006,0.059
359,78634,2022-10,84131.4909,543.8412714585633,0.0641,0.021,Townhouse,0.088,0.006,0.059
360,78640,2022-04,78077.5529,493.8764550844589,0.0336,0.008,All Residential,0.047,0.003,0.061
361,78640,2022-07,78077.5529,520.4899930411716,0.0336,0.008,All Residential,0.047,0.003,0.061
362,78640,2022-10,78077.5529,543.8412714585633,0.0336,0.008,All Residential,0.047,0.003,0.061
363,78640,2022-04,78077.5529,493.8764550844589,0.0336,0.008,Condo/Co-op,0.047,0.003,0.061
364,78640,2022-07,78077.5529,520.4899930411716,0.0336,0.008,Condo/Co-op,0.047,0.003,0.061
365,78640,2022-10,78077.5529,543.8412714585633,0.0336,0.008,Condo/Co-op,0.047,0.003,0.061
366,78640,2022-04,78077.5529,493.8764550844589,0.0336,0.008,Multi-Family (2-4 Unit),0.047,0.003,0.061
367,78640,2022-07,78077.5529,520.4899930411716,0.0336,0.008,Multi-Family (2-4 Unit),0.047,0.003,0.061
368,78640,2022-10,78077.5529,543.8412714585633,0.0336,0.008,Multi-Family (2-4 Unit),0.047,0.003,0.061
369,78640,2022-04,78077.5529,493.8764550844589,0.0336,0.008,Single Family Residential,0.047,0.003,0.061
370,78640,2022-07,78077.5529,520.4899930411716,0.0336,0.008,Single Family Residential,0.047,0.003,0.061
371,78640,2022-10,78077.5529,543.8412714585633,0.0336,0.008,Single Family Residential,0.047,0.003,0.061
372,78640,2022-04,78077.5529,493.8764550844589,0.0336,0.008,Townhouse,0.047,0.003,0.061
373,78640,2022-07,78077.5529,520.4899930411716,0.0336,0.008,Townhouse,0.047,0.003,0.061
374,78640,2022-10,78077.5529,543.8412714585633,0.0336,0.008,Townhouse,0.047,0.003,0.061
375,78641,2022-04,110833.4007,493.8764550844589,0.0433,0.022,All Residential,0.089,0.003,0.051
376,78641,2022-07,110833.4007,520.4899930411716,0.0433,0.022,All Residential,0.089,0.003,0.051
377,78641,2022-10,110833.4007,543.8412714585633,0.0433,0.022,All Residential,0.089,0.003,0.051
378,78641,2022-04,110833.4007,493.8764550844589,0.0433,0.022,Condo/Co-op,0.089,0.003,0.051
379,78641,2022-07,110833.4007,520.4899930411716,0.0433,0.022,Condo/Co-op,0.089,0.003,0.051
380,78641,2022-10,110833.4007,543.8412714585633,0.0433,0.022,Condo/Co-op,0.089,0.003,0.051
381,78641,2022-04,110833.4007,493.8764550844589,0.0433,0.022,Multi-Family (2-4 Unit),0.089,0.003,0.051
382,78641,2022-07,110833.4007,520.4899930411716,0.0433,0.022,Multi-Family (2-4 Unit),0.089,0.003,0.051
383,78641,2022-10,110833.4007,543.8412714585633,0.0433,0.022,Multi-Family (2-4 Unit),0.089,0.003,0.051
384,78641,2022-04,110833.4007,493.8764550844589,0.0433,0.022,Single Family Residential,0.089,0.003,0.051
385,78641,2022-07,110833.4007,520.4899930411716,0.0433,0.022,Single Family Residential,0.089,0.003,0.051
386,78641,2022-10,110833.4007,543.8412714585633,0.0433,0.022,Single Family Residential,0.089,0.003,0.051
387,78641,2022-04,110833.4007,493.8764550844589,0.0433,0.022,Townhouse,0.089,0.003,0.051
388,78641,2022-07,110833.4007,520.4899930411716,0.0433,0.022,Townhouse,0.089,0.003,0.051
389,78641,2022-10,110833.4007,543.8412714585633,0.0433,0.022,Townhouse,0.089,0.003,0.051
390,78642,2022-04,97592.9563,493.8764550844589,0.054,0.019,All Residential,0.086,0.004,0.035
391,78642,2022-07,97592.9563,520.4899930411716,0.054,0.019,All Residential,0.086,0.004,0.035
392,78642,2022-10,97592.9563,543.8412714585633,0.054,0.019,All Residential,0.086,0.004,0.035
393,78642,2022-04,97592.9563,493.8764550844589,0.054,0.019,Condo/Co-op,0.086,0.004,0.035
394,78642,2022-07,97592.9563,520.4899930411716,0.054,0.019,Condo/Co-op,0.086,0.004,0.035
395,78642,2022-10,97592.9563,543.8412714585633,0.054,0.019,Condo/Co-op,0.086,0.004,0.035
396,78642,2022-04,97592.9563,493.8764550844589,0.054,0.019,Multi-Family (2-4 Unit),0.086,0.004,0.035
397,78642,2022-07,97592.9563,520.4899930411716,0.054,0.019,Multi-Family (2-4 Unit),0.086,0.004,0.035
398,78642,2022-10,97592.9563,543.8412714585633,0.054,0.019,Multi-Family (2-4 Unit),0.086,0.004,0.035
399,78642,2022-04,97592.9563,493.8764550844589,0.054,0.019,Single Family Residential,0.086,0.004,0.035
400,78642,2022-07,97592.9563,520.4899930411716,0.054,0.019,Single Family Residential,0.086,0.004,0.035
401,78642,2022-10,97592.9563,543.8412714585633,0.054,0.019,Single Family Residential,0.086,0.004,0.035
402,78642,2022-04,97592.9563,493.8764550844589,0.054,0.019,Townhouse,0.086,0.004,0.035
403,78642,2022-07,97592.9563,520.4899930411716,0.054,0.019,Townhouse,0.086,0.004,0.035
404,78642,2022-10,97592.9563,543.8412714585633,0.054,0.019,Townhouse,0.086,0.004,0.035
405,78644,2022-04,59597.3527,493.8764550844589,0.0078,0.009,All Residential,0.035,0.002,0.083
406,78644,2022-07,59597.3527,520.4899930411716,0.0078,0.009,All Residential,0.035,0.002,0.083
407,78644,2022-10,59597.3527,543.8412714585633,0.0078,0.009,All Residential,0.035,0.002,0.083
408,78644,2022-04,59597.3527,493.8764550844589,0.0078,0.009,Condo/Co-op,0.035,0.002,0.083
409,78644,2022-07,59597.3527,520.4899930411716,0.0078,0.009,Condo/Co-op,0.035,0.002,0.083
410,78644,2022-10,59597.3527,543.8412714585633,0.0078,0.009,Condo/Co-op,0.035,0.002,0.083
411,78644,2022-04,59597.3527,493.8764550844589,0.0078,0.009,Multi-Family (2-4 Unit),0.035,0.002,0.083
412,78644,2022-07,59597.3527,520.4899930411716,0.0078,0.009,Multi-Family (2-4 Unit),0.035,0.002,0.083
413,78644,2022-10,59597.3527,543.8412714585633,0.0078,0.009,Multi-Family (2-4 Unit),0.035,0.002,0.083
414,78644,2022-04,59597.3527,493.8764550844589,0.0078,0.009,Single Family Residential,0.035,0.002,0.083
415,78644,2022-07,59597.3527,520.4899930411716,0.0078,0.009,Single Family Residential,0.035,0.002,0.083
416,78644,2022-10,59597.3527,543.8412714585633,0.0078,0.009,Single Family Residential,0.035,0.002,0.083
417,78644,2022-04,59597.3527,493.8764550844589,0.0078,0.009,Townhouse,0.035,0.002,0.083
418,78644,2022-07,59597.3527,520.4899930411716,0.0078,0.009,Townhouse,0.035,0.002,0.083
419,78644,2022-10,59597.3527,543.8412714585633,0.0078,0.009,Townhouse,0.035,0.002,0.083
420,78645,2022-04,83766.3221,493.8764550844589,0.0396,0.007,All Residential,0.038,0.004,0.031
421,78645,2022-07,83766.3221,520.4899930411716,0.0396,0.007,All Residential,0.038,0.004,0.031
422,78645,2022-10,83766.3221,543.8412714585633,0.0396,0.007,All Residential,0.038,0.004,0.031
423,78645,2022-04,83766.3221,493.8764550844589,0.0396,0.007,Condo/Co-op,0.038,0.004,0.031
424,78645,2022-07,83766.3221,520.4899930411716,0.0396,0.007,Condo/Co-op,0.038,0.004,0.031
425,78645,2022-10,83766.3221,543.8412714585633,0.0396,0.007,Condo/Co-op,0.038,0.004,0.031
426,78645,2022-04,83766.3221,493.8764550844589,0.0396,0.007,Multi-Family (2-4 Unit),0.038,0.004,0.031
427,78645,2022-07,83766.3221,520.4899930411716,0.0396,0.007,Multi-Family (2-4 Unit),0.038,0.004,0.031
428,78645,2022-10,83766.3221,543.8412714585633,0.0396,0.007,Multi-Family (2-4 Unit),0.038,0.004,0.031
429,78645,2022-04,83766.3221,493.8764550844589,0.0396,0.007,Single Family Residential,0.038,0.004,0.031
430,78645,2022-07,83766.3221,520.4899930411716,0.0396,0.007,Single Family Residential,0.038,0.004,0.031
431,78645,2022-10,83766.3221,543.8412714585633,0.0396,0.007,Single Family Residential,0.038,0.004,0.031
432,78645,2022-04,83766.3221,493.8764550844589,0.0396,0.007,Townhouse,0.038,0.004,0.031
433,78645,2022-07,83766.3221,520.4899930411716,0.0396,0.007,Townhouse,0.038,0.004,0.031
434,78645,2022-10,83766.3221,543.8412714585633,0.0396,0.007,Townhouse,0.038,0.004,0.031
435,78648,2022-04,50360.4891,493.8764550844589,0.0319,0.0,All Residential,0.02,0.0,0.045
436,78648,2022-07,50360.4891,520.4899930411716,0.0319,0.0,All Residential,0.02,0.0,0.045
437,78648,2022-10,50360.4891,543.8412714585633,0.0319,0.0,All Residential,0.02,0.0,0.045
438,78648,2022-04,50360.4891,493.8764550844589,0.0319,0.0,Condo/Co-op,0.02,0.0,0.045
439,78648,2022-07,50360.4891,520.4899930411716,0.0319,0.0,Condo/Co-op,0.02,0.0,0.045
440,78648,2022-10,50360.4891,543.8412714585633,0.0319,0.0,Condo/Co-op,0.02,0.0,0.045
441,78648,2022-04,50360.4891,493.8764550844589,0.0319,0.0,Multi-Family (2-4 Unit),0.02,0.0,0.045
442,78648,2022-07,50360.4891,520.4899930411716,0.0319,0.0,Multi-Family (2-4 Unit),0.02,0.0,0.045
443,78648,2022-10,50360.4891,543.8412714585633,0.0319,0.0,Multi-Family (2-4 Unit),0.02,0.0,0.045
444,78648,2022-04,50360.4891,493.8764550844589,0.0319,0.0,Single Family Residential,0.02,0.0,0.045
445,78648,2022-07,50360.4891,520.4899930411716,0.0319,0.0,Single Family Residential,0.02,0.0,0.045
446,78648,2022-10,50360.4891,543.8412714585633,0.0319,0.0,Single Family Residential,0.02,0.0,0.045
447,78648,2022-04,50360.4891,493.8764550844589,0.0319,0.0,Townhouse,0.02,0.0,0.045
448,78648,2022-07,50360.4891,520.4899930411716,0.0319,0.0,Townhouse,0.02,0.0,0.045
449,78648,2022-10,50360.4891,543.8412714585633,0.0319,0.0,Townhouse,0.02,0.0,0.045
450,78650,2022-04,61917.2946,493.8764550844589,0.1233,0.048,All Residential,0.09,0.002,0.029
451,78650,2022-07,61917.2946,520.4899930411716,0.1233,0.048,All Residential,0.09,0.002,0.029
452,78650,2022-10,61917.2946,543.8412714585633,0.1233,0.048,All Residential,0.09,0.002,0.029
453,78650,2022-04,61917.2946,493.8764550844589,0.1233,0.048,Condo/Co-op,0.09,0.002,0.029
454,78650,2022-07,61917.2946,520.4899930411716,0.1233,0.048,Condo/Co-op,0.09,0.002,0.029
455,78650,2022-10,61917.2946,543.8412714585633,0.1233,0.048,Condo/Co-op,0.09,0.002,0.029
456,78650,2022-04,61917.2946,493.8764550844589,0.1233,0.048,Multi-Family (2-4 Unit),0.09,0.002,0.029
457,78650,2022-07,61917.2946,520.4899930411716,0.1233,0.048,Multi-Family (2-4 Unit),0.09,0.002,0.029
458,78650,2022-10,61917.2946,543.8412714585633,0.1233,0.048,Multi-Family (2-4 Unit),0.09,0.002,0.029
459,78650,2022-04,61917.2946,493.8764550844589,0.1233,0.048,Single Family Residential,0.09,0.002,0.029
460,78650,2022-07,61917.2946,520.4899930411716,0.1233,0.048,Single Family Residential,0.09,0.002,0.029
461,78650,2022-10,61917.2946,543.8412714585633,0.1233,0.048,Single Family Residential,0.09,0.002,0.029
462,78650,2022-04,61917.2946,493.8764550844589,0.1233,0.048,Townhouse,0.09,0.002,0.029
463,78650,2022-07,61917.2946,520.4899930411716,0.1233,0.048,Townhouse,0.09,0.002,0.029
464,78650,2022-10,61917.2946,543.8412714585633,0.1233,0.048,Townhouse,0.09,0.002,0.029
465,78652,2022-04,88582.043,493.8764550844589,0.0112,0.012,All Residential,0.035,0.0,0.058
466,78652,2022-07,88582.043,520.4899930411716,0.0112,0.012,All Residential,0.035,0.0,0.058
467,78652,2022-10,88582.043,543.8412714585633,0.0112,0.012,All Residential,0.035,0.0,0.058
468,78652,2022-04,88582.043,493.8764550844589,0.0112,0.012,Condo/Co-op,0.035,0.0,0.058
469,78652,2022-07,88582.043,520.4899930411716,0.0112,0.012,Condo/Co-op,0.035,0.0,0.058
470,78652,2022-10,88582.043,543.8412714585633,0.0112,0.012,Condo/Co-op,0.035,0.0,0.058
471,78652,2022-04,88582.043,493.8764550844589,0.0112,0.012,Multi-Family (2-4 Unit),0.035,0.0,0.058
472,78652,2022-07,88582.043,520.4899930411716,0.0112,0.012,Multi-Family (2-4 Unit),0.035,0.0,0.058
473,78652,2022-10,88582.043,543.8412714585633,0.0112,0.012,Multi-Family (2-4 Unit),0.035,0.0,0.058
474,78652,2022-04,88582.043,493.8764550844589,0.0112,0.012,Single Family Residential,0.035,0.0,0.058
475,78652,2022-07,88582.043,520.4899930411716,0.0112,0.012,Single Family Residential,0.035,0.0,0.058
476,78652,2022-10,88582.043,543.8412714585633,0.0112,0.012,Single Family Residential,0.035,0.0,0.058
477,78652,2022-04,88582.043,493.8764550844589,0.0112,0.012,Townhouse,0.035,0.0,0.058
478,78652,2022-07,88582.043,520.4899930411716,0.0112,0.012,Townhouse,0.035,0.0,0.058
479,78652,2022-10,88582.043,543.8412714585633,0.0112,0.012,Townhouse,0.035,0.0,0.058
480,78653,2022-04,77750.6301,493.8764550844589,0.0445,0.007,All Residential,0.082,0.001,0.038
481,78653,2022-07,77750.6301,520.4899930411716,0.0445,0.007,All Residential,0.082,0.001,0.038
482,78653,2022-10,77750.6301,543.8412714585633,0.0445,0.007,All Residential,0.082,0.001,0.038
483,78653,2022-04,77750.6301,493.8764550844589,0.0445,0.007,Condo/Co-op,0.082,0.001,0.038
484,78653,2022-07,77750.6301,520.4899930411716,0.0445,0.007,Condo/Co-op,0.082,0.001,0.038
485,78653,2022-10,77750.6301,543.8412714585633,0.0445,0.007,Condo/Co-op,0.082,0.001,0.038
486,78653,2022-04,77750.6301,493.8764550844589,0.0445,0.007,Multi-Family (2-4 Unit),0.082,0.001,0.038
487,78653,2022-07,77750.6301,520.4899930411716,0.0445,0.007,Multi-Family (2-4 Unit),0.082,0.001,0.038
488,78653,2022-10,77750.6301,543.8412714585633,0.0445,0.007,Multi-Family (2-4 Unit),0.082,0.001,0.038
489,78653,2022-04,77750.6301,493.8764550844589,0.0445,0.007,Single Family Residential,0.082,0.001,0.038
490,78653,2022-07,77750.6301,520.4899930411716,0.0445,0.007,Single Family Residential,0.082,0.001,0.038
491,78653,2022-10,77750.6301,543.8412714585633,0.0445,0.007,Single Family Residential,0.082,0.001,0.038
492,78653,2022-04,77750.6301,493.8764550844589,0.0445,0.007,Townhouse,0.082,0.001,0.038
493,78653,2022-07,77750.6301,520.4899930411716,0.0445,0.007,Townhouse,0.082,0.001,0.038
494,78653,2022-10,77750.6301,543.8412714585633,0.0445,0.007,Townhouse,0.082,0.001,0.038
495,78654,2022-04,59839.1757,493.8764550844589,0.0435,0.006,All Residential,0.034,0.005,0.074
496,78654,2022-07,59839.1757,520.4899930411716,0.0435,0.006,All Residential,0.034,0.005,0.074
497,78654,2022-10,59839.1757,543.8412714585633,0.0435,0.006,All Residential,0.034,0.005,0.074
498,78654,2022-04,59839.1757,493.8764550844589,0.0435,0.006,Condo/Co-op,0.034,0.005,0.074
499,78654,2022-07,59839.1757,520.4899930411716,0.0435,0.006,Condo/Co-op,0.034,0.005,0.074
500,78654,2022-10,59839.1757,543.8412714585633,0.0435,0.006,Condo/Co-op,0.034,0.005,0.074
501,78654,2022-04,59839.1757,493.8764550844589,0.0435,0.006,Multi-Family (2-4 Unit),0.034,0.005,0.074
502,78654,2022-07,59839.1757,520.4899930411716,0.0435,0.006,Multi-Family (2-4 Unit),0.034,0.005,0.074
503,78654,2022-10,59839.1757,543.8412714585633,0.0435,0.006,Multi-Family (2-4 Unit),0.034,0.005,0.074
504,78654,2022-04,59839.1757,493.8764550844589,0.0435,0.006,Single Family Residential,0.034,0.005,0.074
505,78654,2022-07,59839.1757,520.4899930411716,0.0435,0.006,Single Family Residential,0.034,0.005,0.074
506,78654,2022-10,59839.1757,543.8412714585633,0.0435,0.006,Single Family Residential,0.034,0.005,0.074
507,78654,2022-04,59839.1757,493.8764550844589,0.0435,0.006,Townhouse,0.034,0.005,0.074
508,78654,2022-07,59839.1757,520.4899930411716,0.0435,0.006,Townhouse,0.034,0.005,0.074
509,78654,2022-10,59839.1757,543.8412714585633,0.0435,0.006,Townhouse,0.034,0.005,0.074
510,78655,2022-04,71276.8684,493.8764550844589,-0.0159,0.002,All Residential,0.016,0.0,0.105
511,78655,2022-07,71276.8684,520.4899930411716,-0.0159,0.002,All Residential,0.016,0.0,0.105
512,78655,2022-10,71276.8684,543.8412714585633,-0.0159,0.002,All Residential,0.016,0.0,0.105
513,78655,2022-04,71276.8684,493.8764550844589,-0.0159,0.002,Condo/Co-op,0.016,0.0,0.105
