ZipCode,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
98109,95000.0,88250.0,106000.0,110000.0,125000.0,117475.0,124500.0,169950.0,205000.0,225000.0,224250.0,220000.0,230000.0,234300.0,262500.0,275500.0,325000.0,377725.0,452000.0,446000.0,465000.0,487000.0,565000.0,637000.0,735700.0,855200.0,783500.0,625000.0,702500.0,677500.0,661000.0,745000.0,799000.0,907500.0,1180500.0,1054000.0,1275000.0,1315000.0,1342500.0,1468500.0,1362250.0
98111,,,,,,,,,,,,,,,,,255000.0,,,,,,,,,,,,,,,,,,,,,,,,
98112,115000.0,123875.0,132500.0,155500.0,142500.0,145000.0,173500.0,178900.0,275000.0,283250.0,242000.0,243000.0,252500.0,272500.0,276250.0,336000.0,385000.0,451250.0,486500.0,495000.0,522000.0,551500.0,600500.0,730000.0,798000.0,901000.0,799975.0,725000.0,850000.0,772000.0,815000.0,860000.0,955250.0,1175000.0,1145000.0,1265175.0,1345000.0,1337500.0,1420000.0,1699000.0,1625000.0
98115,83750.0,87000.0,84000.0,85000.0,90875.0,93125.0,100000.0,129975.0,168250.0,160000.0,159900.0,162000.0,167500.0,167000.0,180000.0,194580.0,232000.0,266000.0,281500.0,301000.0,319900.0,331500.0,380000.0,429000.0,482700.0,535000.0,510000.0,450000.0,457500.0,450000.0,463500.0,500000.0,540000.0,613750.0,715000.0,806000.0,857000.0,825000.0,899000.0,975000.0,1075500.0
98116,76975.0,74500.0,82500.0,81500.0,87950.0,87000.0,102500.0,130000.0,163000.0,155000.0,148000.0,155000.0,159950.0,166500.0,174000.0,192750.0,225000.0,258250.0,283000.0,292500.0,330000.0,332000.0,368500.0,437500.0,495000.0,540000.0,500000.0,467000.0,420000.0,419000.0,450000.0,465500.0,544000.0,597000.0,687600.0,750000.0,811000.0,809501.0,843750.0,940000.0,1017500.0
98117,73600.0,72500.0,69500.0,76950.0,77750.0,82000.0,87712.5,115500.0,145000.0,145000.0,142000.0,145000.0,150000.0,153725.0,163000.0,179950.0,212000.0,237750.0,265000.0,274900.0,299000.0,315102.0,364471.0,401500.0,452700.0,499950.0,478000.0,425000.0,424975.0,410000.0,430000.0,461125.0,545000.0,580000.0,700000.0,750000.0,825000.0,800000.0,871950.0,950000.0,1076000.0
98118,53500.0,57900.0,69700.0,62000.0,63725.0,62500.0,65000.0,74394.0,87500.0,95750.0,110000.0,106975.0,113000.0,113250.0,112000.0,129950.0,148500.0,166500.0,186950.0,201000.0,218950.0,232000.0,257500.0,298000.0,345000.0,375000.0,350000.0,305000.0,298500.0,245000.0,248000.0,303000.0,325292.5,395000.0,438757.5,520000.0,595700.0,595000.0,630000.0,714000.0,800000.0
98119,80000.0,98750.0,96000.0,105000.0,89500.0,120000.0,115000.0,159000.0,212000.0,217500.0,212500.0,198135.0,220000.0,215000.0,229000.0,264050.0,305000.0,349950.0,410000.0,415000.0,413750.0,435000.0,500000.0,567500.0,625000.0,691250.0,637500.0,625000.0,650000.0,593250.0,640000.0,690000.0,812500.0,910956.0,956000.0,1034250.0,1244000.0,1100000.0,1242000.0,1327500.0,1664000.0
98122,66250.0,83250.0,79000.0,76000.0,78900.0,65000.0,74800.0,70000.0,105000.0,117650.0,137000.0,138000.0,132000.0,142000.0,153000.0,165000.0,215000.0,260000.0,296250.0,297900.0,294950.0,349000.0,359975.0,416500.0,495000.0,547500.0,510000.0,413500.0,444500.0,440000.0,524375.0,508000.0,581000.0,652500.0,725000.0,885000.0,894500.0,904500.0,992500.0,1100000.0,1050000.0
98125,72000.0,81000.0,80250.0,81500.0,82975.0,80850.0,95750.0,119975.0,149950.0,147450.0,138125.0,140250.0,145000.0,144500.0,156000.0,164950.0,189975.0,213500.0,230250.0,237500.0,253400.0,277226.0,302530.0,348950.0,395000.0,417000.0,375000.0,375000.0,349900.0,330000.0,328400.0,365000.0,415000.0,455000.0,540000.0,619000.0,675000.0,655000.0,700000.0,825000.0,909500.0
98126,62000.0,61500.0,57875.0,65000.0,65750.0,69500.0,69950.0,84950.0,108000.0,119000.0,116500.0,126000.0,124950.0,128000.0,134500.0,143500.0,159950.0,182500.0,206522.0,225200.0,239750.0,254000.0,295000.0,333000.0,370000.0,399000.0,385750.0,327500.0,325000.0,295500.0,311102.0,336581.5,387250.0,455600.0,469000.0,580000.0,620000.0,624500.0,659000.0,727500.0,845000.0
98133,74975.0,77990.0,72250.0,79500.0,79000.0,79475.0,90000.0,105000.0,137500.0,130000.0,133800.0,131950.0,139500.0,136800.0,144250.0,159000.0,175000.0,195000.0,215000.0,223000.0,239500.0,250000.0,272800.0,320000.0,356000.0,380000.0,360000.0,330000.0,305000.0,285000.0,290000.0,330000.0,352500.0,410000.0,470000.0,560555.0,585000.0,585000.0,635200.0,735000.0,877500.0
98134,,,,,,,,,,,,106000.0,,,,,,,196550.0,,269950.0,,,,334950.0,,,,,,,,,520000.0,,575000.0,480000.0,660000.0,,,
98136,59811.0,82000.0,75000.0,84000.0,73500.0,103000.0,87125.0,116000.0,153000.0,152500.0,145000.0,153500.0,159975.0,158000.0,169950.0,179000.0,211000.0,242000.0,274950.0,268500.0,295400.0,320000.0,374500.0,427250.0,496750.0,516500.0,460000.0,419950.0,452000.0,395500.0,399000.0,445000.0,485000.0,557510.0,625000.0,710000.0,780000.0,737250.0,830000.0,875000.0,992500.0
98144,68000.0,80000.0,63500.0,66000.0,66500.0,75250.0,92567.5,91000.0,99250.0,125000.0,124950.0,131250.0,123500.0,129975.0,142000.0,158042.0,170000.0,218000.0,237500.0,257000.0,275000.0,288000.0,335000.0,385000.0,440000.0,450000.0,422875.0,380000.0,405000.0,393000.0,385000.0,432450.0,480000.0,574250.0,595000.0,686000.0,786475.0,800000.0,835000.0,910000.0,1010500.0
98146,65500.0,61750.0,59700.0,72500.0,73000.0,69225.0,75000.0,95750.0,111000.0,115000.0,114000.0,113500.0,116000.0,119900.0,125000.0,134250.0,142625.0,165000.0,178500.0,185000.0,198250.0,211340.0,238750.0,264500.0,320000.0,335000.0,316000.0,300000.0,246500.0,215000.0,210000.0,257500.0,267000.0,325000.0,399000.0,447500.0,490000.0,489500.0,545000.0,622500.0,688000.0
98148,73000.0,67550.0,64000.0,72000.0,72000.0,79750.0,73950.0,90725.0,116250.0,108000.0,112700.0,112250.0,121000.0,130000.0,126000.0,134450.0,140500.0,174000.0,187975.0,182000.0,198000.0,199950.0,219750.0,262000.0,301500.0,321850.0,299000.0,246975.0,253400.0,180000.0,201250.0,216379.0,244000.0,280250.0,325000.0,350000.0,425000.0,423034.0,466000.0,565000.0,542000.0
98155,72750.0,86150.0,74950.0,77500.0,83000.0,85000.0,91000.0,112500.0,135725.0,129975.0,130000.0,135000.0,139250.0,138500.0,147500.0,157000.0,178000.0,190000.0,202000.0,218600.0,231750.0,242750.0,274250.0,310000.0,355500.0,380000.0,349900.0,325000.0,315000.0,275000.0,285000.0,348275.0,350250.0,399500.0,455000.0,547000.0,608000.0,600000.0,649975.0,761500.0,821000.0
98166,77000.0,95000.0,118500.0,88200.0,91500.0,114500.0,119750.0,134000.0,150000.0,136500.0,154975.0,155000.0,156725.0,166000.0,158544.0,189950.0,209950.0,227000.0,231250.0,236000.0,250000.0,271000.0,299000.0,355000.0,399900.0,430000.0,360000.0,374500.0,325000.0,318000.0,317450.0,343500.0,377000.0,390750.0,450000.0,500000.0,587500.0,605000.0,630500.0,750000.0,755000.0
98168,57950.0,61750.0,59500.0,60000.0,59000.0,61000.0,67250.0,70250.0,89975.0,100000.0,96500.0,102000.0,101500.0,104146.0,108500.0,116999.5,132000.0,141250.0,155925.0,162450.0,176375.0,185000.0,209350.0,240000.0,275750.0,300000.0,266250.0,215250.0,185000.0,149814.0,163113.0,189500.0,207500.0,258000.0,295000.0,336000.0,380000.0,399500.0,435000.0,505500.0,531000.0
98176,,,,,,,,,,,,,,,,,,,,,,321000.0,,,,,,,,,,,,,,,,,,,
98177,101500.0,102000.0,114000.0,99990.0,113725.0,122500.0,129000.0,149900.0,189500.0,182000.0,188500.0,195000.0,183250.0,189000.0,189950.0,224928.0,250000.0,287375.0,305500.0,306500.0,320000.0,349000.0,392625.0,423750.0,477300.0,552450.0,486237.5,451000.0,425000.0,425000.0,440476.0,465000.0,522500.0,585000.0,643750.0,708000.0,794000.0,800000.0,920000.0,1050000.0,1099900.0
98178,62190.0,70000.0,68700.0,69500.0,69500.0,71950.0,77250.0,86000.0,95500.0,104500.0,109000.0,108000.0,112000.0,110500.0,115000.0,123000.0,145000.0,158725.0,175000.0,188875.0,193000.0,213000.0,236000.0,258500.0,320000.0,330000.0,280000.0,240000.0,239975.0,190855.0,192000.0,228000.0,245000.0,283000.0,350000.0,412250.0,439475.0,440000.0,515000.0,585750.0,586000.0
98188,68000.0,72837.5,75000.0,66000.0,66000.0,74975.0,74000.0,88437.5,99950.0,111000.0,112500.0,117000.0,119950.0,123375.0,118900.0,128500.0,138500.0,155000.0,168950.0,179000.0,196250.0,205000.0,219950.0,255000.0,283000.0,320000.0,290000.0,225500.0,210000.0,164900.0,175500.0,212000.0,235750.0,265000.0,315000.0,348000.0,400000.0,415000.0,452827.5,550000.0,610000.0
98198,67000.0,70000.0,75750.0,70000.0,74000.0,79710.0,83327.5,91500.0,112500.0,122000.0,120000.0,123350.0,121000.0,125000.0,133000.0,135000.0,149950.0,160750.0,173000.0,182750.0,195000.0,204950.0,225000.0,258950.0,291950.0,308450.0,280000.0,245475.0,231293.0,200000.0,184225.0,218500.0,245000.0,280000.0,313001.0,359900.0,390000.0,401000.0,450500.0,530000.0,585000.0
98199,115000.0,120500.0,106500.0,105000.0,114000.0,119900.0,125500.0,173000.0,234500.0,225000.0,199950.0,194750.0,210000.0,225000.0,223500.0,270250.0,280000.0,315000.0,367000.0,382500.0,409000.0,430000.0,475000.0,580000.0,635000.0,700000.0,640000.0,549250.0,588750.0,491500.0,531000.0,667000.0,703505.5,786250.0,800000.0,952000.0,1060000.0,1050000.0,1158000.0,1325000.0,1630500.0
98224,,50000.0,44090.0,,45500.0,39263.0,108700.0,60000.0,64300.0,,73500.0,68500.0,85250.0,61250.0,80000.0,79000.0,109400.0,91475.0,113950.0,110500.0,102000.0,133500.0,133900.0,164250.0,165000.0,233000.0,162000.0,205500.0,200500.0,105500.0,137000.0,98953.0,112636.0,170000.0,185000.0,255000.0,252500.0,324500.0,357500.0,315000.0,357500.0
98251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315000.0,,,,,,
98288,32000.0,28500.0,32500.0,40000.0,42500.0,35000.0,50000.0,40000.0,39500.0,57500.0,47500.0,77250.0,69475.0,60000.0,67000.0,63000.0,79000.0,72000.0,102250.0,105000.0,115000.0,107000.0,110000.0,135250.0,152000.0,185000.0,150000.0,130000.0,169250.0,140000.0,122750.0,130000.0,142000.0,149106.0,190000.0,150000.0,250000.0,231250.0,321500.0,349000.0,860000.0
98338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2075000.0,,
98354,62500.0,62700.0,73273.0,,82450.0,81000.0,78450.0,86725.0,110000.0,127500.0,123000.0,125750.0,131250.0,133450.0,139500.0,143000.0,158475.0,159900.0,155000.0,189000.0,199250.0,203750.0,257500.0,285500.0,322500.0,290950.0,257669.0,256913.0,235000.0,216750.0,217000.0,262000.0,249900.0,321725.0,305000.0,344975.0,356000.0,380700.0,416000.0,537000.0,567500.0
98405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895230.0,1197155.0,,
98422,,,,,,,,62900.0,,,,,,303950.0,,,,,,,,,,,,,,,,161200.0,,,,,,,1920000.0,,,,
98455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044293.0,
98952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399466.0,,
98956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165000.0,,
99019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345950.0,,,,,,,,,,,,
