ZipCode,Month,median_income,YrBuilt,SqFtLot,SqFtTotLiving,mobility_us,mobility_county,stockSPY,mobility_abroad,unemployment,mobility_state,Label
98002,2022-04,63416.2134,1980,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,549027.233580118
98002,2022-04,63416.2134,1981,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,549589.931674095
98002,2022-04,63416.2134,1982,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,553331.878682123
98002,2022-04,63416.2134,1983,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,553331.878682123
98002,2022-04,63416.2134,1984,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,553570.970091294
98002,2022-04,63416.2134,1985,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,570348.437445311
98002,2022-04,63416.2134,1986,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,570348.437445311
98002,2022-04,63416.2134,1987,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,560124.267999228
98002,2022-04,63416.2134,1988,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,560124.267999228
98002,2022-04,63416.2134,1989,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,559927.066933674
98002,2022-04,63416.2134,1990,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,559927.066933674
98002,2022-04,63416.2134,1991,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,559927.066933674
98002,2022-04,63416.2134,1992,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,559927.066933674
98002,2022-04,63416.2134,1993,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,548428.462228052
98002,2022-04,63416.2134,1994,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,548428.462228052
98002,2022-04,63416.2134,1995,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,548428.462228052
98002,2022-04,63416.2134,1996,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,548428.462228052
98002,2022-04,63416.2134,1997,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,540509.96323363
98002,2022-04,63416.2134,1998,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,529367.089050133
98002,2022-04,63416.2134,1999,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,525019.337613515
98002,2022-04,63416.2134,2000,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,525019.337613515
98002,2022-04,63416.2134,2001,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,526412.930395687
98002,2022-04,63416.2134,2002,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,525874.553040921
98002,2022-04,63416.2134,2003,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,525874.553040921
98002,2022-04,63416.2134,2004,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,521585.209481616
98002,2022-04,63416.2134,2005,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,531826.528003868
98002,2022-04,63416.2134,2006,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,551514.626174618
98002,2022-04,63416.2134,2007,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,546342.467729257
98002,2022-04,63416.2134,2008,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,544095.546180333
98002,2022-04,63416.2134,2009,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,567031.868276537
98002,2022-04,63416.2134,2010,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,573640.109459614
98002,2022-04,63416.2134,2011,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,579354.205648179
98002,2022-04,63416.2134,2012,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,576094.743060766
98002,2022-04,63416.2134,2013,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,575614.793934127
98002,2022-04,63416.2134,2014,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,590442.893190027
98002,2022-04,63416.2134,2015,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,589575.867688448
98002,2022-04,63416.2134,2016,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,599743.05485809
98002,2022-04,63416.2134,2017,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,601011.882544915
98002,2022-04,63416.2134,2018,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,594983.38029525
98002,2022-04,63416.2134,2019,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,597154.122215653
98002,2022-04,63416.2134,2020,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,589834.458523415
98002,2022-04,63416.2134,2021,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,589834.458523415
98002,2022-04,63416.2134,2022,7681.5,1420,0.0265,0.169,487.059767223627,0.0065,0.0364,0.0183,589834.458523415
98003,2022-04,63850.8936,1980,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,541061.532854709
98003,2022-04,63850.8936,1981,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,547207.502000898
98003,2022-04,63850.8936,1982,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,552095.025825553
98003,2022-04,63850.8936,1983,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,552095.025825553
98003,2022-04,63850.8936,1984,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,552333.667741235
98003,2022-04,63850.8936,1985,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,560787.700119039
98003,2022-04,63850.8936,1986,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,562855.819584088
98003,2022-04,63850.8936,1987,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,563299.624364176
98003,2022-04,63850.8936,1988,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,563299.624364176
98003,2022-04,63850.8936,1989,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,562762.942854831
98003,2022-04,63850.8936,1990,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,562762.942854831
98003,2022-04,63850.8936,1991,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,562881.657131242
98003,2022-04,63850.8936,1992,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,563103.279501411
98003,2022-04,63850.8936,1993,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,564516.406802134
98003,2022-04,63850.8936,1994,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,564516.406802134
98003,2022-04,63850.8936,1995,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,566261.684254741
98003,2022-04,63850.8936,1996,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,566261.684254741
98003,2022-04,63850.8936,1997,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,566797.819385496
98003,2022-04,63850.8936,1998,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,566797.819385496
98003,2022-04,63850.8936,1999,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,566797.819385496
98003,2022-04,63850.8936,2000,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,566616.84121291
98003,2022-04,63850.8936,2001,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,566616.84121291
98003,2022-04,63850.8936,2002,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,566616.84121291
98003,2022-04,63850.8936,2003,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,566616.84121291
98003,2022-04,63850.8936,2004,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,566616.84121291
98003,2022-04,63850.8936,2005,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,565193.712523749
98003,2022-04,63850.8936,2006,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,576601.729621531
98003,2022-04,63850.8936,2007,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,570174.78593289
98003,2022-04,63850.8936,2008,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,574923.204757851
98003,2022-04,63850.8936,2009,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,589531.656865832
98003,2022-04,63850.8936,2010,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,591892.757286332
98003,2022-04,63850.8936,2011,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,606658.443693431
98003,2022-04,63850.8936,2012,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,602336.625778312
98003,2022-04,63850.8936,2013,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,602238.021917562
98003,2022-04,63850.8936,2014,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,606352.459021189
98003,2022-04,63850.8936,2015,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,606352.459021189
98003,2022-04,63850.8936,2016,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,612917.812245585
98003,2022-04,63850.8936,2017,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,607216.457129905
98003,2022-04,63850.8936,2018,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,598977.792536459
98003,2022-04,63850.8936,2019,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,601160.779589418
98003,2022-04,63850.8936,2020,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,598940.309291613
98003,2022-04,63850.8936,2021,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,598940.309291613
98003,2022-04,63850.8936,2022,8654,1760,0.0315,0.1086,487.059767223627,0.0256,0.044,0.0163,598940.309291613
98004,2022-04,151299.5945,1980,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2069318.89340495
98004,2022-04,151299.5945,1981,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2067218.08488513
98004,2022-04,151299.5945,1982,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2109533.72237407
98004,2022-04,151299.5945,1983,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2105941.8077893
98004,2022-04,151299.5945,1984,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2102265.09134802
98004,2022-04,151299.5945,1985,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2126674.56194739
98004,2022-04,151299.5945,1986,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2126347.6986319
98004,2022-04,151299.5945,1987,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2151660.55059064
98004,2022-04,151299.5945,1988,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2166474.17119106
98004,2022-04,151299.5945,1989,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2176624.02225074
98004,2022-04,151299.5945,1990,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2179316.74721746
98004,2022-04,151299.5945,1991,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2179316.74721746
98004,2022-04,151299.5945,1992,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2210955.49309399
98004,2022-04,151299.5945,1993,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2263645.08884391
98004,2022-04,151299.5945,1994,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2263645.08884391
98004,2022-04,151299.5945,1995,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2319923.28822685
98004,2022-04,151299.5945,1996,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2332340.91728671
98004,2022-04,151299.5945,1997,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2341635.96016414
98004,2022-04,151299.5945,1998,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2341635.96016414
98004,2022-04,151299.5945,1999,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2350414.75831511
98004,2022-04,151299.5945,2000,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2333325.58983316
98004,2022-04,151299.5945,2001,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2333325.58983316
98004,2022-04,151299.5945,2002,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2341479.28550384
98004,2022-04,151299.5945,2003,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2357859.58865049
98004,2022-04,151299.5945,2004,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2357859.58865049
98004,2022-04,151299.5945,2005,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2376996.69217798
98004,2022-04,151299.5945,2006,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2368250.65681225
98004,2022-04,151299.5945,2007,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2403181.3284575
98004,2022-04,151299.5945,2008,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2392527.49514005
98004,2022-04,151299.5945,2009,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2417013.84245344
98004,2022-04,151299.5945,2010,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2418392.13094949
98004,2022-04,151299.5945,2011,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2469723.18328739
98004,2022-04,151299.5945,2012,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2469723.18328739
98004,2022-04,151299.5945,2013,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2477155.39372253
98004,2022-04,151299.5945,2014,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2477155.39372253
98004,2022-04,151299.5945,2015,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2454691.74341013
98004,2022-04,151299.5945,2016,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2470701.8441584
98004,2022-04,151299.5945,2017,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2469013.85142063
98004,2022-04,151299.5945,2018,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2400804.14915385
98004,2022-04,151299.5945,2019,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2400804.14915385
98004,2022-04,151299.5945,2020,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2368992.78152108
98004,2022-04,151299.5945,2021,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2368992.78152108
98004,2022-04,151299.5945,2022,12118,3400,0.0987,0.1378,487.059767223627,0.0327,0.0293,0.0083,2368992.78152108
98005,2022-04,139478.6793,1980,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1395224.4423174
98005,2022-04,139478.6793,1981,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1426955.13282472
98005,2022-04,139478.6793,1982,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1448800.18521049
98005,2022-04,139478.6793,1983,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1452408.8788282
98005,2022-04,139478.6793,1984,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1452492.21208705
98005,2022-04,139478.6793,1985,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1482166.05580966
98005,2022-04,139478.6793,1986,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1488992.60705014
98005,2022-04,139478.6793,1987,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1509644.28128509
98005,2022-04,139478.6793,1988,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1543581.43137458
98005,2022-04,139478.6793,1989,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1570428.24963917
98005,2022-04,139478.6793,1990,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1601189.65853554
98005,2022-04,139478.6793,1991,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1603727.58898937
98005,2022-04,139478.6793,1992,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1607168.81970142
98005,2022-04,139478.6793,1993,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1601679.03885223
98005,2022-04,139478.6793,1994,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1601679.03885223
98005,2022-04,139478.6793,1995,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1612167.77104785
98005,2022-04,139478.6793,1996,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1606518.52681011
98005,2022-04,139478.6793,1997,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1613312.79048361
98005,2022-04,139478.6793,1998,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1615455.30685354
98005,2022-04,139478.6793,1999,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1615455.30685354
98005,2022-04,139478.6793,2000,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1602990.30106427
98005,2022-04,139478.6793,2001,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1602990.30106427
98005,2022-04,139478.6793,2002,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1607598.2986256
98005,2022-04,139478.6793,2003,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1616294.10531319
98005,2022-04,139478.6793,2004,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1616294.10531319
98005,2022-04,139478.6793,2005,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1638883.78533651
98005,2022-04,139478.6793,2006,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1637596.06123336
98005,2022-04,139478.6793,2007,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1639060.97080683
98005,2022-04,139478.6793,2008,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1648541.3579797
98005,2022-04,139478.6793,2009,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1667561.13171241
98005,2022-04,139478.6793,2010,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1667561.13171241
98005,2022-04,139478.6793,2011,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1709065.7806579
98005,2022-04,139478.6793,2012,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1715758.54111695
98005,2022-04,139478.6793,2013,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1721230.22188058
98005,2022-04,139478.6793,2014,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1721751.76291642
98005,2022-04,139478.6793,2015,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1674108.92062652
98005,2022-04,139478.6793,2016,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1673190.87773909
98005,2022-04,139478.6793,2017,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1662012.43655377
98005,2022-04,139478.6793,2018,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1637359.85445667
98005,2022-04,139478.6793,2019,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1637359.85445667
98005,2022-04,139478.6793,2020,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1609213.83562825
98005,2022-04,139478.6793,2021,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1609213.83562825
98005,2022-04,139478.6793,2022,12410,2680,0.0283,0.1372,487.059767223627,0.0424,0.007,0.0003,1609213.83562825
98006,2022-04,161715.0929,1980,10451,2660,0.048,0.0835,487.059767223627,0.0283,0.0174,-0.0001,1189721.87304671
98006,2022-04,161715.0929,1981,10451,2660,0.048,0.0835,487.059767223627,0.0283,0.0174,-0.0001,1203168.78267511
98006,2022-04,161715.0929,1982,10451,2660,0.048,0.0835,487.059767223627,0.0283,0.0174,-0.0001,1210482.6112839
98006,2022-04,161715.0929,1983,10451,2660,0.048,0.0835,487.059767223627,0.0283,0.0174,-0.0001,1213585.22648322
98006,2022-04,161715.0929,1984,10451,2660,0.048,0.0835,487.059767223627,0.0283,0.0174,-0.0001,1213090.56017999
98006,2022-04,161715.0929,1985,10451,2660,0.048,0.0835,487.059767223627,0.0283,0.0174,-0.0001,1232847.2009879
98006,2022-04,161715.0929,1986,10451,2660,0.048,0.0835,487.059767223627,0.0283,0.0174,-0.0001,1243788.14655188
