zipcode,year,mobility
98047,2012,0.18899999999999997
98047,2013,0.17600000000000002
98047,2014,0.168
98047,2015,0.151
98047,2016,0.14
98047,2017,0.142
98047,2018,0.092
98047,2019,0.094
98047,2020,0.077
98047,2021,0.0769
98047,2022,0.0596
98050,2011,0.057999999999999996
98050,2012,0.08
98050,2013,0.08
98050,2014,0.0
98050,2015,0.0
98050,2016,0.0
98050,2017,0.0
98050,2018,0.0
98050,2019,0.0
98050,2020,0.0
98050,2021,-0.0285
98050,2022,-0.039
98051,2011,0.095
98051,2012,0.055999999999999994
98051,2013,0.038
98051,2014,0.03
98051,2015,0.084
98051,2016,0.084
98051,2017,0.095
98051,2018,0.094
98051,2019,0.156
98051,2020,0.10400000000000001
98051,2021,0.166
98051,2022,0.1931
98052,2011,0.135
98052,2012,0.132
98052,2013,0.126
98052,2014,0.131
98052,2015,0.121
98052,2016,0.12300000000000001
98052,2017,0.122
98052,2018,0.114
98052,2019,0.102
98052,2020,0.1
98052,2021,0.1058
98052,2022,0.1024
98053,2011,0.061
98053,2012,0.064
98053,2013,0.076
98053,2014,0.071
98053,2015,0.063
98053,2016,0.068
98053,2017,0.075
98053,2018,0.073
98053,2019,0.068
98053,2020,0.073
98053,2021,0.0723
98053,2022,0.0726
98055,2011,0.15
98055,2012,0.152
98055,2013,0.17300000000000001
98055,2014,0.14300000000000002
98055,2015,0.159
98055,2016,0.14400000000000002
98055,2017,0.133
98055,2018,0.128
98055,2019,0.127
98055,2020,0.135
98055,2021,0.1186
98055,2022,0.1118
98056,2011,0.122
98056,2012,0.127
98056,2013,0.14400000000000002
98056,2014,0.14400000000000002
98056,2015,0.155
98056,2016,0.154
98056,2017,0.16699999999999998
98056,2018,0.142
98056,2019,0.14
98056,2020,0.14
98056,2021,0.1436
98056,2022,0.146
98057,2011,0.237
98057,2012,0.21600000000000003
98057,2013,0.183
98057,2014,0.209
98057,2015,0.20800000000000002
98057,2016,0.21100000000000002
98057,2017,0.221
98057,2018,0.24100000000000002
98057,2019,0.223
98057,2020,0.187
98057,2021,0.237
98057,2022,0.241
98058,2011,0.124
98058,2012,0.122
98058,2013,0.115
98058,2014,0.114
98058,2015,0.113
98058,2016,0.11800000000000001
