,Zip Code,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
20,78608,0.0,0.0,0.0,0.059000000000000004,0.054000000000000006,0.233,0.331,0.33,0.281,0.316,0.281,0.281
21,78609,0.032,0.027999999999999997,0.015,0.027999999999999997,0.062,0.059000000000000004,0.091,0.138,0.11199999999999999,0.075,0.112,0.112
22,78611,0.075,0.061,0.09,0.102,0.09,0.096,0.094,0.045,0.051,0.066,0.051,0.051
23,78639,0.08900000000000001,0.086,0.068,0.066,0.04,0.052000000000000005,0.075,0.069,0.079,0.096,0.079,0.079
24,78642,0.044000000000000004,0.04,0.059000000000000004,0.054000000000000006,0.055,0.057,0.06,0.038,0.035,0.032,0.035,0.035
25,78654,0.03,0.037000000000000005,0.038,0.032,0.039,0.07,0.062,0.077,0.07400000000000001,0.05,0.074,0.074
26,78657,0.067,0.040999999999999995,0.040999999999999995,0.048,0.07200000000000001,0.05,0.07,0.086,0.08199999999999999,0.062,0.082,0.082
27,78669,0.04,0.055999999999999994,0.069,0.07,0.048,0.055,0.024,0.027000000000000003,0.019,0.013999999999999999,0.019,0.019
28,78610,0.063,0.059000000000000004,0.084,0.09699999999999999,0.098,0.105,0.122,0.091,0.08800000000000001,0.08800000000000001,0.088,0.088
29,78622,0.022000000000000002,0.10800000000000001,0.19399999999999998,0.157,0.156,0.155,0.111,0.0,0.0,0.0,0.0,0.0
30,78632,0.08,0.073,0.017,0.013999999999999999,0.012,0.033,0.03,0.023,0.032,0.026000000000000002,0.032,0.032
31,78640,0.084,0.09,0.085,0.085,0.085,0.083,0.076,0.066,0.061,0.055,0.061,0.061
32,78644,0.109,0.11800000000000001,0.121,0.10400000000000001,0.08800000000000001,0.1,0.086,0.087,0.083,0.083,0.083,0.083
33,78648,0.046,0.057999999999999996,0.05,0.027000000000000003,0.012,0.017,0.055,0.046,0.045,0.064,0.045,0.045
34,78655,0.044000000000000004,0.046,0.046,0.059000000000000004,0.07,0.091,0.113,0.122,0.105,0.08900000000000001,0.105,0.105
35,78656,0.013999999999999999,0.027000000000000003,0.081,0.11,0.09300000000000001,0.14400000000000002,0.195,0.18,0.10400000000000001,0.076,0.104,0.104
36,78661,0.033,0.065,0.051,0.024,0.016,0.008,0.0,0.0,0.027000000000000003,0.028999999999999998,0.027,0.027
37,78666,0.185,0.192,0.174,0.16899999999999998,0.172,0.163,0.152,0.136,0.128,0.134,0.128,0.128
38,78619,0.196,0.188,0.16899999999999998,0.163,0.17800000000000002,0.068,0.068,0.065,0.025,0.013999999999999999,0.025,0.025
39,78620,0.038,0.039,0.024,0.05,0.052000000000000005,0.044000000000000004,0.052000000000000005,0.053,0.043,0.045,0.043,0.043
40,78623,0.0,0.0,0.0,0.0,0.0,0.048,0.031,0.04,0.036000000000000004,0.034,0.036,0.036
41,78652,0.01,0.034,0.028999999999999998,0.032,0.048,0.038,0.031,0.067,0.057999999999999996,0.044000000000000004,0.058,0.058
42,78663,0.046,0.055999999999999994,0.031,0.022000000000000002,0.008,0.006999999999999999,0.008,0.008,0.006,0.005,0.006,0.006
43,78676,0.028999999999999998,0.022000000000000002,0.024,0.028999999999999998,0.051,0.057999999999999996,0.055999999999999994,0.055,0.051,0.027999999999999997,0.051,0.051
44,78736,0.017,0.02,0.009000000000000001,0.011000000000000001,0.018000000000000002,0.016,0.016,0.015,0.019,0.011000000000000001,0.019,0.019
