ZipCode,TrafficNoise,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
98001,3,,,,,,,,,,,109950.0,,,119950.0,,,,,156250.0,,219950.0,,210000.0,,347500.0,,,,174000.0,,,,,,,,,,,,
98002,0,59150.0,59722.0,61000.0,64750.0,63500.0,66125.0,69975.0,77407.5,90000.0,105000.0,103500.0,100000.0,107000.0,109950.0,117700.0,122875.0,134000.0,143000.0,149700.0,162250.0,170900.0,172000.0,187000.0,228000.0,253500.0,260750.0,258600.0,225000.0,189000.0,159512.5,162000.0,180000.0,200000.0,224500.0,257500.0,288500.0,315000.0,335000.0,380000.0,450000.0,479999.0
98002,1,90000.0,63510.0,59000.0,,56000.0,67250.0,55000.0,86000.0,63000.0,84500.0,113175.0,87000.0,104500.0,104000.0,115000.0,104000.0,120975.0,132225.0,133500.0,158100.0,159975.0,175500.0,188245.0,221650.0,243744.5,262000.0,244000.0,210000.0,159825.0,120000.0,165000.0,190000.0,189900.0,210000.0,248500.0,303500.0,306000.0,335000.0,385500.0,465000.0,448500.0
98002,2,,,40000.0,,49900.0,,59475.0,52725.0,93000.0,83674.5,85500.0,85500.0,90000.0,75000.0,104500.0,119250.0,118300.0,132450.0,131400.0,128000.0,153775.0,165000.0,178626.5,185260.0,212475.0,255000.0,193750.0,1150.0,125000.0,79800.0,85000.0,180000.0,213500.0,182750.0,223000.0,220530.0,293750.0,278400.0,345000.0,410000.0,
98002,3,,,,22500.0,,51900.0,,,100125.0,,86500.0,72000.0,92000.0,21938.0,88000.0,85000.0,95200.0,94750.0,127950.0,130760.0,144475.0,113500.0,175900.0,228000.0,227175.0,172443.0,202000.0,160000.0,,84000.0,95750.0,106699.5,136665.0,95682.0,266750.0,282000.0,246500.0,275000.0,326250.0,380000.0,450000.0
98003,0,69000.0,69925.0,75000.0,79175.0,75925.0,85000.0,89950.0,103250.0,115000.0,125000.0,133250.0,131500.0,139950.0,139990.0,146725.0,147000.0,155000.0,171500.0,180000.0,185000.0,200000.0,213150.0,230000.0,265800.0,300000.0,310000.0,293500.0,242000.0,227500.0,194950.0,195000.0,222000.0,240813.0,270000.0,295500.0,343500.0,370000.0,395750.0,440000.0,529000.0,567500.0
98003,1,55000.0,56950.0,,76500.0,99000.0,57950.0,91500.0,90500.0,99300.0,123875.0,112000.0,123725.0,114950.0,137000.0,130000.0,115250.0,135000.0,140000.0,155500.0,177700.0,181450.0,198500.0,229000.0,247500.0,280500.0,305000.0,300000.0,255000.0,178000.0,140175.0,196383.0,208250.0,193563.0,243975.0,267500.0,301500.0,367500.0,380000.0,410000.0,476000.0,368000.0
98003,2,66500.0,,,129500.0,110000.0,100000.0,70000.0,,174450.0,95000.0,101600.0,109000.0,113000.0,134000.0,113000.0,140100.0,126300.0,152500.0,244000.0,262450.0,197000.0,207500.0,203750.0,241625.0,332500.0,395000.0,308500.0,215000.0,232500.0,200000.0,145000.0,225000.0,215000.0,229500.0,300000.0,355000.0,335500.0,405000.0,441000.0,706000.0,531250.0
98003,3,,,,,,,104500.0,,,,129950.0,105975.0,110500.0,124989.0,412500.0,108500.0,160000.0,120000.0,171000.0,240000.0,185000.0,251985.0,265000.0,171000.0,250000.0,396750.0,213000.0,219000.0,238804.0,195000.0,108900.0,500.0,310000.0,190000.0,300000.0,200000.0,415000.0,497000.0,190000.0,525000.0,719000.0
98004,0,94000.0,119500.0,155975.0,150000.0,140000.0,140250.0,170500.0,239725.0,395000.0,202500.0,270000.0,282900.0,322500.0,329800.0,317500.0,392500.0,413000.0,486000.0,520000.0,571250.0,496500.0,605000.0,790000.0,940000.0,1205500.0,1315000.0,1246750.0,950000.0,985657.0,855000.0,1042500.0,1215000.0,1388000.0,1727500.0,1937750.0,2100000.0,2599975.0,2400000.0,2400000.0,2925000.0,4400000.0
98004,1,111225.0,200000.0,90000.0,112500.0,124750.0,134725.0,123000.0,255000.0,210000.0,195000.0,223000.0,237500.0,217500.0,235000.0,320000.0,275000.0,376500.0,358000.0,425000.0,485000.0,420000.0,582500.0,589500.0,839900.0,950000.0,1165500.0,1500000.0,921500.0,710500.0,663267.5,695212.5,900000.0,1207500.0,1274000.0,1255000.0,1611325.0,2255720.5,1535000.0,2400000.0,2550000.0,4400000.0
98004,2,75000.0,108500.0,85000.0,167500.0,135000.0,150000.0,172500.0,186250.0,278000.0,270000.0,217959.0,259000.0,235000.0,214975.0,320700.0,361975.0,297000.0,371000.0,354000.0,525000.0,520975.0,525000.0,566000.0,737000.0,870000.0,1190400.0,1050000.0,928000.0,750000.0,668997.5,975000.0,650000.0,1000000.0,1369000.0,1336500.0,1820000.0,2310000.0,2050000.0,1600000.0,2350000.0,3100000.0
98004,3,,,,202585.0,,,164900.0,224975.0,,,424000.0,335000.0,199999.0,425000.0,333750.0,370000.0,521125.0,481500.0,422500.0,542987.0,834500.0,410000.0,644340.0,655000.0,775000.0,1190000.0,1027250.0,583000.0,635000.0,724975.0,516250.0,1337900.0,1047000.0,977500.0,1550000.0,1165000.0,1540000.0,1500000.0,1268750.0,2334500.0,2666000.0
98005,0,92000.0,130000.0,119950.0,125000.0,137725.0,124875.0,140000.0,155500.0,225000.0,230000.0,209250.0,216500.0,206500.0,269950.0,230000.0,280000.0,335000.0,357500.0,407475.0,377750.0,401000.0,450000.0,499950.0,572000.0,675000.0,768500.0,710000.0,568900.0,560000.0,561000.0,625000.0,718000.0,788000.0,821000.0,948000.0,1101001.0,1255000.0,1398000.0,1405000.0,1805000.0,2260000.0
98005,1,,107000.0,106750.0,110000.0,102500.0,105000.0,118625.0,137500.0,186350.0,280000.0,164000.0,203250.0,200000.0,170000.0,213000.0,245000.0,250500.0,299950.0,330000.0,346242.0,383475.0,360000.0,389975.0,462000.0,540000.0,575000.0,540000.0,500000.0,572400.0,440000.0,487500.0,634725.0,662500.0,700000.0,802900.0,1095000.0,1185000.0,854250.0,1200000.0,1720000.0,2087500.0
98005,2,,185000.0,75000.0,155000.0,124950.0,115500.0,273750.0,213750.0,284500.0,,151500.0,173550.0,212500.0,215000.0,237500.0,254000.0,367500.0,447000.0,371250.0,410000.0,454450.0,417975.0,390000.0,450000.0,849990.0,835000.0,1150000.0,590000.0,469800.0,760000.0,503500.0,757500.0,762500.0,855000.0,787500.0,1162500.0,798000.0,1165000.0,2060000.0,1362500.0,1350000.0
98005,3,,124000.0,109500.0,,159900.0,120000.0,125000.0,145500.0,250000.0,,204000.0,226000.0,,185000.0,232475.0,244999.0,292000.0,298500.0,312500.0,469950.0,380250.0,469950.0,417750.0,465000.0,602500.0,588000.0,,437000.0,511500.0,,582500.0,544000.0,211800.0,449228.0,1019000.0,1000000.0,925000.0,955000.0,,1442500.0,
98006,0,126000.0,124000.0,130000.0,128900.0,127750.0,147000.0,148500.0,183260.0,248950.0,229975.0,225000.0,229000.0,257250.0,252500.0,269000.0,299500.0,347000.0,376000.0,418000.0,427000.0,420000.0,431225.0,488000.0,569000.0,652500.0,700000.0,640200.0,589950.0,625000.0,590250.0,620500.0,698000.0,750652.5,781250.0,875000.0,1100000.0,1119000.0,1090000.0,1200000.0,1500000.0,1815000.0
98006,1,162500.0,102750.0,99475.0,120000.0,76500.0,99950.0,135900.0,184920.0,266422.5,192000.0,186500.0,198000.0,210750.0,214500.0,218500.0,274700.0,289500.0,308950.0,322000.0,367550.0,374750.0,380000.0,400000.0,500000.0,565000.0,572500.0,579500.0,572500.0,545000.0,406000.0,568000.0,515000.0,713500.0,625000.0,675000.0,950000.0,1045000.0,950000.0,1060000.0,1305000.0,1300000.0
98006,2,137000.0,93250.0,90000.0,100467.5,92000.0,79900.0,99000.0,117000.0,199000.0,160500.0,160000.0,170000.0,177000.0,185000.0,186250.0,210000.0,225000.0,201500.0,280000.0,292500.0,277900.0,330000.0,384750.0,368500.0,465000.0,488000.0,437000.0,449000.0,360000.0,450000.0,362600.0,463181.5,484400.0,605000.0,750000.0,668000.0,805000.0,940000.0,850000.0,1322500.0,950000.0
98006,3,,,,89500.0,99750.0,89500.0,118500.0,171000.0,175000.0,130000.0,157350.0,173900.0,222000.0,172420.0,151250.0,237950.0,246200.0,261900.0,275000.0,383272.0,297117.0,258000.0,349500.0,460000.0,610000.0,475000.0,430000.0,415000.0,410000.0,337500.0,436000.0,429500.0,490000.0,495000.0,580000.0,949000.0,767101.0,672498.5,809500.0,857000.0,
98007,0,135475.0,86750.0,92500.0,84670.0,83725.0,127700.0,111500.0,129950.0,182875.0,171500.0,160000.0,165000.0,170500.0,169450.0,183000.0,189450.0,232950.0,260000.0,286000.0,290000.0,310000.0,299975.0,349975.0,409950.0,500000.0,527500.0,490158.0,440000.0,413750.0,398600.0,420000.0,465000.0,540000.0,622500.0,690400.0,810000.0,830000.0,850000.0,930000.0,1225000.0,1472500.0
98007,1,92500.0,92795.5,104950.0,75400.0,87500.0,84975.0,88970.0,148450.0,152250.0,134950.0,131000.0,146000.0,151750.0,150500.0,158000.0,171000.0,213000.0,221000.0,250000.0,264500.0,251000.0,269000.0,315000.0,425000.0,485950.0,477495.0,422000.0,420000.0,324000.0,325000.0,280000.0,422500.0,486000.0,542500.0,572500.0,749950.0,780000.0,735000.0,730000.0,950000.0,1117500.0
98007,2,86000.0,,142500.0,83725.0,99000.0,78500.0,171400.0,127950.0,150000.0,125000.0,152600.0,146500.0,143000.0,143000.0,172500.0,165000.0,191500.0,257499.5,364250.0,251975.0,296475.0,234300.0,329000.0,353000.0,424950.0,699500.0,475000.0,406625.0,395104.5,429000.0,328000.0,464500.0,414912.5,585000.0,760000.0,726500.0,964000.0,918750.0,740000.0,1300000.0,
98008,0,87000.0,94950.0,91250.0,92750.0,89475.0,94950.0,112500.0,123900.0,184000.0,156000.0,160000.0,164000.0,172725.0,180000.0,185000.0,211700.0,237500.0,250000.0,277745.0,277250.0,298500.0,298175.0,350000.0,420000.0,495000.0,539975.0,517000.0,426000.0,438750.0,400000.0,431450.0,483475.0,529609.5,597000.0,663725.0,797250.0,875000.0,865000.0,960000.0,1200000.0,1478750.0
98008,1,85000.0,72750.0,89700.0,96000.0,88000.0,90750.0,115950.0,122000.0,173500.0,153500.0,153750.0,149300.0,160000.0,174950.0,167725.0,215000.0,217750.0,248000.0,267800.0,250000.0,281175.0,291584.0,333000.0,394000.0,468275.0,500000.0,477500.0,442000.0,402500.0,364950.0,390000.0,455000.0,503000.0,539500.0,689900.0,737250.0,816000.0,860500.0,917500.0,1275000.0,2680000.0
98008,2,75000.0,88500.0,102000.0,96495.0,83000.0,121000.0,170000.0,172900.0,269700.0,204250.0,247500.0,222987.5,276225.0,244000.0,253000.0,258500.0,312450.0,385355.0,314500.0,378000.0,326500.0,455000.0,416000.0,549000.0,551250.0,677250.0,507500.0,584750.0,565000.0,506000.0,696500.0,610000.0,710000.0,600000.0,898750.0,973125.0,1084500.0,965000.0,1165000.0,1625000.0,1336000.0
98008,3,117000.0,,105626.0,81000.0,,,,,,,209800.0,158000.0,174095.0,183000.0,212700.0,230500.0,229500.0,263500.0,312000.0,676409.0,660000.0,330000.0,312000.0,402000.0,,515000.0,,389000.0,401500.0,475000.0,415000.0,737000.0,404450.0,,660000.0,705000.0,807500.0,,882500.0,1250000.0,
98009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600057.0,649995.0,,,,
98009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450000.0,,
98010,0,80000.0,89000.0,55000.0,85250.0,71000.0,85000.0,119010.5,132500.0,119950.0,128000.0,113500.0,128237.5,145787.5,146475.0,164990.0,175470.0,201500.0,186000.0,199950.0,201000.0,212000.0,245950.0,234450.0,292500.0,323000.0,325000.0,350000.0,266875.0,248450.0,263760.0,260000.0,265000.0,306653.5,349949.5,343000.0,400000.0,439950.0,450000.0,506006.0,620000.0,610800.0
98010,1,68500.0,,60000.0,,,,,77170.0,123900.0,108182.5,121750.0,84450.0,117475.0,128000.0,123734.5,158725.0,200000.0,121750.0,153817.0,232750.0,196500.0,176000.0,201500.0,237810.5,239900.0,266575.0,230000.0,214500.0,220000.0,138500.0,135000.0,214500.0,238100.0,240000.0,281788.0,317500.0,338325.0,344000.0,365000.0,432000.0,673000.0
98010,2,,245.0,,,,,,63300.0,55000.0,93518.0,75000.0,98750.0,108000.0,97500.0,115900.0,119900.0,114709.0,125000.0,122800.0,128000.0,,,175450.0,221475.0,259975.0,275000.0,,,195000.0,125001.0,189198.0,140000.0,187855.0,234000.0,187000.0,345000.0,270000.0,334000.0,295000.0,441500.0,411000.0
98011,0,80590.0,83000.0,84750.0,91500.0,90975.0,94375.0,129649.5,138750.0,179150.5,215423.0,172950.0,165000.0,179450.0,179499.0,189950.0,207500.0,225500.0,241750.0,269000.0,280000.0,280000.0,305000.0,345500.0,380000.0,456000.0,449475.0,438000.0,360000.0,359950.0,356500.0,359950.0,410400.0,455000.0,492500.0,560000.0,654000.0,699950.0,690000.0,769000.0,954665.0,1185000.0
98011,1,74950.0,91000.0,70000.0,92000.0,100000.0,99950.0,122990.0,140425.0,169975.0,152000.0,157250.0,165000.0,155000.0,155000.0,154250.0,172000.0,194000.0,209950.0,253250.0,249475.0,250000.0,255247.5,325000.0,350000.0,412000.0,423000.0,399950.0,380000.0,289000.0,330050.0,328000.0,370475.0,375000.0,480000.0,575000.0,619975.0,650000.0,625000.0,723750.0,911500.0,1083000.0
98011,2,,,76000.0,,,81750.0,128844.0,,250000.0,124950.0,178944.0,160000.0,156500.0,171000.0,198475.0,222500.0,197475.0,264900.0,285500.0,220000.0,292000.0,314000.0,270000.0,417500.0,433500.0,472000.0,292500.0,329500.0,365000.0,372000.0,230000.0,442000.0,374000.0,512500.0,485567.5,700000.0,544500.0,686500.0,679500.0,960000.0,1485000.0
98011,3,,,,73600.0,,,,,,,,,,,,,169500.0,,,,,,500000.0,290000.0,920000.0,,,,,280000.0,275000.0,,,,450000.0,1250000.0,762500.0,,,,450000.0
98014,0,56375.0,68000.0,62000.0,64750.0,71050.0,76000.0,89500.0,108000.0,137500.0,135888.0,152513.0,141425.0,193000.0,187500.0,189400.0,190894.5,216500.0,267000.0,277500.0,268100.0,272500.0,270000.0,340000.0,367000.0,385000.0,408892.5,382500.0,359000.0,356000.0,273250.0,325000.0,375000.0,407193.0,433725.0,579600.0,617000.0,639250.0,640000.0,725000.0,824950.0,812000.0
98014,1,88450.0,,,132000.0,,,125475.0,135000.0,210000.0,203575.0,161975.0,188000.0,234950.0,210000.0,222500.0,245250.0,260000.0,254000.0,264725.0,399950.0,350000.0,355000.0,375000.0,307000.0,560975.0,540000.0,430000.0,645000.0,415437.0,447500.0,407550.0,442450.0,406500.0,400500.0,585000.0,642500.0,775000.0,789990.0,802000.0,1027500.0,
98014,2,46500.0,,,60000.0,45000.0,,82500.0,185000.0,87900.0,79500.0,137000.0,186500.0,130000.0,185000.0,,107500.0,169000.0,169950.0,254975.0,197975.0,267500.0,209950.0,220475.0,229900.0,348950.0,314950.0,,270000.0,388875.0,157400.0,140907.5,275000.0,553679.0,310000.0,470000.0,410000.0,395000.0,584800.0,631500.0,800500.0,1250000.0
98017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250000.0,,
98019,0,62000.0,81000.0,50000.0,59025.0,63952.0,84950.0,90725.0,99500.0,163066.5,130000.0,164450.0,161000.0,174141.5,183553.5,186500.0,225000.0,227500.0,256160.0,269198.0,253800.0,288975.0,330097.5,325000.0,370000.0,415995.0,466000.0,417250.0,363975.0,375500.0,312000.0,312000.0,380000.0,380000.0,437750.0,470000.0,550000.0,598000.0,624999.5,675000.0,825000.0,925000.0
98019,1,,98000.0,,,54750.0,,94900.0,106645.0,169000.0,175000.0,160000.0,120000.0,156000.0,157250.0,240825.0,172500.0,212674.0,243250.0,248925.0,345000.0,316000.0,289975.0,342000.0,449900.0,465000.0,545000.0,540000.0,739000.0,390000.0,427450.0,597450.0,599000.0,600000.0,376000.0,506000.0,460000.0,720000.0,695000.0,664950.0,700000.0,725000.0
98019,2,,,,,,,,,,123500.0,,165000.0,,,,,,,,335000.0,400000.0,,,375000.0,,,,,600088.5,,,428000.0,,,270000.0,503500.0,715000.0,,1058600.0,1025000.0,
98021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290225.0,,,,,,,,,,
98022,0,69975.0,68500.0,66000.0,74500.0,77500.0,88250.0,83200.0,114000.0,110450.0,119550.0,122965.0,128750.0,145000.0,140650.0,135000.0,140500.0,153250.0,174925.0,179000.0,186880.5,194500.0,218000.0,232000.0,265000.0,285350.0,319900.0,299450.0,249975.0,250000.0,236000.0,240916.0,244862.0,265000.0,295000.0,328000.0,356000.5,360000.0,429000.0,455000.0,531000.0,608750.0
98022,1,167500.0,,65000.0,50000.0,99000.0,155000.0,72700.0,98000.0,152125.0,106100.0,146000.0,134475.0,124975.0,142995.0,128325.0,134900.0,166500.0,150000.0,145000.0,222500.0,181200.0,263000.0,222500.0,269900.0,329475.0,370000.0,240000.0,215950.0,244975.0,213427.0,235000.0,130000.0,266894.0,283000.0,356275.0,325000.0,382500.0,374900.0,425000.0,555500.0,670000.0
98022,2,55000.0,45000.0,47500.0,57000.0,89000.0,74000.0,54875.0,78675.0,90995.0,157500.0,110000.0,118000.0,99500.0,88500.0,130000.0,131000.0,143500.0,135000.0,133250.0,159000.0,169500.0,163000.0,185375.0,241350.0,264000.0,240000.0,255000.0,218900.0,207500.0,202450.0,155000.0,223100.0,195000.0,229000.0,264250.0,315000.0,326250.0,347500.0,390000.0,473250.0,650000.0
98022,3,,,145000.0,65000.0,55000.0,69950.0,70000.0,96500.0,,,120000.0,,149000.0,94500.0,103750.0,169950.0,170900.0,122499.5,249500.0,163475.0,196000.0,155750.0,169900.0,252500.0,180000.0,218250.0,266400.0,170999.5,172500.0,130000.0,,161500.0,256500.0,528162.0,254500.0,,375000.0,419000.0,330000.0,622500.0,470000.0
98023,0,83725.0,82000.0,79990.0,84000.0,85000.0,94475.0,99950.0,108775.0,134972.5,146500.0,132000.0,135000.0,137500.0,137975.0,145000.0,151000.0,159950.0,167950.0,180725.0,187000.0,198137.5,214100.0,239950.0,269950.0,308000.0,327200.0,300000.0,254745.0,245000.0,200000.0,204500.0,227000.0,250000.0,280000.0,315500.0,352000.0,378000.0,405250.0,450000.0,551500.0,615000.0
98023,1,68200.0,74000.0,74950.0,68950.0,70000.0,71450.0,88900.0,89250.0,134000.0,110000.0,129900.0,121900.0,125950.0,123725.0,125000.0,128500.0,142950.0,165500.0,172050.0,185000.0,182945.5,202500.0,233550.0,263000.0,309500.0,327500.0,269000.0,231450.0,216500.0,192761.0,146250.0,223450.0,238200.0,246600.0,291500.0,339850.0,362500.0,390000.0,448500.0,510500.0,562000.0
98023,2,69500.0,,83050.0,79500.0,89500.0,,,88375.0,125950.0,174950.0,127750.0,133000.0,128889.0,117500.0,122900.0,137600.0,149950.0,163100.0,169000.0,189950.0,199950.0,186680.0,229000.0,279990.0,272888.0,287500.0,288450.0,214500.0,209000.0,249950.0,237900.0,225000.0,203050.0,240000.0,280000.0,320000.0,399975.0,362000.0,439750.0,525000.0,750000.0
98024,0,65000.0,68500.0,104500.0,93000.0,87200.0,94500.0,99500.0,136500.0,185000.0,163250.0,160000.0,182000.0,195000.0,216000.0,170500.0,225000.0,247450.0,276500.0,335000.0,296000.0,337475.0,334500.0,383123.0,460000.0,545000.0,542000.0,524950.0,451000.0,465000.0,388875.0,405000.0,465500.0,440000.0,516500.0,575000.0,628000.0,657000.0,800000.0,920000.0,930000.0,1160000.0
98024,1,,30000.0,49500.0,50000.0,66000.0,,25000.0,117500.0,140500.0,137000.0,205000.0,198750.0,96000.0,198475.0,295500.0,,220000.0,471250.0,,300000.0,249500.0,281250.0,306250.0,388000.0,347500.0,299000.0,307000.0,454000.0,,440000.0,210500.0,468750.0,450000.0,378000.0,1180000.0,594500.0,508500.0,420000.0,722700.0,815000.0,1499950.0
98024,2,77500.0,,170000.0,,58000.0,,,83150.0,138950.0,128000.0,103475.0,157750.0,159000.0,169459.0,150250.0,255000.0,242500.0,52680.0,228700.0,252500.0,249000.0,126486.0,420225.0,322000.0,391231.0,665000.0,,454600.0,200000.0,300000.0,359393.5,343100.0,555000.0,350000.0,371500.0,352500.0,895000.0,496000.0,734940.0,879000.0,699000.0
98025,0,,,,,,,,,,,,,,,,,,,,,,,,,865614.0,,,,,,,,,,,,,,,,
98026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437000.0,,,,,,
98027,0,118750.0,116125.0,115500.0,110000.0,122675.0,132750.0,133953.0,160000.0,215000.0,200000.0,198000.0,204000.0,226750.0,230000.0,244500.0,249975.0,280950.0,312000.0,325000.0,324950.0,343000.0,381000.0,440000.0,475000.0,587000.0,638250.0,586000.0,512500.0,520000.0,465000.0,465000.0,513000.0,575000.0,620000.0,660150.0,771500.0,837250.0,813000.0,891000.0,1100000.0,1460000.0
98027,1,32500.0,,125000.0,121800.0,109500.0,224950.0,160000.0,188500.0,137000.0,229500.0,169900.0,179950.0,191000.0,300450.0,376000.0,379975.0,252350.0,336438.0,347975.0,542450.0,324450.0,423500.0,400000.0,482500.0,759900.0,455000.0,665000.0,425000.0,656000.0,215000.0,500000.0,436000.0,499000.0,505000.0,842500.0,857500.0,815000.0,738000.0,829999.0,1126750.0,1285000.0
98027,2,118975.0,135170.0,93000.0,92500.0,94900.0,88200.0,129900.0,83125.0,202975.0,170000.0,153000.0,167500.0,97500.0,184000.0,330000.0,165000.0,210000.0,253000.0,294950.0,306000.0,250000.0,230000.0,282475.0,395500.0,544500.0,626000.0,400000.0,157532.0,298500.0,334000.0,311000.0,337000.0,430000.0,427500.0,591944.0,575000.0,622500.0,713500.0,757500.0,825000.0,987500.0
98027,3,50500.0,210000.0,,,,77550.0,93500.0,169950.0,159950.0,,270000.0,135000.0,530000.0,202000.0,,311500.0,382500.0,302000.0,350000.0,399950.0,577504.0,470000.0,570000.0,446750.0,350000.0,430000.0,688000.0,1950000.0,645625.0,276500.0,485000.0,835000.0,410000.0,545000.0,575000.0,537500.0,2675000.0,1152500.0,660000.0,952669.0,
98028,0,87500.0,80000.0,85000.0,90500.0,85000.0,104000.0,107000.0,132000.0,175000.0,158500.0,160000.0,163000.0,180000.0,179350.0,186000.0,190000.0,220000.0,229950.0,254990.0,267000.0,275000.0,300975.0,341475.0,400000.0,443607.0,458000.0,439500.0,392000.0,358000.0,345000.0,355000.0,399975.0,432000.0,485000.0,531000.0,640000.0,686000.0,658750.0,789475.0,935500.0,1176500.0
98028,1,100000.0,76500.0,60000.0,77475.0,,79950.0,95975.0,94000.0,100500.0,122170.0,136475.0,126000.0,140000.0,142000.0,145000.0,150000.0,185000.0,194250.0,209000.0,239000.0,232000.0,258000.0,270000.0,317250.0,370975.0,357950.0,322885.0,277000.0,329500.0,269500.0,299975.0,347996.0,309750.0,429000.0,475000.0,561500.0,600000.0,554000.0,717500.0,757500.0,700000.0
98028,2,,,,68000.0,132500.0,80000.0,75500.0,86175.5,115000.0,120000.0,128000.0,174000.0,150000.0,138560.0,173450.0,155750.0,174725.0,177000.0,214000.0,217000.0,238000.0,265000.0,253175.0,314950.0,352000.0,416000.0,300000.0,291000.0,374079.0,270000.0,305000.0,303000.0,390000.0,427475.0,530000.0,549500.0,535000.0,575000.0,685000.0,726000.0,328750.0
98028,3,,,135000.0,,105741.0,,110000.0,,,,,,250500.0,,229000.0,,330000.0,,,450000.0,374950.0,,465000.0,,636000.0,,670000.0,,466500.0,,390000.0,,,,875000.0,825000.0,,1075000.0,1225000.0,,
98029,0,133000.0,105000.0,181500.0,112950.0,119064.0,144975.0,136841.0,154990.0,232450.0,209000.0,207613.0,211035.5,218000.0,220000.0,229500.0,249950.0,272000.0,286000.0,305000.0,323000.0,337500.0,354000.0,415000.0,448000.0,560000.0,599725.0,551000.0,490000.0,465500.0,446000.0,465000.0,525000.0,590000.0,650000.0,738000.0,854500.0,890000.0,848727.0,935000.0,1269500.0,1697500.0
98029,1,,,,118250.0,149900.0,137000.0,123500.0,145475.0,,259250.0,183500.0,310000.0,204500.0,230250.0,350000.0,229500.0,265000.0,326950.0,565000.0,332000.0,341750.0,353000.0,447725.0,500000.0,550000.0,540000.0,550000.0,,440000.0,491750.0,490000.0,547000.0,495000.0,375000.0,610000.0,910000.0,942500.0,1163000.0,810000.0,1321100.0,
98029,2,,,,,,,,,369000.0,,,,,,200000.0,,229500.0,,,,,,1400000.0,560000.0,,,,,,,,483500.0,,,550000.0,,,864891.5,34000.0,635000.0,
98030,0,70975.0,76750.0,72000.0,83927.5,82000.0,85500.0,94500.0,105500.0,124537.5,130000.0,135950.0,136000.0,143950.0,138500.0,152950.0,163375.0,173550.0,189950.0,206000.0,215000.0,219950.0,228000.0,245000.0,284625.0,325000.0,340000.0,309500.0,258500.0,235500.0,210000.0,210000.0,248033.0,266000.0,293250.0,325000.0,368000.0,398000.0,415000.0,459000.0,570000.0,660000.0
98030,1,,91000.0,108975.0,,81000.0,79900.0,135000.0,132500.0,144500.0,111000.0,142500.0,141000.0,135500.0,129900.0,134755.0,148250.0,159250.0,170195.0,203000.0,198000.0,200000.0,207500.0,236000.0,285000.0,318225.0,332000.0,285000.0,181500.0,232000.0,184510.0,200950.0,230000.0,245000.0,280000.0,299000.0,350000.0,381000.0,441000.0,460000.0,555000.0,1020000.0
98030,2,,,,100000.0,,83750.0,75000.0,94975.0,50000.0,126000.0,98249.5,98475.0,88000.0,131000.0,94500.0,118000.0,108000.0,137000.0,169950.0,185000.0,168000.0,185875.0,233750.0,266000.0,275000.0,249900.0,594000.0,150000.0,155000.0,185000.0,169228.5,225000.0,263553.5,180000.0,204725.0,325000.0,286000.0,434000.0,433000.0,405000.0,849000.0
98030,3,180000.0,,,,,,,,74000.0,130000.0,,95000.0,175000.0,,222475.0,65000.0,118000.0,,,142000.0,287500.0,177000.0,179500.0,100000.0,284000.0,,,,,179248.5,89900.0,175000.0,120000.0,200000.0,155932.0,285000.0,,,380000.0,382500.0,
98031,0,72000.0,77700.0,75050.0,78200.0,79475.0,82250.0,93547.5,106000.0,149950.0,139225.0,145000.0,142000.0,145950.0,146750.0,149500.0,153349.0,169950.0,180000.0,194550.0,210000.0,214950.0,226000.0,250000.0,284900.0,341827.5,350000.0,305000.0,261000.0,242500.0,210000.0,214000.0,243000.0,265000.0,299925.0,335000.0,371750.0,415500.0,425000.0,475000.0,570888.0,650000.0
98031,1,120000.0,88000.0,86950.0,77975.0,76950.0,79950.0,93500.0,89900.0,122500.0,91000.0,127475.0,138000.0,139950.0,139500.0,137697.5,146975.0,148245.0,176950.0,172950.0,185000.0,196150.0,209950.0,252500.0,288000.0,349950.0,370129.0,293000.0,230000.0,210500.0,224250.0,234601.5,260000.0,240012.5,282000.0,310000.0,341250.0,406000.0,450510.0,450000.0,543000.0,550000.0
98031,2,,81250.0,,,75000.0,,82750.0,94500.0,100000.0,70000.0,108000.0,110000.0,128000.0,125000.0,127497.5,131500.0,132750.0,184250.0,157975.0,189950.0,161500.0,206000.0,235000.0,250200.0,325250.0,320000.0,278000.0,292000.0,267000.0,127125.0,160711.0,175000.0,195500.0,285000.0,310000.0,340000.0,360000.0,442500.0,405000.0,525000.0,662500.0
98031,3,,,,,,,,,,,,,115000.0,,,,,,,235000.0,,,,,397000.0,430000.0,,,,,,,,,,,250000.0,,,,
