ZipCode,Beds,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
98029,3~4,133000.0,105000.0,181500.0,112950.0,119500.0,142425.0,136950.0,154245.0,232000.0,210000.0,207450.0,210970.0,217100.0,219220.0,228500.0,248000.0,271000.0,285000.0,305000.0,320000.0,336950.0,350000.0,405900.0,449000.0,570000.0,599355.0,550000.0,488503.5,459125.0,441500.0,462000.0,525000.0,580000.0,650000.0,729900.0,850000.0,880000.0,835000.0,927500.0,1260000.0,1695000.0
98029,5~,,,,,149900.0,185000.0,134394.0,179450.0,274250.0,200000.0,290000.0,275990.0,269950.0,317500.0,289000.0,305000.0,371000.0,400000.0,357450.0,410000.0,522500.0,500190.0,563068.5,779222.0,660000.0,837500.0,725000.0,611500.0,636000.0,705000.0,625000.0,644500.0,975000.0,831250.0,1095332.0,1211377.5,1177500.0,990000.0,1241250.0,1854000.0,1910000.0
98030,0~2,65000.0,50000.0,62300.0,74950.0,87750.0,64500.0,63875.0,71500.0,81950.0,98500.0,98950.0,104000.0,105000.0,104000.0,114000.0,118000.0,122450.0,143500.0,158500.0,157000.0,153450.0,173000.0,173500.0,250000.0,270000.0,265000.0,273000.0,215950.0,139000.0,120000.0,115000.0,193000.0,241500.0,211000.0,230875.0,303000.0,337500.0,353500.0,387500.0,395000.0,510000.0
98030,3~4,72000.0,74750.0,75000.0,84372.5,81900.0,85400.0,94700.0,105676.0,127541.0,130000.0,136500.0,136700.0,143950.0,139900.0,152685.0,162500.0,173000.0,189950.0,205000.0,211950.0,218375.0,226500.0,245000.0,284950.0,323500.0,340000.0,308000.0,256000.0,238000.0,207000.0,209000.0,245000.0,260000.0,288000.0,325000.0,370000.0,395000.0,415000.0,455500.0,570000.0,665000.0
98030,5~,86500.0,84885.5,70000.0,91750.0,101000.0,109975.0,90000.0,167850.0,195875.0,140475.0,166875.0,149000.0,179750.0,137250.0,159950.0,178000.0,175837.5,241497.0,249475.0,260000.0,262500.0,256250.0,264975.0,340000.0,400500.0,392475.0,308500.0,334917.5,255000.0,237647.0,223950.0,311497.5,330250.0,333750.0,357500.0,420000.0,442000.0,488000.0,548000.0,632500.0,874500.0
98031,0~2,62950.0,65500.0,,59500.0,66000.0,44000.0,71725.0,75975.0,213500.0,98725.0,119900.0,107000.0,127700.0,116700.0,115000.0,126500.0,129000.0,151000.0,139950.0,185000.0,166000.0,170000.0,212000.0,224000.0,257750.0,264950.0,239056.5,325442.0,150975.0,168419.0,150100.0,130561.0,212101.0,285000.0,240000.0,282500.0,356747.0,300000.0,388000.0,456500.0,465000.0
98031,3~4,75000.0,79625.0,77000.0,78750.0,79000.0,81269.0,93250.0,105000.0,142000.0,138500.0,144950.0,141400.0,145000.0,145000.0,149500.0,152500.0,167500.0,180000.0,193000.0,207000.0,208000.0,225000.0,249750.0,280000.0,340167.5,350000.0,305000.0,260000.0,240000.0,206370.0,209000.0,240000.0,264000.0,291000.0,327286.0,369975.0,411500.0,425000.0,465000.0,565000.0,650000.0
98031,5~,128500.0,,73750.0,94000.0,97000.0,92500.0,105000.0,112000.0,169169.0,125000.0,157500.0,157500.0,153725.0,171270.0,137700.0,164000.0,242495.0,209000.0,208000.0,227700.0,259500.0,259624.5,300000.0,379475.0,412745.0,444000.0,371000.0,295000.0,315000.0,257900.0,245000.0,260135.0,300100.0,350000.0,414950.0,440750.0,460000.0,500000.0,561250.0,638000.0,691500.0
98032,0~2,75000.0,,46000.0,51075.0,49975.0,44000.0,54500.0,35625.0,92825.0,72065.0,79900.0,82500.0,72590.0,87475.0,79500.0,86950.0,123000.0,127000.0,117000.0,143000.0,138500.0,144224.0,155000.0,205000.0,216250.0,258250.0,250000.0,210000.0,172420.0,110000.0,118450.0,165250.0,153286.0,195000.0,227500.0,227500.0,268825.0,295000.0,325500.0,416500.0,451700.0
98032,3~4,70500.0,78350.0,79950.0,72750.0,69500.0,80725.0,85750.0,95500.0,112900.0,125875.0,119970.0,129950.0,127950.0,130625.0,128000.0,129970.0,144250.0,160000.0,172500.0,187000.0,186825.0,190000.0,220000.0,254000.0,283500.0,315400.0,275000.0,229250.0,218250.0,171000.0,167852.0,213000.0,238000.0,265000.0,300000.0,345000.0,380000.0,380000.0,430000.0,517500.0,600000.0
98032,5~,81800.0,92500.0,84000.0,99500.0,118750.0,86000.0,94000.0,82500.0,112500.0,105000.0,132475.0,133500.0,129950.0,158925.0,138990.0,150750.0,155999.5,159950.0,195000.0,194000.0,205000.0,246000.0,249000.0,275000.0,330250.0,320000.0,325000.0,299975.0,294000.0,205000.0,161000.0,263242.0,257500.0,336950.0,326000.0,370500.0,401000.0,450000.0,504950.0,575000.0,792500.0
98033,0~2,154000.0,69225.0,67500.0,74500.0,57600.0,87475.0,87499.0,119950.0,136000.0,121875.0,140747.5,144900.0,150500.0,162500.0,174750.0,179000.0,210500.0,230000.0,245000.0,278500.0,272000.0,278500.0,336000.0,439950.0,530000.0,622500.0,431500.0,450000.0,372650.0,350000.0,418765.0,456000.0,577500.0,564000.0,590000.0,767950.0,882500.0,900000.0,935000.0,1205000.0,1461250.0
98033,3~4,81975.0,85000.0,88975.0,87375.0,97000.0,89000.0,114000.0,127475.0,181387.5,174450.0,174974.5,172700.0,185000.0,200000.0,210000.0,228000.0,257950.0,285000.0,309500.0,325000.0,368926.5,399950.0,435000.0,539950.0,600000.0,664500.0,610000.0,550000.0,505000.0,525000.0,540500.0,609668.0,621500.0,699000.0,786000.0,930000.0,1100000.0,1130000.0,1225000.0,1530925.0,1730000.0
98033,5~,93000.0,122000.0,91000.0,100750.0,97000.0,91675.0,103000.0,133950.0,261000.0,242250.0,189500.0,181875.0,175000.0,226450.0,235000.0,249600.0,315000.0,312000.0,376500.0,403500.0,362500.0,447500.0,538562.0,630000.0,760500.0,805999.5,740000.0,650000.0,702500.0,660000.0,680000.0,702500.0,875000.0,1048000.0,1447500.0,1210000.0,1608500.0,1600000.0,2150000.0,2070500.0,2807500.0
98034,0~2,,75000.0,68000.0,79250.0,79950.0,104458.0,89225.0,118475.0,154975.0,132400.0,131400.0,128000.0,135000.0,150000.0,150750.0,154500.0,178500.0,210000.0,224895.0,245000.0,232400.0,290000.0,295000.0,425000.0,405500.0,477500.0,449625.0,312000.0,345500.0,313750.0,282500.0,333000.0,350000.0,373600.0,473000.0,495000.0,678250.0,1085000.0,750000.0,1125000.0,1050000.0
98034,3~4,78875.0,81950.0,82000.0,77750.0,85900.0,83915.0,90000.0,116000.0,155975.0,150000.0,146000.0,150000.0,159000.0,159000.0,167000.0,181450.0,205000.0,227000.0,239950.0,249950.0,262500.0,280000.0,310000.0,360000.0,418000.0,450000.0,417000.0,360000.0,365000.0,338000.0,340922.5,405000.0,435000.0,463000.0,540000.0,640000.0,720000.0,700000.0,770000.0,965000.0,1335000.0
98034,5~,79000.0,84000.0,83000.0,88000.0,88575.0,100000.0,99950.0,122000.0,175250.0,175500.0,161250.0,161400.0,177000.0,186250.0,180400.0,192000.0,235000.0,255000.0,265500.0,283750.0,292000.0,320000.0,367500.0,417000.0,499974.5,499999.0,497000.0,433000.0,414500.0,409000.0,426000.0,500000.0,475000.0,550000.0,683000.0,749750.0,815000.0,797000.0,884000.0,1099500.0,1325000.0
98035,0~2,,,,,,,,,,,,,,85000.0,,,,,,,,145000.0,,,209000.0,,,147000.0,,,,,,,,,,,,,
98038,0~2,73250.0,90000.0,51000.0,70250.0,90000.0,70112.5,82075.0,79100.0,107575.0,149500.0,117500.0,105725.0,109375.0,122475.0,125725.0,128500.0,130000.0,184750.0,169950.0,175000.0,175000.0,197500.0,220950.0,270000.0,274000.0,284000.0,288825.0,264320.0,249000.0,220000.0,150000.0,142750.0,312475.0,299950.0,263299.0,353590.0,412500.0,393000.0,401500.0,485000.0,640000.0
98038,3~4,91250.0,74600.0,84000.0,94500.0,96300.0,95000.0,103391.0,122000.0,157950.0,138745.0,143890.5,146950.0,155982.5,161725.0,163990.0,168937.5,189250.0,195975.0,219500.0,225146.0,237314.0,248000.0,269500.0,328000.0,389000.0,379900.0,356000.0,303000.0,283119.5,270000.0,265000.0,299833.0,329925.0,359700.0,385975.0,434750.0,480000.0,480000.0,525000.0,687000.0,785625.0
98038,5~,92500.0,73950.0,109500.0,105475.0,138950.0,130000.0,103950.0,158475.0,182494.0,223500.0,195000.0,204500.0,210000.0,205000.0,216625.0,228750.0,212292.5,228350.0,268600.0,278787.5,324843.5,384990.0,401336.0,408000.0,428147.5,518250.0,420000.0,413500.0,358000.0,375000.0,332381.0,404000.0,450000.0,451625.0,510000.0,537385.0,602300.0,599995.0,705000.0,820000.0,860000.0
98039,0~2,,125000.0,102475.0,,,155000.0,,,,865000.0,348000.0,387500.0,370000.0,565000.0,831875.0,450000.0,,520000.0,760000.0,816500.0,506250.0,675000.0,725000.0,,1150000.0,,1600000.0,650000.0,665000.0,1263500.0,1165000.0,1390000.0,1309000.0,1060000.0,1890000.0,2600000.0,3200000.0,3100000.0,2325000.0,3346500.0,2185000.0
98039,3~4,210000.0,193250.0,129500.0,142750.0,175500.0,192500.0,219500.0,362000.0,379950.0,570475.0,470000.0,310700.0,474975.0,338000.0,510000.0,491250.0,592727.0,705000.0,735000.0,885000.0,844000.0,872500.0,1025000.0,1535000.0,1345500.0,1825000.0,1406500.0,1250000.0,1200000.0,1131500.0,1412500.0,1612500.0,2100000.0,1840000.0,1732000.0,2400000.0,2400000.0,2300000.0,3125000.0,3800000.0,4500000.0
98039,5~,470000.0,600000.0,217500.0,358500.0,235000.0,325000.0,370000.0,254300.0,925000.0,259500.0,435000.0,549500.0,385000.0,480000.0,612500.0,735750.0,920000.0,1340000.0,1067000.0,1897500.0,765000.0,1156500.0,1425000.0,2200000.0,2245000.0,3072500.0,1400000.0,2057500.0,1110000.0,1300000.0,1485000.0,1626500.0,3418800.0,2612500.0,2637500.0,3500000.0,3100000.0,4300000.0,4200000.0,5550000.0,7250000.0
98040,0~2,69500.0,62250.0,86000.0,103500.0,75200.0,105500.0,103500.0,152400.0,,305000.0,173500.0,219000.0,234300.0,286500.0,258000.0,473000.0,262500.0,359900.0,410000.0,392750.0,444000.0,309000.0,530500.0,1137500.0,795000.0,912500.0,715000.0,505000.0,610000.0,275000.0,725000.0,630000.0,820750.0,800000.0,975000.0,1271250.0,982500.0,1025000.0,1155000.0,1235000.0,950000.0
98040,3~4,148750.0,143000.0,161500.0,143000.0,166250.0,176000.0,185000.0,250500.0,375000.0,331500.0,295000.0,299000.0,320000.0,345000.0,352500.0,412000.0,449000.0,560000.0,595000.0,600000.0,567000.0,620000.0,675000.0,845000.0,883000.0,950000.0,944250.0,815000.0,794611.5,783000.0,809987.5,866500.0,948750.0,1088000.0,1193000.0,1380000.0,1463500.0,1410000.0,1550000.0,1875000.0,2420000.0
98040,5~,143000.0,151350.0,165000.0,162500.0,171375.0,193000.0,241375.0,333000.0,430000.0,346194.0,328285.0,314000.0,373000.0,427000.0,485000.0,490549.5,496000.0,621000.0,726000.0,708000.0,807000.0,858875.0,924500.0,925000.0,1075000.0,1225000.0,1150000.0,872000.0,1054000.0,865000.0,948250.0,1170000.0,1335000.0,1237500.0,1427500.0,1914500.0,2175000.0,1975000.0,1850000.0,2427000.0,2600000.0
98042,0~2,44750.0,110000.0,109000.0,40815.0,90000.0,69500.0,50500.0,90000.0,73625.0,74750.0,88975.0,115325.0,111750.0,120000.0,112000.0,112500.0,129950.0,113475.0,135000.0,149000.0,171475.0,163750.0,189950.0,209950.0,226025.0,270000.0,395000.0,241080.0,175000.0,183204.5,129450.0,185000.0,165438.0,209000.0,236500.0,270000.0,312400.0,304000.0,332500.0,480000.0,530000.0
98042,3~4,69950.0,89975.0,87475.0,83450.0,86167.5,87500.0,90000.0,106550.0,143450.0,132000.0,128500.0,131472.0,142992.5,147500.0,158000.0,168950.0,167950.0,179500.0,196950.0,206875.0,229500.0,242950.0,257680.0,290235.0,325000.0,343500.0,319580.0,264500.0,259450.0,232000.0,229500.0,256000.0,259950.0,299000.0,337250.0,375000.0,408000.0,433000.0,485000.0,590000.0,695000.0
98042,5~,107500.0,107500.0,75500.0,154500.0,127500.0,130375.0,134950.0,138900.0,150000.0,189950.0,199000.0,197475.0,218990.0,184990.0,190000.0,230250.0,239000.0,244425.0,266500.0,280500.0,275177.5,298477.0,322000.0,370960.0,421500.0,446000.0,420457.5,335000.0,298000.0,279900.0,293250.0,318186.0,330500.0,350000.0,405000.0,452000.0,492500.0,495000.0,600000.0,700000.0,801000.0
98043,3~4,,,,,,,,,,,,,,,,,,,,,,,,,,437515.0,,,,,,562000.0,,389950.0,,,,,,,
98044,3~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5800000.0,
98045,0~2,52000.0,64291.0,48000.0,32250.0,64250.0,41000.0,64000.0,76250.0,105000.0,143000.0,113975.0,126000.0,121000.0,125000.0,139000.0,146500.0,150000.0,169750.0,181000.0,232000.0,200000.0,226000.0,235222.5,276500.0,297000.0,324500.0,345000.0,239721.0,227500.0,212500.0,160000.0,262975.0,275000.0,353000.0,315500.0,523665.0,510000.0,530000.0,500000.0,585675.0,811000.0
98045,3~4,58500.0,65000.0,65000.0,68000.0,65350.0,71000.0,79975.0,100000.0,138000.0,135000.0,143000.0,149950.0,164500.0,162944.0,205000.0,236200.0,250650.0,230000.0,278000.0,246250.0,272950.0,259725.0,300000.0,335000.0,397500.0,456500.0,400000.0,365500.0,379387.5,299500.0,288375.0,330000.0,350000.0,378000.0,436950.0,515000.0,575000.0,644542.0,730000.0,876500.0,1015000.0
98045,5~,,,138500.0,,120000.0,131000.0,,241250.0,208475.0,132000.0,219000.0,246000.0,219975.0,249550.0,295000.0,260297.0,285150.0,314297.0,220650.0,409000.0,412475.0,389750.0,525500.0,535525.0,437495.0,589500.0,350000.0,395000.5,710000.0,539880.0,518440.0,325956.0,415000.0,585000.0,707007.0,775440.0,848355.0,857747.0,948379.5,1050459.0,1177079.0
98047,0~2,43500.0,,55225.0,24850.0,,66400.0,48000.0,54725.0,77000.0,70000.0,80425.0,85925.0,108500.0,84000.0,87000.0,102500.0,109000.0,117500.0,120000.0,141325.0,137450.0,153525.0,149950.0,190250.0,219200.0,271500.0,252000.0,190000.0,127543.5,165000.0,135000.0,141893.5,150000.0,152335.0,183500.0,208000.0,260000.0,261200.0,297750.0,417000.0,
98047,3~4,75900.0,59000.0,65975.0,54475.0,66975.0,64000.0,79325.0,85000.0,106950.0,105000.0,115725.0,118000.0,123950.0,124500.0,128725.0,128000.0,134949.5,145225.0,155050.0,166500.0,185750.0,188750.0,203000.0,224920.0,274000.0,275000.0,261000.0,193875.0,196500.0,157500.0,155000.0,184250.0,215000.0,212500.0,245000.0,295000.0,315500.0,349500.0,401500.0,465000.0,525000.0
98047,5~,,,,,,,,54000.0,78000.0,50000.0,70000.0,105000.0,139950.0,121500.0,,,,189200.0,171250.0,174950.0,169000.0,,198663.0,274999.0,287500.0,197000.0,,176137.0,160000.0,245000.0,,190000.0,230000.0,,,410000.0,343700.0,,336900.0,500000.0,
98050,0~2,,,,,,,,,82500.0,,71500.0,40000.0,,,119000.0,145000.0,393900.0,130000.0,120000.0,182500.0,510000.0,180000.0,293975.0,,385500.0,315000.0,855000.0,,285000.0,,255000.0,140000.0,347450.0,351000.0,,625000.0,386000.0,560975.0,183731.0,1193325.0,555000.0
98050,3~4,,74000.0,,,121250.0,62500.0,189900.0,161000.0,129703.0,182000.0,103325.0,209950.0,454750.0,260000.0,195750.0,197000.0,206500.0,465900.0,237000.0,240000.0,295000.0,307500.0,210750.0,540000.0,485500.0,631900.0,668750.0,410000.0,577500.0,365000.0,425000.0,480825.0,490749.0,340000.0,662500.0,534250.0,992500.0,920000.0,739100.0,750000.0,
98050,5~,,,,,,,,108000.0,,,500000.0,,250000.0,,,440000.0,595000.0,,310000.0,755000.0,,955.0,735000.0,,,1150000.0,,,,625000.0,,,,,,885000.0,,,,,
98051,0~2,95500.0,,,41000.0,35000.0,75000.0,,30000.0,27000.0,72000.0,129777.0,36000.0,94500.0,53500.0,86200.0,134425.0,164000.0,100000.0,113500.0,121150.0,187900.0,202500.0,152358.5,200000.0,375000.0,272000.0,230000.0,305000.0,222500.0,150000.0,125000.0,174000.0,262500.0,307000.0,387950.0,387500.0,382000.0,372500.0,341115.0,545000.0,363000.0
98051,3~4,74500.0,,69000.0,101750.0,87750.0,92000.0,117300.0,138950.0,140250.0,136500.0,160450.0,156400.0,179700.0,165500.0,194975.0,176000.0,220000.0,218975.0,286750.0,269000.0,319250.0,349000.0,537950.0,420000.0,494175.0,400000.0,353750.0,325000.0,378504.5,304250.0,335000.0,325475.0,424900.0,455000.0,468500.0,485000.0,608000.0,596000.0,676300.0,848750.0,637500.0
98051,5~,,,80000.0,115000.0,,87000.0,,,,,12000.0,,,56815.0,170777.0,,147500.0,,329950.0,,376500.0,670118.0,469300.0,464625.0,620000.0,615250.0,,376442.0,,,880500.0,550000.0,425000.0,430000.0,456000.0,702550.0,557500.0,1550000.0,947500.0,894000.0,1502000.0
98052,0~2,62750.0,,89000.0,84250.0,90950.0,89500.0,49225.0,116450.0,204500.0,162750.0,139000.0,154000.0,169000.0,164000.0,165000.0,178975.0,205000.0,207000.0,238000.0,254750.0,266500.0,241000.0,285000.0,353400.0,435500.0,425000.0,375000.0,370500.0,391500.0,319875.0,297000.0,386250.0,405750.0,555000.0,560000.0,696550.0,700000.0,647000.0,812500.0,900000.0,900000.0
98052,3~4,92500.0,93375.0,108725.0,107000.0,108242.5,111911.0,125850.0,148500.0,222250.0,185000.0,182950.0,182250.0,190000.0,196000.0,214000.0,235000.0,260000.0,280000.0,299000.0,324903.0,349000.0,354502.0,403000.0,475000.0,560000.0,593000.0,557650.0,493750.0,477000.0,445000.0,480000.0,540000.0,580000.0,630000.0,710250.0,825000.0,886000.0,870000.0,965000.0,1300000.0,1588750.0
98052,5~,78000.0,119500.0,105000.0,109500.0,121725.0,100500.0,124950.0,161622.5,214000.0,191000.0,190000.0,198500.0,194000.0,198500.0,213750.0,265051.0,265000.0,279000.0,361750.0,382450.0,353900.0,406900.5,458250.0,553429.5,621000.0,649500.0,613500.0,635000.0,521000.0,543000.0,550000.0,621000.0,627000.0,735000.0,730500.0,970000.0,1098500.0,1195500.0,1200000.0,1485000.0,2510000.0
98053,0~2,59975.0,56000.0,100000.0,45000.0,69500.0,55000.0,62500.0,98000.0,114000.0,249950.0,244500.0,194475.0,127750.0,178500.0,159925.0,156000.0,184000.0,210500.0,277950.0,230000.0,396376.0,417907.5,449409.0,511153.0,556530.5,670000.0,634288.0,497499.0,530000.0,506132.5,570000.0,552257.5,590000.0,600000.0,715000.0,749750.0,802500.0,840000.0,780000.0,1042000.0,1266000.0
98053,3~4,101625.0,105175.0,122000.0,114500.0,130500.0,145000.0,171300.0,184950.0,297000.0,250000.0,224250.0,280000.0,302849.0,302975.0,308975.0,337000.0,375000.0,407000.0,424495.0,374000.0,355000.0,385000.0,415622.5,528475.0,664500.0,639475.0,616000.0,511567.5,532500.0,547792.0,555100.0,627000.0,641500.0,695000.0,749000.0,850000.0,950000.0,945000.0,1024000.0,1377500.0,1617500.0
98053,5~,,129000.0,158475.0,95000.0,120000.0,195000.0,154250.0,192750.0,434950.0,425000.0,254500.0,245000.0,307500.0,340000.0,413837.0,364500.0,376145.5,830000.0,425000.0,428140.0,460000.0,474280.0,508822.5,611500.0,875750.0,779900.0,823200.0,580000.0,594500.0,704000.0,560000.0,764150.0,855995.0,850000.0,905000.0,940000.0,1260500.0,1205000.0,1260000.0,1700000.0,2335000.0
98054,3~4,,,,,,,,,,,,,,,,,,,,,,,,345990.0,,,,,,,,,,,,,,,,,
98055,0~2,62747.5,82000.0,59975.0,32500.0,75000.0,54000.0,72000.0,69000.0,90000.0,81000.0,98500.0,95500.0,114900.0,92500.0,110500.0,115000.0,132000.0,130500.0,152000.0,152000.0,154950.0,164975.0,187000.0,212500.0,314925.0,307500.0,289000.0,200000.0,185000.0,136643.0,160000.0,190500.0,225000.0,216000.0,258490.0,330000.0,320000.0,387475.0,422500.0,474000.0,639500.0
98055,3~4,71900.0,84070.0,82245.0,82500.0,89280.0,90000.0,92975.0,118855.0,150000.0,134975.0,135000.0,140000.0,149475.0,165250.0,157750.0,156950.0,175000.0,194950.0,210000.0,213000.0,234975.0,238509.0,260000.0,319000.0,365000.0,370000.0,334000.0,291000.0,263950.0,240000.0,235000.0,267966.0,280000.0,325000.0,357750.0,421500.0,455602.5,459750.0,520000.0,615000.0,750000.0
98055,5~,89500.0,99750.0,92000.0,,97000.0,91000.0,101250.0,90500.0,,118000.0,137000.0,146250.0,159475.0,154500.0,159000.0,164000.0,197750.0,217750.0,222500.0,225000.0,229950.0,278500.0,261350.0,354975.0,407500.0,419975.0,325000.0,287500.0,306000.0,224750.0,252000.0,286225.0,351250.0,331500.0,380000.0,452500.0,465000.0,550000.0,635000.0,720000.0,
98056,0~2,52200.0,59000.0,52000.0,51881.0,49500.0,54000.0,53500.0,64950.0,87000.0,86500.0,85500.0,92750.0,92500.0,94900.0,100750.0,107500.0,118000.0,128800.0,145000.0,149950.0,159000.0,166300.0,179500.0,218095.5,251000.0,266500.0,259000.0,165000.0,195500.0,172354.5,148500.0,169000.0,204000.0,230000.0,265750.0,320000.0,351000.0,348000.0,383000.0,465000.0,595000.0
98056,3~4,77500.0,76990.0,63500.0,79000.0,78000.0,83000.0,89250.0,123000.0,158700.0,135000.0,143000.0,144900.0,152000.0,150000.0,164950.0,167725.0,188950.0,209950.0,249950.0,259900.0,260429.0,269950.0,289000.0,344499.5,390000.0,408000.0,380000.0,322500.0,314000.0,268750.0,286950.0,351939.5,350000.0,390000.0,420000.0,485000.0,530000.0,538250.0,600000.0,745000.0,805500.0
98056,5~,90100.0,100000.0,94963.5,66900.0,86000.0,95000.0,130000.0,134725.0,147250.0,175950.0,142000.0,157000.0,175100.0,171250.0,226000.0,230950.0,219000.0,331000.0,249750.0,312202.5,269500.0,324000.0,358000.0,426450.0,438000.0,554000.0,435000.0,363500.0,408000.0,404250.0,386000.0,405975.0,431250.0,502500.0,570000.0,860000.0,702000.0,749950.0,750000.0,932400.0,1150000.0
98057,0~2,,42000.0,33500.0,46225.0,52000.0,61500.0,50000.0,54000.0,83625.0,78000.0,86500.0,79700.0,78000.0,97500.0,90000.0,98750.0,113000.0,124500.0,139950.0,141170.0,165450.0,169990.0,192000.0,217900.0,231800.0,260475.0,214000.0,207500.0,203000.0,130000.0,166000.0,175000.0,213000.0,227450.0,265000.0,300000.0,355000.0,375000.0,406000.0,472475.0,422500.0
98057,3~4,57975.0,70475.0,69500.0,72003.0,67250.0,67500.0,71000.0,92000.0,113000.0,96500.0,112000.0,115000.0,109999.5,118000.0,120000.0,131475.0,143375.0,154975.0,168000.0,174000.0,193500.0,209950.0,310000.0,318250.0,310000.0,390000.0,343000.0,330000.0,285000.0,245000.0,248000.0,241081.5,254287.5,290000.0,350000.0,403250.0,427000.0,502000.0,515000.0,565000.0,730000.0
98057,5~,,48643.5,87500.0,147500.0,110000.0,,113500.0,95000.0,170225.0,97500.0,72550.0,126275.0,125000.0,149250.0,169950.0,146000.0,140000.0,133500.0,134500.0,253500.0,191940.0,246500.0,286000.0,435000.0,386950.0,470000.0,580000.0,319000.0,302000.0,255000.0,296500.0,288727.5,262500.0,377500.0,557000.0,490000.0,549860.0,610000.0,705000.0,714975.0,902500.0
98058,0~2,,45500.0,49500.0,63750.0,70000.0,58500.0,55000.0,69225.0,111950.0,84000.0,94000.0,97750.0,109000.0,92995.0,110500.0,115000.0,123000.0,129000.0,149975.0,163750.0,181400.0,175000.0,181450.0,223000.0,271945.0,302975.0,243500.0,219950.0,185700.0,139900.0,160000.0,181000.0,205000.0,230000.0,248500.0,295475.0,349000.0,355000.0,400000.0,510000.0,579500.0
98058,3~4,77950.0,82975.0,81000.0,88000.0,90500.0,102500.0,103725.0,117750.0,150000.0,156000.0,140000.0,145000.0,144500.0,145450.0,152950.0,165000.0,186750.0,195975.0,212500.0,215000.0,235982.5,255000.0,282520.0,311174.0,352500.0,369950.0,343000.0,309000.0,289967.0,250147.0,255000.0,283000.0,305000.0,335000.0,382000.0,430000.0,457750.0,490000.0,527500.0,650000.0,764750.0
98058,5~,105000.0,101215.0,93750.0,69450.0,104200.0,107750.0,107657.5,138745.0,152000.0,205000.0,158000.0,152495.0,180600.0,148000.0,172475.0,190725.0,230000.0,237500.0,279000.0,252500.0,322500.0,310000.0,335000.0,354950.0,425000.0,467475.0,414000.0,374975.0,331500.0,265000.0,300000.0,356000.0,360000.0,369950.0,440000.0,520000.0,554000.0,640000.0,665000.0,770000.0,870000.0
98059,0~2,43000.0,66000.0,51950.0,52475.0,71250.0,61900.0,76500.0,114500.0,63750.0,87950.0,109000.0,123250.0,127000.0,132056.0,122475.0,139750.0,172500.0,155000.0,178750.0,195500.0,190475.0,223000.0,225850.0,260000.0,272500.0,322000.0,279000.0,244000.0,290000.0,185250.0,229500.0,209500.0,280000.0,291875.0,300000.0,315000.0,498000.0,429500.0,483993.0,575000.0,551000.0
98059,3~4,79400.0,80000.0,75375.0,80000.0,82000.0,83417.0,93500.0,126000.0,172162.5,171250.0,165000.0,146450.0,151000.0,155000.0,179750.0,187500.0,210000.0,225000.0,245000.0,267816.0,295000.0,295000.0,334950.0,379950.0,428950.0,440000.0,415000.0,366475.0,361500.0,329975.0,330000.0,371000.0,380250.0,420000.0,480000.0,550000.0,574500.0,599950.0,640000.0,761000.0,860750.0
98059,5~,50000.0,77375.0,99900.0,120000.0,86350.0,114000.0,92750.0,127990.0,185300.0,217250.0,156250.0,143500.0,182500.0,167500.0,236495.0,239995.0,254475.0,287500.0,285000.0,328714.0,419975.0,373391.5,379900.0,535470.0,615000.0,776900.0,725000.0,480000.0,488500.0,435000.0,432895.0,539757.0,529950.0,614950.0,736465.0,884950.0,809371.5,745000.0,879995.0,1160000.0,1660000.0
98063,3~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380000.0,,,,,,447000.0,,,,,701000.0,
98065,0~2,40000.0,97500.0,34000.0,56225.0,61500.0,31000.0,110000.0,48000.0,117750.0,89950.0,85250.0,117000.0,106500.0,99000.0,119990.0,107000.0,129000.0,143500.0,155000.0,162750.0,170000.0,176000.0,215000.0,245000.0,285500.0,311000.0,315000.0,230500.0,243750.0,174250.0,170000.0,205000.0,248321.5,301000.0,293000.0,367500.0,399975.0,390000.0,492500.0,550000.0,729000.0
98065,3~4,57500.0,72500.0,52250.0,73500.0,74000.0,65000.0,61000.0,95000.0,120000.0,135000.0,114500.0,136500.0,144500.0,143000.0,134900.0,194500.0,259950.0,306071.0,294458.0,334753.0,322573.5,335212.5,370477.5,465000.0,465000.0,475163.0,513745.0,438900.0,430000.0,389500.0,378000.0,409000.0,449950.0,500500.0,569999.5,651500.0,667500.0,684500.0,750000.0,967500.0,1067500.0
98065,5~,,,,61000.0,92500.0,,,,125000.0,170000.0,80298.0,135000.0,174000.0,130500.0,292000.0,230000.0,239975.0,349475.0,364250.0,585000.0,799250.0,468447.0,478950.0,521450.0,643000.0,707000.0,625000.0,613650.0,535440.0,500000.0,639000.0,567000.0,661979.0,652500.0,835000.0,887500.0,839000.0,865000.0,1070000.0,1420000.0,
98068,0~2,,,,,,79950.0,,,97125.0,,110000.0,129500.0,,189000.0,150000.0,,220000.0,277000.0,253000.0,280000.0,,270000.0,336000.0,,,315000.0,,,560000.0,325000.0,284250.0,345000.0,,,,425000.0,455000.0,,575000.0,,
