ZipCode,Condition,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
98027,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220000.0,,,,,
98027,2,192500.0,,,,68000.0,,,185000.0,,,,188500.0,167500.0,,,124534.0,319000.0,165000.0,360000.0,275500.0,,,,462000.0,,608300.0,,221100.0,156000.0,290000.0,,,,300000.0,,,457008.0,475000.0,520000.0,710000.0,800000.0
98027,3,97500.0,114750.0,117500.0,117500.0,125500.0,141500.0,139750.0,160000.0,226975.0,215000.0,206000.0,225000.0,238000.0,282500.0,298800.0,286000.0,306975.0,351481.0,366975.0,345000.0,379500.0,417760.0,504950.0,519500.0,683397.0,697500.0,627500.0,530000.0,546452.0,519950.0,544612.5,566000.0,608500.0,693000.0,787500.0,896000.0,910000.0,887500.0,941500.0,1106000.0,1320000.0
98027,4,124950.0,123700.0,113750.0,108000.0,116900.0,120425.0,129975.0,160500.0,200250.0,199750.0,190250.0,189950.0,210000.0,220750.0,225000.0,235000.0,273500.0,291000.0,309000.0,299975.0,329950.0,355000.0,395000.0,440950.0,520000.0,550000.0,530000.0,472000.0,460000.0,408000.0,413500.0,469000.0,532625.0,578500.0,636911.5,681000.0,775000.0,774555.0,878000.0,1035000.0,1505000.0
98027,5,51250.0,94287.5,152500.0,125937.5,113500.0,89500.0,116000.0,156900.0,152500.0,173250.0,168000.0,173000.0,192000.0,188250.0,190750.0,230950.0,260000.0,272000.0,282000.0,322000.0,322000.0,325000.0,382000.0,402500.0,465000.0,551250.0,430000.0,445000.0,434000.0,420000.0,417032.0,469950.0,475000.0,535000.0,600000.0,702500.0,836000.0,745000.0,815000.0,1056500.0,1400000.0
98028,1,,,,,,,,,,70000.0,,,,,,,,55573.0,,,,,,,,,,,,,,,366000.0,,,,,,,,
98028,2,,,52950.0,,,,250000.0,,,,437750.0,,189500.0,,,,,60948.0,82371.5,,349900.0,,193000.0,,,,225000.0,253975.0,,,,,,,493500.0,,309000.0,340000.0,600000.0,695000.0,
98028,3,89950.0,80000.0,85000.0,88500.0,85000.0,98500.0,96425.0,132000.0,158398.0,162000.0,160000.0,164475.0,187495.0,183237.5,186000.0,194925.0,227000.0,230000.0,259990.0,265000.0,285000.0,310000.0,357500.0,402225.0,432000.0,471000.0,464000.0,375000.0,376150.0,358000.0,363000.0,439750.0,447475.0,500000.0,557000.0,675000.0,715000.0,665000.0,790000.0,930000.0,807500.0
98028,4,87750.0,82000.0,83750.0,104750.0,95000.0,90975.0,134500.0,123475.0,224922.0,152678.5,144000.0,152000.0,150250.0,163475.0,164500.0,175000.0,192250.0,215000.0,235000.0,265500.0,253225.0,281250.0,289500.0,349475.0,427500.0,415250.0,365000.0,337500.0,335975.0,306609.5,349000.0,389425.0,399000.0,443000.0,489000.0,605000.0,662500.0,615000.0,758000.0,925000.0,945000.0
98028,5,84000.0,75750.0,72900.0,69675.0,78094.0,75500.0,108000.0,110000.0,146000.0,131000.0,142000.0,147425.0,164750.0,159000.0,159750.0,182500.0,191000.0,213000.0,224975.0,215750.0,254250.0,248750.0,307095.0,355000.0,405000.0,442000.0,378000.0,379500.0,368750.0,368000.0,320250.0,340000.0,413750.0,476000.0,531000.0,590000.0,675000.0,672000.0,769500.0,915000.0,1400000.0
98029,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492500.0,,,,,,
98029,2,,,,,,,124000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,
98029,3,133000.0,105000.0,181500.0,112900.0,119500.0,144975.0,138535.5,154990.0,232450.0,209000.0,207613.0,212990.0,217000.0,221000.0,229950.0,249900.0,272000.0,288000.0,306975.0,324975.0,338000.0,356250.0,420000.0,448650.0,560000.0,600000.0,550000.0,488007.0,469750.0,467500.0,467500.0,535000.0,592500.0,651750.0,748400.0,859975.0,910000.0,854000.0,945000.0,1272000.0,1687000.0
98029,4,,,,110995.0,118728.5,125000.0,133465.0,152545.5,246000.0,210000.0,207750.0,201900.0,220000.0,216200.0,227000.0,237475.0,269950.0,286000.0,296250.0,314000.0,338000.0,348250.0,380000.0,448475.0,559000.0,537500.0,572600.0,493000.0,450000.0,419500.0,473000.0,492000.0,587500.0,647500.0,710000.0,835000.0,850000.0,835000.0,921000.0,1235000.0,1850000.0
98029,5,,,,152000.0,,95825.0,129211.5,,,179990.0,193950.0,209950.0,234950.0,242425.0,,299500.0,305000.0,278000.0,300000.0,359900.0,375000.0,343250.0,495000.0,450000.0,517500.0,559880.5,532500.0,565000.0,555000.0,415000.0,355000.0,600000.0,560000.0,580000.0,650000.0,762500.0,925000.0,932475.0,1025000.0,1358500.0,1855000.0
98030,1,59900.0,,,,,,,,,62600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375000.0,
98030,2,,,,77500.0,,,,,,,,33000.0,92000.0,,,118000.0,,157250.0,,,,210000.0,475000.0,255000.0,,357450.0,,,,,,,,110000.0,,,,435000.0,,,
98030,3,75750.0,76900.0,85200.0,90575.0,79900.0,89319.0,93089.5,106161.0,127810.0,144750.0,144125.0,143875.0,149950.0,143500.0,158133.0,169500.0,179900.0,211401.0,223500.0,228950.0,232975.0,239000.0,262000.0,296350.0,356200.0,364950.0,325000.0,276000.0,255950.0,229000.0,226500.0,285950.0,264750.0,321750.0,330000.0,385000.0,440475.0,450000.0,459000.0,600000.0,758000.0
98030,4,72000.0,76925.0,73000.0,83700.0,83950.0,81950.0,94700.0,105338.0,124500.0,124000.0,131000.0,133725.0,140000.0,135800.0,145000.0,151150.0,161000.0,175000.0,185000.0,193250.0,199000.0,211000.0,226800.0,274000.0,299200.0,315000.0,295000.0,248749.5,224225.0,199500.0,199950.0,230000.0,266000.0,272000.0,317775.0,355750.0,381500.0,400000.0,458000.0,550000.0,640000.0
98030,5,74200.0,76750.0,70000.0,73675.0,105500.0,85400.0,92900.0,105975.0,113000.0,123475.0,122499.5,124900.0,127000.0,128250.0,144925.0,142500.0,154854.0,158000.0,179000.0,192000.0,208575.0,187500.0,235000.0,268000.0,286500.0,290000.0,298900.0,237000.0,224950.0,180000.0,187500.0,208750.0,253450.0,275000.0,319950.0,350650.0,371500.0,419000.0,450000.0,557500.0,705000.0
98031,1,,,,,,,,,,,,,,,119500.0,135000.0,,,,,375000.0,209500.0,,,310000.0,287000.0,,,,,,292500.0,256890.0,161407.0,,,140000.0,,,235000.0,
98031,2,,67000.0,67950.0,,66500.0,,,,,47000.0,134000.0,96000.0,410000.0,176950.0,122000.0,472500.0,168500.0,155000.0,,209000.0,,,212200.0,182500.0,114913.0,600000.0,,,59000.0,400000.0,,250000.0,209000.0,,260640.0,275000.0,315000.0,,,625000.0,
98031,3,79950.0,79375.0,78975.0,81225.0,82125.0,87673.0,95957.0,106900.0,158460.0,144950.0,150350.0,147950.0,153500.0,149250.0,159450.0,159990.0,175000.0,193000.0,202600.0,216950.0,222750.0,232950.0,262975.0,295000.0,366505.0,365000.0,307000.0,268000.0,250000.0,227500.0,236500.0,250000.0,285000.0,312000.0,355000.0,380000.0,426000.0,449000.0,480000.0,580000.0,648000.0
98031,4,67900.0,79750.0,77482.5,75000.0,76975.0,78500.0,89475.0,99950.0,129950.0,131000.0,129950.0,129000.0,129500.0,137950.0,132200.0,144000.0,151500.0,165000.0,172000.0,193900.0,195700.0,207500.0,225000.0,260000.0,300000.0,322500.0,301000.0,245500.0,234925.0,197450.0,190000.0,235000.0,253000.0,288800.0,310500.0,350000.0,408000.0,422000.0,450000.0,551000.0,630000.0
98031,5,80000.0,76000.0,65500.0,67500.0,75500.0,69950.0,88225.0,104990.0,145000.0,127750.0,122588.0,124500.0,127074.5,125000.0,132500.0,135500.0,150500.0,176495.0,162000.0,180000.0,193975.0,192750.0,220701.0,264950.0,293000.0,340000.0,279500.0,224475.0,164950.0,182000.0,200000.0,199975.0,258398.5,254300.0,299000.0,345000.0,387500.0,415000.0,455000.0,575000.0,700000.0
98032,1,,,52500.0,,,,,,,,,,,,64000.0,,8640.0,,,,,,,,,,,,,,1700000.0,,190000.0,,,,,,,450500.0,
98032,2,75000.0,,,,,,,,,120000.0,32688.0,,,73006.0,103500.0,,139225.0,117000.0,25000.0,,,32078.0,95000.0,5000.0,,297500.0,,285000.0,,75000.0,50000.0,,,,185000.0,172500.0,210000.0,154381.5,50360.0,2100000.0,135000.0
98032,3,78000.0,74175.0,72250.0,73000.0,93750.0,83000.0,85725.0,93475.0,119725.0,125000.0,120000.0,127500.0,130000.0,133000.0,128457.0,134750.0,147500.0,165750.0,175000.0,189360.0,194500.0,194725.0,224950.0,256250.0,286500.0,315300.0,275000.0,230750.0,216637.0,184000.0,170000.0,206000.0,234000.0,270000.0,300000.0,340000.0,383000.0,346000.0,375250.0,460250.0,600000.0
98032,4,64500.0,88500.0,82500.0,71000.0,63000.0,65500.0,87750.0,82500.0,105000.0,126750.0,115000.0,126975.0,119975.0,132250.0,125950.0,122725.0,135000.0,152000.0,165000.0,178500.0,183500.0,190000.0,215500.0,250000.0,286000.0,308750.0,267900.0,225000.0,239800.0,162500.0,151000.0,223244.5,235000.0,267500.0,302725.0,349925.0,371500.0,405000.0,455000.0,512500.0,600000.0
98032,5,67250.0,89450.0,90725.0,52100.0,58500.0,75500.0,83400.0,65500.0,94500.0,96500.0,108450.0,100000.0,109500.0,110250.0,116975.0,105000.0,136900.0,135000.0,122500.0,171225.0,155000.0,176000.0,193500.0,230000.0,258000.0,282500.0,270000.0,195000.0,149000.0,185775.0,154750.0,226300.0,205500.0,242950.0,292500.0,297000.0,359950.0,397000.0,450000.0,540000.0,698500.0
98033,1,,,,,,,29500.0,,,,,,,,,120000.0,,,,190000.0,,,,,,,,,,,260000.0,,,,550000.0,738000.0,850000.0,975000.0,,,
98033,2,81500.0,,69000.0,,,,20500.0,48000.0,146000.0,,121215.0,,162950.0,,,,,,,,,,165787.0,,,,,,,,,80048.0,429000.0,,1000000.0,2450000.0,,821339.5,1067500.0,1170925.0,
98033,3,89875.0,83125.0,91000.0,89750.0,95500.0,86750.0,109000.0,128500.0,179000.0,181953.5,181000.0,174250.0,193500.0,212500.0,226750.0,240234.5,275000.0,289400.0,344995.0,350850.0,409000.0,455000.0,512696.0,625000.0,703475.0,801999.0,655000.0,661000.0,620000.0,647500.0,625000.0,720000.0,789950.0,878975.0,1013000.0,1123800.0,1350000.0,1350000.0,1605000.0,1850000.0,2005000.0
98033,4,84500.0,80000.0,85000.0,84950.0,99000.0,93247.5,116000.0,128950.0,181225.0,167250.0,167975.0,169375.0,173750.0,188000.0,194500.0,208000.0,245000.0,274000.0,282000.0,295000.0,320000.0,345500.0,389000.0,449950.0,554000.0,565000.0,550000.0,479900.0,476000.0,440000.0,485000.0,520000.0,555782.5,621500.0,699950.0,840000.0,1012000.0,923550.0,1071450.0,1387500.0,1530000.0
98033,5,70000.0,69950.0,105000.0,88750.0,79625.0,94000.0,106500.0,130500.0,195000.0,212100.0,160950.0,165000.0,159000.0,195500.0,198500.0,206900.0,222500.0,274900.0,292950.0,316473.0,300000.0,354750.0,445000.0,505000.0,574875.0,597500.0,562500.0,480061.5,486475.0,409500.0,457500.0,556500.0,615000.0,614550.0,720000.0,826000.0,1050000.0,1081250.0,1187500.0,1326000.0,1715000.0
98034,1,,,,,,148000.0,,,,,,,,,,158500.0,,178500.0,,,,,430000.0,,470000.0,,,,,,,,,,643000.0,,,,,,
98034,2,,,,,,,,,,135725.0,117500.0,118000.0,183000.0,135000.0,142850.0,185950.0,,,,221000.0,,,200000.0,270387.0,280000.0,,,,,,,,,,,,,290000.0,772500.0,1110500.0,940000.0
98034,3,80000.0,84000.0,84925.0,79000.0,87250.0,85800.0,91750.0,118950.0,159950.0,155000.0,147000.0,154000.0,163000.0,165500.0,170000.0,184000.0,215108.0,238750.0,246250.0,261425.0,276000.0,299900.0,320000.0,385030.0,435500.0,462725.0,427500.0,374750.0,398600.0,350000.0,360000.0,458541.0,455000.0,476250.0,575000.0,655750.0,777500.0,729975.0,787000.0,950000.0,1245000.0
98034,4,78750.0,81950.0,77475.0,78000.0,85950.0,87000.0,90975.0,113000.0,153000.0,154000.0,147225.0,147500.0,158975.0,157000.0,167975.0,180000.0,199850.0,220000.0,235000.0,242250.0,251550.0,275000.0,313500.0,350000.0,415000.0,445000.0,420000.0,360000.0,350000.0,330000.0,351000.0,400000.0,425000.0,465500.0,541980.0,635000.0,700000.0,693700.0,760000.0,988000.0,1350000.0
98034,5,75500.0,77390.0,73975.0,76043.5,81250.0,84375.0,89000.0,114475.0,199450.0,137250.0,147000.0,147900.0,150000.0,149950.0,160500.0,189750.0,204500.0,217500.0,237475.0,254500.0,258950.0,266250.0,300000.0,346000.0,410500.0,450000.0,379400.0,365000.0,383500.0,343500.0,329750.0,405000.0,434000.0,459500.0,540000.0,663000.0,737500.0,706250.0,780000.0,1025000.0,1561000.0
98035,4,,,,,,,,,,,,,,85000.0,,,,,,,,145000.0,,,209000.0,,,147000.0,,,,,,,,,,,,,
98038,1,,,,,,,,135000.0,,,,100000.0,,,,,,,,197000.0,,,,,,156250.0,,,,,,,,,,,230459.5,,170000.0,400000.0,535000.0
98038,2,,200000.0,,,89722.5,76000.0,120000.0,85000.0,,,118000.0,131750.0,134950.0,219000.0,132950.0,148000.0,187500.0,158000.0,,194000.0,195300.0,245000.0,,242475.0,,,317000.0,,190000.0,172525.0,180000.0,89950.0,,236500.0,300000.0,275100.0,280000.0,,,470000.0,
98038,3,91250.0,68550.0,110000.0,110000.0,99294.0,96500.0,103500.0,132000.0,174950.0,160250.0,151500.0,150266.0,159950.0,163000.0,167000.0,175990.0,197500.0,204950.0,220000.0,239225.0,247500.0,255816.0,277900.0,344846.5,399999.0,394900.0,365410.0,306250.0,312450.0,283500.0,284450.0,308229.5,343000.0,370000.0,410000.0,452000.0,500000.0,496250.0,545000.0,700000.0,786250.0
98038,4,92500.0,86500.0,82000.0,87000.0,89842.5,99275.0,91500.0,114000.0,139900.0,136900.0,139925.0,138000.0,147950.0,158250.0,153150.0,158900.0,173250.0,184736.5,219500.0,209500.0,215000.0,227685.0,248000.0,292475.0,337500.0,335000.0,316250.0,279000.0,253975.0,245700.0,223850.0,266266.5,306679.0,340000.0,370000.0,422500.0,455500.0,454199.5,500000.0,685000.0,750000.0
98038,5,71000.0,67500.0,51750.0,69000.0,97500.0,72950.0,99670.5,88000.0,141350.0,124000.0,132725.0,151632.5,133750.0,137975.0,156950.0,150000.0,173450.0,175925.0,214500.0,207000.0,198000.0,224775.0,230720.0,296500.0,317000.0,342500.0,279950.0,303000.0,232500.0,219950.0,185000.0,296125.0,290000.0,315000.0,349650.0,391500.0,445000.0,474250.0,550000.0,650000.0,800000.0
98039,2,,,,,,,,,,,,,,252500.0,,,,,,,,420000.0,,,,,,,1311000.0,,,,,,,,,,4800000.0,,
98039,3,210000.0,172500.0,129500.0,126250.0,127500.0,218000.0,201000.0,336500.0,325000.0,555000.0,483000.0,304850.0,487000.0,336500.0,561250.0,527250.0,614000.0,835000.0,720000.0,1035000.0,875000.0,780000.0,1065000.0,2087500.0,1295500.0,2325000.0,1798750.0,937500.0,1110000.0,1250398.0,1485000.0,1845000.0,2275000.0,1950000.0,1890000.0,2825444.0,2850000.0,3175000.0,3865000.0,4152500.0,4900000.0
98039,4,470000.0,256000.0,175000.0,227000.0,225000.0,236000.0,269500.0,328000.0,509750.0,570475.0,490000.0,381250.0,335000.0,507500.0,482500.0,458500.0,730000.0,929500.0,810000.0,885000.0,740000.0,1021200.0,1240000.0,1300000.0,1605000.0,2447875.0,1092000.0,1783000.0,1400000.0,1165000.0,1172000.0,1545000.0,1717500.0,2110000.0,1708000.0,2380000.0,2324000.0,2450000.0,2900000.0,3400000.0,3125000.0
98039,5,,85000.0,159100.0,265000.0,135000.0,150625.0,252000.0,490000.0,,299000.0,320000.0,280000.0,448500.0,367000.0,520000.0,381000.0,510000.0,575000.0,772500.0,905250.0,765000.0,940000.0,900000.0,1355000.0,1335000.0,1649000.0,1360000.0,3328000.0,820000.0,1246250.0,1595000.0,1538000.0,3640900.0,1844000.0,1710000.0,2488000.0,2580000.0,2244000.0,2583000.0,5064000.0,5850000.0
98040,1,,,,,,,,,,,,,,,,,588000.0,,,,,,,,,,,,,2464800.0,,,,,1365000.0,,1630000.0,,,,
98040,2,,,,,,,283400.0,,,,900000.0,,,,,,,3980000.0,225000.0,,1265000.0,215000.0,,,,,,,,215000.0,,,,,,,4300000.0,2830000.0,,6650000.0,
98040,3,148000.0,115000.0,161500.0,126000.0,178000.0,210000.0,190000.0,305000.0,437475.0,322500.0,329000.0,384000.0,364000.0,445975.0,415000.0,496500.0,490000.0,755000.0,765000.0,758842.5,787500.0,839000.0,987008.0,999509.0,1138000.0,1390000.0,1414000.0,1085000.0,1182500.0,1050000.0,1020000.0,1285000.0,1325000.0,1432080.0,1614000.0,1900000.0,1850000.0,1934750.0,1887500.0,2257080.0,2550000.0
98040,4,138000.0,132250.0,165000.0,146500.0,147000.0,165950.0,189600.0,255000.0,375000.0,350000.0,295000.0,290000.0,319000.0,350000.0,361000.0,385000.0,435330.0,513000.0,573000.0,530000.0,549450.0,612250.0,630000.0,792500.0,870000.0,925500.0,949500.0,730000.0,758000.0,700000.0,720500.0,861500.0,925000.0,1020000.0,1208000.0,1381000.0,1375000.0,1385000.0,1400000.0,1850000.0,2462500.0
98040,5,116500.0,160000.0,149000.0,177500.0,176125.0,187000.0,236000.0,250250.0,352225.0,313250.0,290000.0,295000.0,334750.0,335000.0,370750.0,401750.0,451000.0,520594.0,600000.0,610793.0,549000.0,601500.0,655000.0,795000.0,899450.0,920000.0,872500.0,819000.0,750000.0,770000.0,877716.0,860000.0,1025000.0,1100000.0,1175000.0,1295000.0,1463500.0,1439000.0,1600000.0,2044000.0,2420000.0
98042,1,,,,,,85000.0,,650000.0,,15000.0,,,,,,,,,156000.0,,,,,,169000.0,265000.0,,,,185000.0,180558.0,,150000.0,,900001.0,232550.0,,,,537500.0,
98042,2,,100000.0,85000.0,69950.0,92500.0,89000.0,,99000.0,86700.0,95000.0,120000.0,114500.0,169975.0,,122950.0,145000.0,141950.0,127500.0,,165000.0,260000.0,256000.0,185000.0,318000.0,260000.0,403500.0,,236100.0,130000.0,,62500.0,215000.0,167000.0,231000.0,257829.5,210000.0,,180500.0,287000.0,335000.0,768500.0
98042,3,64950.0,77000.0,86000.0,83450.0,84950.0,87500.0,89975.0,111745.0,140970.0,135335.0,130000.0,138900.0,148950.0,150000.0,171970.0,181420.0,176975.0,193700.0,219950.0,224975.0,247007.5,264432.5,275422.5,319950.0,345000.0,366297.5,345000.0,288200.0,265000.0,255000.0,250000.0,280000.0,282500.0,320000.0,361000.0,395000.0,431000.0,455000.0,510000.0,625000.0,735000.0
98042,4,73450.0,95000.0,89500.0,85975.0,87335.0,93900.0,89950.0,105725.0,149375.0,132000.0,125990.0,130000.0,140200.0,141975.0,145500.0,150950.0,160000.0,166000.0,186050.0,192600.0,195000.0,210000.0,225475.0,264000.0,290000.0,309500.0,284015.0,239950.0,240500.0,199950.0,212800.0,244490.5,255000.0,299450.0,316150.0,367000.0,392450.0,420000.0,485000.0,581250.0,680000.0
98042,5,141500.0,126500.0,65000.0,77900.0,110000.0,86000.0,94500.0,101875.0,105000.0,115000.0,111450.0,111700.0,124950.0,130750.0,127500.0,130000.0,141000.0,145500.0,152950.0,179000.0,189990.0,190000.0,204500.0,244500.0,275000.0,287475.0,252475.0,212500.0,199950.0,183204.5,171258.0,208000.0,219995.0,232500.0,299950.0,334200.0,342500.0,356000.0,440500.0,516000.0,645000.0
98043,3,,,,,,,,,,,,,,,,,,,,,,,,,,437515.0,,,,,,562000.0,,389950.0,,,,,,,
98044,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5800000.0,
98045,1,,,,,,,,,,,,,,,,,,170000.0,,,,1300000.0,,,,,,,,25001.0,,,130000.0,,,,,,,360000.0,
98045,2,54950.0,,,53000.0,,45000.0,,74975.0,,127000.0,178000.0,18000.0,104499.5,40000.0,190000.0,160000.0,,150000.0,,330000.0,175000.0,,216000.0,,,329000.0,,,,,,335000.0,,399000.0,315000.0,293000.0,412500.0,,185000.0,473000.0,2450627.5
98045,3,58500.0,65000.0,66425.0,65500.0,65175.0,70000.0,69900.0,109500.0,140000.0,158475.0,151175.0,154250.0,167750.0,181750.0,221750.0,240319.0,259957.5,265000.0,283605.5,298000.0,303100.0,293500.0,345000.0,375000.0,425000.0,492250.0,433875.0,405000.0,392000.0,337500.0,328950.0,354610.0,389975.0,451016.0,540000.0,610000.0,680500.0,757495.0,829995.0,945163.0,1096979.0
98045,4,66000.0,65750.0,61500.0,60000.0,68000.0,71000.0,81500.0,81500.0,131747.5,116250.0,125000.0,141750.0,146950.0,149725.0,148950.0,169950.0,175000.0,191000.0,211000.0,207475.0,229950.0,232000.0,255500.0,279500.0,354500.0,370000.0,360650.0,290000.0,310500.0,245000.0,249000.0,284080.0,298250.0,332000.0,395000.0,448500.0,484500.0,549900.0,580000.0,725000.0,892000.0
98045,5,,65000.0,69095.0,70000.0,60000.0,63000.0,72000.0,114950.0,135000.0,132000.0,119975.0,155000.0,137475.0,134000.0,134888.0,150000.0,214500.0,190000.0,205000.0,197500.0,189750.0,228245.0,260000.0,305000.0,318000.0,355000.0,370000.0,345450.0,317000.0,251500.0,323500.0,259275.0,272170.5,329000.0,408000.0,460000.0,444950.0,535000.0,550000.0,723000.0,810000.0
98047,2,,,,,,,,,,83000.0,,,,,130000.0,,,,,,,,,,,,,,,,,,75000.0,,,,,,,,
98047,3,59700.0,60125.0,70200.0,52650.0,63475.0,64000.0,77662.5,86950.0,104950.0,105000.0,117950.0,119850.0,122500.0,121650.0,128000.0,128150.0,138900.0,145225.0,156500.0,166500.0,195000.0,190000.0,206700.0,240000.0,279950.0,286750.0,261000.0,192850.0,204000.0,165000.0,158000.0,199000.0,216516.0,230000.0,250000.0,300000.0,309750.0,331500.0,372500.0,471500.0,542500.0
98047,4,,57550.0,51000.0,53950.0,71000.0,64500.0,78200.0,63725.0,93250.0,91000.0,92000.0,104000.0,125080.0,91125.0,100000.0,117500.0,118987.5,125750.0,142000.0,160950.0,153500.0,163000.0,183000.0,197000.0,254500.0,229000.0,240000.0,200000.0,147975.0,126000.0,136500.0,155000.0,196181.0,197500.0,217500.0,287500.0,317250.0,345000.0,410000.0,418500.0,497000.0
98047,5,,48600.0,,28400.0,,,,52000.0,,115000.0,112185.0,114950.0,109995.0,87725.0,99640.5,72475.0,92697.0,135000.0,138000.0,167000.0,129400.0,,180350.0,218627.0,205000.0,244500.0,219500.0,122000.0,164300.0,127982.0,,223500.0,227950.0,170750.0,190403.0,245000.0,265200.0,315000.0,371500.0,500000.0,
98050,3,,74000.0,,,197500.0,62500.0,,108000.0,82500.0,,81500.0,170000.0,215000.0,,190750.0,197000.0,337800.0,290000.0,215000.0,219950.0,329750.0,270000.0,140000.0,494500.0,420000.0,385000.0,,410000.0,285000.0,354743.0,250199.0,295000.0,471000.0,315000.0,460000.0,617250.0,592500.0,560975.0,966709.0,781000.0,
98050,4,,,,,45000.0,,189900.0,161000.0,129703.0,182000.0,279825.0,81250.0,467000.0,260000.0,140000.0,145000.0,269000.0,345450.0,237000.0,482495.0,482000.0,269000.0,411975.0,540000.0,459000.0,1150000.0,833750.0,,577500.0,622500.0,500000.0,511650.0,604749.0,327000.0,721250.0,647500.0,386000.0,971287.5,522500.0,595000.0,555000.0
98050,5,,,,,,,,,,,72500.0,361500.0,250000.0,,,465000.0,450000.0,268000.0,,755000.0,,,274500.0,,645500.0,,,,,275000.0,,,277500.0,425000.0,,430000.0,1387500.0,650000.0,581500.0,750000.0,
98051,1,,,,,,,,,,,,,,,,,,,,30000.0,,,,,,,,,,,125000.0,,,,,63177.0,,,,210000.0,363000.0
98051,2,,,,,,,,,27000.0,32000.0,,,75000.0,55000.0,,27700.0,,85000.0,,,,,,,,,,,,,300007.0,68000.0,28000.0,,,,325000.0,201500.0,234800.0,,
98051,3,74500.0,,85500.0,,73975.0,91500.0,104950.0,93000.0,155500.0,111000.0,154250.0,140000.0,169000.0,164975.0,179995.0,214000.0,187500.0,232500.0,390000.0,377250.0,306975.0,463495.0,555950.0,454000.0,649500.0,637500.0,353750.0,354000.0,385000.0,570000.0,380570.0,343000.0,641000.0,439000.0,460500.0,577000.0,755000.0,676750.0,780000.0,858625.0,1106000.0
98051,4,110000.0,,80000.0,83500.0,114000.0,62500.0,118600.0,128975.0,132250.0,129950.0,137500.0,150000.0,168500.0,172500.0,195000.0,170000.0,217500.0,174950.0,250250.0,212750.0,288500.0,285000.0,233975.0,213703.0,449700.0,368500.0,327250.0,279500.0,338479.5,286000.0,325750.0,337475.0,350000.0,360000.0,445000.0,470000.0,545000.0,571000.0,500000.0,759000.0,576200.0
98051,5,,,65000.0,,83000.0,81000.0,,87000.0,,,161000.0,147950.0,89600.0,157000.0,179225.0,172475.0,178750.0,202500.0,219950.0,158000.0,324950.0,222725.0,245000.0,339950.0,378000.0,400000.0,220000.0,450000.0,172250.0,120000.0,197500.0,207500.0,237000.0,382250.0,387950.0,415000.0,409000.0,522475.0,610000.0,699000.0,587500.0
98052,1,,,,,,,,,230000.0,,,,,,,,88480.0,190000.0,200000.0,,,,,,,590000.0,,,,,,,16000000.0,,566900.0,,,31200000.0,779000.0,,
98052,2,90000.0,,65000.0,78000.0,79000.0,,122950.0,36000.0,,145000.0,157000.0,,160000.0,166975.0,154500.0,179000.0,154475.0,105760.0,231500.0,225000.0,349000.0,175000.0,140500.0,358850.0,,,98502.0,675000.0,,,297500.0,286300.0,,,595500.0,,,660000.0,620000.0,805000.0,1005000.0
98052,3,91250.0,93250.0,107725.0,109600.0,111626.0,115000.0,129950.0,157975.0,246500.0,188250.0,190500.0,192000.0,206388.5,219000.0,229975.0,247250.0,280000.0,292000.0,319500.0,350237.0,367573.0,380000.0,435104.5,510000.0,628241.0,625000.0,628000.0,542000.0,553800.0,525000.0,535000.0,608000.0,660500.0,670000.0,765000.0,895000.0,935000.0,959000.0,1079000.0,1350000.0,1481000.0
98052,4,90000.0,98752.0,105000.0,105620.0,98975.0,98978.0,117300.0,134225.0,184995.0,184750.0,172650.0,172500.0,180000.0,183950.0,193000.0,220000.0,239500.0,264475.0,281500.0,296000.0,314500.0,330475.0,365000.0,440000.0,510000.0,547500.0,510000.0,460000.0,432000.0,407000.0,448800.0,515000.0,550000.0,602000.0,687000.0,820000.0,866500.0,842250.0,945000.0,1308000.0,1755555.0
98052,5,89750.0,97950.0,75500.0,95499.5,113000.0,115500.0,121000.0,159950.0,175000.0,205000.0,167000.0,160000.0,170500.0,160950.0,189950.0,190500.0,229950.0,258250.0,275750.0,282500.0,296950.0,327400.0,342250.0,415000.0,482500.0,581900.0,562500.0,469100.0,497475.0,350000.0,465000.0,471750.0,545100.0,627500.0,665000.0,780000.0,870000.0,850000.0,969000.0,1275000.0,1683000.0
98053,1,,,,,,,,,,,,,,,,,92600.0,,,,210000.0,,360470.0,125000.0,,,,,,,50000.0,,,,,,,,,152000.0,
98053,2,102629.0,45000.0,87000.0,,84000.0,61000.0,30000.0,1870000.0,,,254500.0,169000.0,,250750.0,168500.0,239950.0,295750.0,235000.0,427000.0,200000.0,301500.0,755000.0,326000.0,200000.0,,,,483000.0,,269900.0,201033.0,,204000.0,,202083.0,410000.0,200000.0,545000.0,307500.0,950000.0,
