Date,Close
2012-01-01,127.5
2012-01-02,127.5
2012-01-03,127.5
2012-01-04,127.699997
2012-01-05,128.03999299999998
2012-01-06,127.709999
2012-01-07,127.709999
2012-01-08,127.709999
2012-01-09,128.020004
2012-01-10,129.130005
2012-01-11,129.199997
2012-01-12,129.509995
2012-01-13,128.83999599999999
2012-01-14,128.83999599999999
2012-01-15,128.83999599999999
2012-01-16,128.83999599999999
2012-01-17,129.33999599999999
2012-01-18,130.770004
2012-01-19,131.46000700000002
2012-01-20,131.949997
2012-01-21,131.949997
2012-01-22,131.949997
2012-01-23,131.610001
2012-01-24,131.46000700000002
2012-01-25,132.559998
2012-01-26,131.880005
2012-01-27,131.820007
2012-01-28,131.820007
2012-01-29,131.820007
2012-01-30,131.369995
2012-01-31,131.320007
2012-02-01,132.470001
2012-02-02,132.679993
2012-02-03,134.53999299999998
2012-02-04,134.53999299999998
2012-02-05,134.53999299999998
2012-02-06,134.449997
2012-02-07,134.78999299999998
2012-02-08,135.190002
2012-02-09,135.360001
2012-02-10,134.360001
2012-02-11,134.360001
2012-02-12,134.360001
2012-02-13,135.360001
2012-02-14,135.190002
2012-02-15,134.559998
2012-02-16,136.050003
2012-02-17,136.41000400000001
2012-02-18,136.41000400000001
2012-02-19,136.41000400000001
2012-02-20,136.41000400000001
2012-02-21,136.470001
2012-02-22,136.029999
2012-02-23,136.630005
2012-02-24,136.929993
2012-02-25,136.929993
2012-02-26,136.929993
2012-02-27,137.16000400000001
2012-02-28,137.559998
2012-02-29,137.020004
2012-03-01,137.729996
2012-03-02,137.309998
2012-03-03,137.309998
2012-03-04,137.309998
2012-03-05,136.75
2012-03-06,134.75
2012-03-07,135.690002
2012-03-08,137.03999299999998
2012-03-09,137.570007
2012-03-10,137.570007
2012-03-11,137.570007
2012-03-12,137.580002
2012-03-13,140.059998
2012-03-14,139.91000400000001
2012-03-15,140.720001
2012-03-16,140.300003
2012-03-17,140.300003
2012-03-18,140.300003
2012-03-19,140.850006
2012-03-20,140.440002
2012-03-21,140.21000700000002
2012-03-22,139.199997
2012-03-23,139.649994
2012-03-24,139.649994
2012-03-25,139.649994
2012-03-26,141.610001
2012-03-27,141.169998
2012-03-28,140.470001
2012-03-29,140.229996
2012-03-30,140.809998
2012-03-31,140.809998
2012-04-01,140.809998
2012-04-02,141.83999599999999
